time	I(R1)	I(R4)
9.508019535873012e-002	3.022280e-004	1.480925e-004
9.509101878838902e-002	-1.883412e-004	7.452560e-005
9.509990658965335e-002	-6.366741e-004	7.299966e-006
9.510838777804818e-002	-1.068292e-003	-5.741234e-005
9.511694324451600e-002	-1.466947e-003	-1.170687e-004
9.512843260546906e-002	-1.911885e-003	-1.835708e-004
9.513684062992722e-002	-2.156667e-003	-2.203110e-004
9.514117457245337e-002	-2.241619e-003	-2.331909e-004
9.514439512076203e-002	-2.280608e-003	-2.391878e-004
9.514792047120463e-002	-2.301421e-003	-2.425031e-004
9.515222614843635e-002	-2.299647e-003	-2.425220e-004
9.515662373880443e-002	-2.263298e-003	-2.374551e-004
9.516375558588704e-002	-2.131061e-003	-2.185841e-004
9.517450702887002e-002	-1.804463e-003	-1.719166e-004
9.518694123214454e-002	-1.291521e-003	-9.865796e-005
9.519623905663394e-002	-8.399299e-004	-3.406380e-005
9.520466747065244e-002	-4.089361e-004	2.763858e-005
9.521331448021929e-002	1.361135e-005	8.806895e-005
9.522334266021730e-002	4.218047e-004	1.479277e-004
9.523582554304649e-002	7.773756e-004	2.063921e-004
9.524043219063730e-002	8.425585e-004	2.219420e-004
9.524383824112738e-002	8.586158e-004	2.296266e-004
9.524724683469694e-002	8.667666e-004	2.345069e-004
9.525148668139970e-002	8.693248e-004	2.369441e-004
9.525542045129817e-002	8.625414e-004	2.348805e-004
9.526180978495828e-002	8.075141e-004	2.218602e-004
9.527191237149232e-002	5.823644e-004	1.835569e-004
9.528335561044245e-002	1.566976e-004	1.211424e-004
9.529301485838194e-002	-2.978068e-004	5.670884e-005
9.530158928287141e-002	-7.348284e-004	-5.268383e-006
9.531049679864491e-002	-1.183212e-003	-6.880159e-005
9.531923711088461e-002	-1.575123e-003	-1.242330e-004
9.533149362562492e-002	-2.022105e-003	-1.874168e-004
9.533786044332510e-002	-2.192235e-003	-2.116308e-004
9.534192532160836e-002	-2.263696e-003	-2.219402e-004
9.534496015977739e-002	-2.296724e-003	-2.267845e-004
9.534860711201415e-002	-2.314838e-003	-2.295764e-004
9.535248201006975e-002	-2.310119e-003	-2.291872e-004
9.535703992317239e-002	-2.268645e-003	-2.237326e-004
9.536442726491612e-002	-2.125591e-003	-2.044830e-004
9.537534930311241e-002	-1.783862e-003	-1.584116e-004
9.538794060290806e-002	-1.254606e-003	-8.705983e-005
9.539721908818624e-002	-8.000269e-004	-2.565357e-005
9.540564865624836e-002	-3.691021e-004	3.263267e-005
9.541426338540165e-002	4.727842e-005	8.890381e-005
9.542466379666244e-002	4.652377e-004	1.468500e-004
9.543546901419307e-002	7.653884e-004	1.941489e-004
9.544017265787960e-002	8.293831e-004	2.091497e-004
9.544364402101577e-002	8.460458e-004	2.168035e-004
9.544701266433242e-002	8.545358e-004	2.217092e-004
9.545076492950576e-002	8.578299e-004	2.243540e-004
9.545424550263164e-002	8.540581e-004	2.235548e-004
9.545990512874587e-002	8.205522e-004	2.148804e-004
9.546902874938984e-002	6.585766e-004	1.862031e-004
9.548009429373079e-002	2.860235e-004	1.332178e-004
9.549082123391353e-002	-1.988880e-004	6.803094e-005
9.549971329003605e-002	-6.467962e-004	7.839258e-006
9.550819795057108e-002	-1.078587e-003	-5.017541e-005
9.551676274986276e-002	-1.478538e-003	-1.038113e-004
9.552818317102901e-002	-1.922406e-003	-1.632705e-004
9.553675250414165e-002	-2.173193e-003	-1.970087e-004
9.554110992407909e-002	-2.259161e-003	-2.086949e-004
9.554434655077286e-002	-2.298559e-003	-2.141329e-004
9.554786159197488e-002	-2.319458e-003	-2.171261e-004
9.555220418294295e-002	-2.317800e-003	-2.171774e-004
9.555658800539102e-002	-2.281709e-003	-2.126901e-004
9.556369788226281e-002	-2.150105e-003	-1.959001e-004
9.557443589450154e-002	-1.824339e-003	-1.542583e-004
9.558685671707214e-002	-1.312309e-003	-8.882279e-005
9.559615600160096e-002	-8.606368e-004	-3.100966e-005
9.560458427741984e-002	-4.293295e-004	2.424427e-005
9.561323392669527e-002	-5.947073e-006	7.842241e-005
9.562323124029772e-002	4.016525e-004	1.320003e-004
9.563570656269474e-002	7.562175e-004	1.846485e-004
9.564034550801774e-002	8.208774e-004	1.988793e-004
9.564377334529059e-002	8.363845e-004	2.060233e-004
9.564716854438743e-002	8.442817e-004	2.106237e-004
9.565139002363134e-002	8.470163e-004	2.131292e-004
9.565526312367920e-002	8.412509e-004	2.116230e-004
9.566155499427975e-002	7.913264e-004	2.005624e-004
9.567159780087446e-002	5.770998e-004	1.668809e-004
9.568289383177327e-002	1.641037e-004	1.118334e-004
9.569256993645807e-002	-2.884538e-004	5.386152e-005
9.570118490211292e-002	-7.265877e-004	-2.259762e-006
9.571012238148470e-002	-1.177380e-003	-5.994299e-005
9.571870124426182e-002	-1.564851e-003	-1.094262e-004
9.573092102822513e-002	-2.015374e-003	-1.669122e-004
9.573773601957931e-002	-2.200231e-003	-1.906495e-004
9.574183347235925e-002	-2.273421e-003	-2.001711e-004
9.574489093404709e-002	-2.307032e-003	-2.046167e-004
9.574852282772924e-002	-2.325344e-003	-2.071582e-004
9.575245062933971e-002	-2.320792e-003	-2.068289e-004
9.575698888450430e-002	-2.279779e-003	-2.019603e-004
9.576434493319350e-002	-2.137752e-003	-1.847121e-004
9.577525605312287e-002	-1.797066e-003	-1.432667e-004
9.578783100354414e-002	-1.269093e-003	-7.905014e-005
9.579711037556382e-002	-8.145152e-004	-2.366208e-005
9.580553985547388e-002	-3.832238e-004	2.894410e-005
9.581415732455999e-002	3.415038e-005	7.979450e-005
9.582452604132055e-002	4.506722e-004	1.320511e-004
9.583541564232453e-002	7.499784e-004	1.753240e-004
9.584013386197085e-002	8.121103e-004	1.891036e-004
9.584361500950989e-002	8.276914e-004	1.962364e-004
9.584697772079487e-002	8.357503e-004	2.008890e-004
9.585070289181477e-002	8.390680e-004	2.035351e-004
9.585414449587627e-002	8.359529e-004	2.030783e-004
9.585974120794592e-002	8.067685e-004	1.956817e-004
9.586876669983327e-002	6.562275e-004	1.703745e-004
9.587972990235810e-002	2.951395e-004	1.230133e-004
9.589037766993298e-002	-1.825135e-004	6.436076e-005
9.589928326037650e-002	-6.297649e-004	9.539301e-006
9.590776774931496e-002	-1.061881e-003	-4.338686e-005
9.591634448031886e-002	-1.464674e-003	-9.260928e-005
9.592762336233664e-002	-1.907101e-003	-1.465876e-004
9.593655287220967e-002	-2.171916e-003	-1.790039e-004
9.594096361272021e-002	-2.260402e-003	-1.899364e-004
9.594423668014293e-002	-2.300885e-003	-1.950085e-004
9.594772848772784e-002	-2.322136e-003	-1.977595e-004
9.595215450992849e-002	-2.320956e-003	-1.978464e-004
9.595650719502707e-002	-2.285646e-003	-1.938293e-004
9.596356736767052e-002	-2.155758e-003	-1.787039e-004
9.597429162580697e-002	-1.831755e-003	-1.409407e-004
9.598668634416317e-002	-1.322059e-003	-8.158487e-005
9.599598642489586e-002	-8.706888e-004	-2.896446e-005
9.600441441913260e-002	-4.390716e-004	2.137335e-005
9.601306807161773e-002	-1.441704e-005	7.082010e-005
9.602301756211276e-002	3.916319e-004	1.196007e-004
9.603548105682634e-002	7.427777e-004	1.679936e-004
9.604018141366780e-002	8.065160e-004	1.814225e-004
9.604365056934670e-002	8.213631e-004	1.882989e-004
9.604702055289988e-002	8.291706e-004	1.928393e-004
9.605077893429757e-002	8.323962e-004	1.954637e-004
9.605426830430620e-002	8.293020e-004	1.950361e-004
9.605994212920946e-002	8.001095e-004	1.877306e-004
9.606908787726001e-002	6.477159e-004	1.627213e-004
9.608004688219095e-002	2.854471e-004	1.167347e-004
9.609044927842160e-002	-1.826253e-004	6.129556e-005
9.609930952541440e-002	-6.279513e-004	8.685392e-006
9.610780181160107e-002	-1.060270e-003	-4.231743e-005
9.611638088293330e-002	-1.462744e-003	-8.966507e-005
9.612769763156599e-002	-1.905962e-003	-1.416883e-004
9.613657724341509e-002	-2.168684e-003	-1.726037e-004
9.614098146426867e-002	-2.256749e-003	-1.830492e-004
9.614425008162016e-002	-2.297022e-003	-1.878822e-004
9.614774471661693e-002	-2.318148e-003	-1.904874e-004
9.615216056767374e-002	-2.316804e-003	-1.905142e-004
9.615651705022592e-002	-2.281297e-003	-1.865867e-004
9.616358328593815e-002	-2.150968e-003	-1.719169e-004
9.617433686599684e-002	-1.825467e-003	-1.353171e-004
9.618674192240913e-002	-1.314664e-003	-7.798585e-005
9.619603775761404e-002	-8.631070e-004	-2.728195e-005
9.620446587472815e-002	-4.313198e-004	2.119610e-005
9.621311575281900e-002	-6.955592e-006	6.873880e-005
9.622310815817702e-002	3.983014e-004	1.158306e-004
9.623558183637536e-002	7.422279e-004	1.624331e-004
9.624025471612822e-002	8.030531e-004	1.753327e-004
9.624370540230233e-002	8.169601e-004	1.819868e-004
9.624708662697036e-002	8.243374e-004	1.863792e-004
9.625128887948378e-002	8.273739e-004	1.890437e-004
9.625509848507366e-002	8.230407e-004	1.881570e-004
9.626128827745309e-002	7.823909e-004	1.790797e-004
9.627123317749209e-002	5.902738e-004	1.500004e-004
9.628235068831062e-002	1.968958e-004	1.020658e-004
9.629186072737664e-002	-2.439689e-004	5.136821e-005
9.630050717515067e-002	-6.823015e-004	1.065827e-006
9.630945949730911e-002	-1.134979e-003	-5.075748e-005
9.631799614809729e-002	-1.524661e-003	-9.521609e-005
9.633005993712666e-002	-1.976777e-003	-1.466575e-004
9.633746162976312e-002	-2.182176e-003	-1.701052e-004
9.634163116373223e-002	-2.258735e-003	-1.789179e-004
9.634473855010151e-002	-2.293729e-003	-1.829858e-004
9.634833745096523e-002	-2.312563e-003	-1.852364e-004
9.635238158644256e-002	-2.308507e-003	-1.849148e-004
9.635687658559267e-002	-2.268619e-003	-1.805878e-004
9.636416374175874e-002	-2.128930e-003	-1.652767e-004
9.637509312430651e-002	-1.789222e-003	-1.281532e-004
9.638764306575717e-002	-1.263607e-003	-7.086807e-005
9.639691801928758e-002	-8.094250e-004	-2.136682e-005
9.640534731915185e-002	-3.775776e-004	2.567990e-005
9.641396577049527e-002	4.121361e-005	7.118048e-005
9.642432060537653e-002	4.537718e-004	1.179612e-004
9.643533196990979e-002	7.430963e-004	1.574838e-004
9.644007307015320e-002	8.000193e-004	1.702113e-004
9.644356956072896e-002	8.138189e-004	1.769668e-004
9.644692299781808e-002	8.212609e-004	1.814846e-004
9.645060573358880e-002	8.246538e-004	1.842429e-004
9.645398630425707e-002	8.225540e-004	1.842211e-004
9.645948443126279e-002	8.011531e-004	1.782173e-004
9.646835588737660e-002	6.731253e-004	1.562780e-004
9.647920431888572e-002	3.342586e-004	1.140642e-004
9.648963647927554e-002	-1.258740e-004	6.189082e-005
9.649845562507799e-002	-5.665760e-004	1.236997e-005
9.650693556421457e-002	-9.990989e-004	-3.610343e-005
9.651552036812761e-002	-1.406547e-003	-8.158093e-005
9.652657553733704e-002	-1.847783e-003	-1.306358e-004
9.653617531350242e-002	-2.139661e-003	-1.630762e-004
9.654068742474985e-002	-2.233041e-003	-1.734983e-004
9.654402948136789e-002	-2.275662e-003	-1.782846e-004
9.654747780852561e-002	-2.297613e-003	-1.807785e-004
9.655206089038970e-002	-2.297454e-003	-1.808487e-004
9.655635488152498e-002	-2.263663e-003	-1.772209e-004
9.656332129944276e-002	-2.136986e-003	-1.635592e-004
9.657406458692575e-002	-1.814814e-003	-1.290069e-004
9.658642103510017e-002	-1.308893e-003	-7.497220e-005
9.659571585043014e-002	-8.583776e-004	-2.691149e-005
9.660414343020163e-002	-4.263192e-004	1.911364e-005
9.661279936403155e-002	3.020753e-008	6.437624e-005
9.662271785138413e-002	4.022889e-004	1.090514e-004
9.663517298818117e-002	7.392754e-004	1.539261e-004
9.663995766246361e-002	7.990379e-004	1.668786e-004
9.664348331832262e-002	8.125847e-004	1.737134e-004
9.664681922049059e-002	8.199853e-004	1.782867e-004
9.665042146620179e-002	8.235261e-004	1.811485e-004
9.665368627348872e-002	8.220718e-004	1.813866e-004
9.665899725374826e-002	8.053146e-004	1.762538e-004
9.666757541884148e-002	6.953572e-004	1.563550e-004
9.667837675333475e-002	3.767708e-004	1.158976e-004
9.668903515530680e-002	-8.298928e-005	6.388893e-005
9.669776907106621e-002	-5.170628e-004	1.563830e-005
9.670622579614914e-002	-9.490065e-004	-3.221390e-005
9.671479799627478e-002	-1.359615e-003	-7.748282e-005
9.672563425090418e-002	-1.798778e-003	-1.256561e-004
9.673583735183033e-002	-2.116011e-003	-1.603787e-004
9.674044079776589e-002	-2.214015e-003	-1.711264e-004
9.674384468642573e-002	-2.258698e-003	-1.760409e-004
9.674725461278057e-002	-2.282036e-003	-1.786129e-004
9.675149628385854e-002	-2.285095e-003	-1.789719e-004
9.675543608053783e-002	-2.259065e-003	-1.761692e-004
9.676183509189054e-002	-2.154416e-003	-1.649373e-004
9.677210114594631e-002	-1.868099e-003	-1.344572e-004
9.678413960891827e-002	-1.396911e-003	-8.459420e-005
9.679391532501962e-002	-9.331924e-004	-3.565785e-005
9.680241438901020e-002	-4.988083e-004	1.006803e-005
9.681125510104420e-002	-5.638787e-005	5.646037e-005
9.682046044929717e-002	3.374084e-004	9.894183e-005
9.683283502420605e-002	7.117706e-004	1.456086e-004
9.683827626103500e-002	7.912944e-004	1.614529e-004
9.684223277092879e-002	8.095914e-004	1.700481e-004
9.684527347180795e-002	8.178164e-004	1.749472e-004
9.684904757781930e-002	8.232017e-004	1.788660e-004
9.685264591303561e-002	8.236903e-004	1.801777e-004
9.685730647538922e-002	8.149703e-004	1.774124e-004
9.686485706168876e-002	7.461110e-004	1.630956e-004
9.687545594225065e-002	4.875996e-004	1.272589e-004
9.688745158319333e-002	7.523854e-006	7.157474e-005
9.689629020480109e-002	-4.237167e-004	2.367682e-005
9.690472594038095e-002	-8.551501e-004	-2.407704e-005
9.691329496025272e-002	-1.273060e-003	-7.009933e-005
9.692357315363688e-002	-1.699596e-003	-1.167850e-004
9.693604534600495e-002	-2.098843e-003	-1.602865e-004
9.694059251396818e-002	-2.197839e-003	-1.710973e-004
9.694395834010651e-002	-2.241152e-003	-1.758551e-004
9.694739184115603e-002	-2.263281e-003	-1.782932e-004
9.695202876259497e-002	-2.263413e-003	-1.783398e-004
9.695630260888072e-002	-2.230068e-003	-1.747597e-004
9.696323682996667e-002	-2.104345e-003	-1.613137e-004
9.697399742585389e-002	-1.782235e-003	-1.271518e-004
9.698634329895427e-002	-1.277215e-003	-7.389074e-005
9.699563469120204e-002	-8.268739e-004	-2.649984e-005
9.700406216378026e-002	-3.945289e-004	1.889332e-005
9.701271763450715e-002	3.241725e-005	6.352829e-005
9.702263954999314e-002	4.294948e-004	1.077146e-004
9.703509427175176e-002	7.484398e-004	1.524445e-004
9.703990056946198e-002	8.033821e-004	1.656155e-004
9.704344067209120e-002	8.160700e-004	1.726965e-004
9.704676793437628e-002	8.232570e-004	1.774901e-004
9.705033039524687e-002	8.269817e-004	1.805980e-004
9.705353798497535e-002	8.261866e-004	1.811198e-004
9.705875639216093e-002	8.131104e-004	1.766113e-004
9.706718906657036e-002	7.191978e-004	1.578115e-004
9.707799547168598e-002	4.227375e-004	1.178341e-004
9.708871983864904e-002	-2.873527e-005	6.552649e-005
9.709721046641445e-002	-4.491181e-004	1.838744e-005
9.710563772743625e-002	-8.798707e-004	-2.970871e-005
9.711417567247707e-002	-1.291599e-003	-7.541743e-005
9.712486091839066e-002	-1.729736e-003	-1.237542e-004
9.713556394575504e-002	-2.068300e-003	-1.609554e-004
9.714024169951782e-002	-2.170034e-003	-1.721309e-004
9.714369566395364e-002	-2.216347e-003	-1.772161e-004
9.714707488978322e-002	-2.240386e-003	-1.798389e-004
9.715127438676802e-002	-2.244839e-003	-1.802973e-004
9.715507489369629e-002	-2.221663e-003	-1.777353e-004
9.716125005204039e-002	-2.125355e-003	-1.672437e-004
9.717117242385887e-002	-1.857559e-003	-1.384121e-004
9.718316571761362e-002	-1.397179e-003	-8.925085e-005
9.719337014474526e-002	-9.175962e-004	-3.826047e-005
9.720193861504257e-002	-4.804662e-004	8.055904e-006
9.721088165176171e-002	-3.110854e-005	5.545226e-005
9.721989981383536e-002	3.540451e-004	9.774857e-005
9.723228920895692e-002	7.199517e-004	1.457429e-004
9.723788818052311e-002	7.981050e-004	1.627763e-004
9.724194580649069e-002	8.161057e-004	1.721638e-004
9.724497560258374e-002	8.243995e-004	1.774671e-004
9.724862591999119e-002	8.300142e-004	1.817141e-004
9.725248901180666e-002	8.312599e-004	1.835706e-004
9.725705131082536e-002	8.244911e-004	1.813479e-004
9.726444563308111e-002	7.690121e-004	1.677721e-004
9.727507059368910e-002	5.368759e-004	1.317650e-004
9.728686324428681e-002	8.153649e-005	7.609355e-005
9.729546374426903e-002	-3.354705e-004	2.835904e-005
9.730388252784687e-002	-7.659809e-004	-2.067633e-005
9.731243095825430e-002	-1.186325e-003	-6.825532e-005
9.732245706256963e-002	-1.611385e-003	-1.160031e-004
9.733482670163596e-002	-2.022592e-003	-1.618851e-004
9.733970674407134e-002	-2.135519e-003	-1.744669e-004
9.734329598444515e-002	-2.186625e-003	-1.801544e-004
9.734659408867877e-002	-2.214168e-003	-1.831901e-004
9.734960769605139e-002	-2.223203e-003	-1.841499e-004
9.735285418165185e-002	-2.213860e-003	-1.830494e-004
9.735764511473215e-002	-2.163736e-003	-1.774003e-004
9.736540263219595e-002	-2.002574e-003	-1.595492e-004
9.737679735235426e-002	-1.628069e-003	-1.186309e-004
9.738967242628444e-002	-1.069345e-003	-5.807968e-005
9.739888852543546e-002	-6.107003e-004	-8.542065e-006
9.740731781057539e-002	-1.796495e-004	3.786496e-005
9.741585863564423e-002	2.233391e-004	8.122902e-005
9.742707961489085e-002	6.221399e-004	1.294353e-004
9.743622810471124e-002	7.885275e-004	1.609557e-004
9.744072600015735e-002	8.176919e-004	1.729497e-004
9.744405840501043e-002	8.281416e-004	1.796548e-004
9.744751277512376e-002	8.345333e-004	1.844286e-004
9.745207395480926e-002	8.373908e-004	1.875155e-004
9.745637613725343e-002	8.328495e-004	1.862685e-004
9.746335564437822e-002	7.931537e-004	1.745886e-004
9.747386066234114e-002	5.976203e-004	1.402117e-004
9.748530644991849e-002	1.813899e-004	8.654071e-005
9.749386993822376e-002	-2.269421e-004	3.845099e-005
9.750228630020200e-002	-6.564298e-004	-1.180613e-005
9.751089153857677e-002	-1.085649e-003	-6.172482e-005
9.752025985839354e-002	-1.498140e-003	-1.093382e-004
9.753247698494763e-002	-1.932429e-003	-1.591133e-004
9.753802149360993e-002	-2.075254e-003	-1.754464e-004
9.754204431014404e-002	-2.143147e-003	-1.831952e-004
9.754504987901597e-002	-2.174688e-003	-1.867623e-004
9.754871641206327e-002	-2.191641e-003	-1.886277e-004
9.755252269559010e-002	-2.185779e-003	-1.878683e-004
9.755710609320542e-002	-2.142577e-003	-1.828393e-004
9.756453398860983e-002	-1.995749e-003	-1.660998e-004
9.757571760847249e-002	-1.640414e-003	-1.261838e-004
9.758839748641125e-002	-1.101533e-003	-6.617988e-005
9.759763769078252e-002	-6.455054e-004	-1.560599e-005
9.760606725486223e-002	-2.131353e-004	3.216315e-005
9.761464857856333e-002	1.999053e-004	7.761930e-005
9.762541882137607e-002	5.940135e-004	1.263719e-004
9.763568380653248e-002	7.904966e-004	1.639956e-004
9.764032893726196e-002	8.238712e-004	1.772727e-004
9.764376094252726e-002	8.351007e-004	1.846765e-004
9.764715358688755e-002	8.419240e-004	1.898437e-004
9.765137155611713e-002	8.455620e-004	1.933912e-004
9.765523306359929e-002	8.432293e-004	1.931561e-004
9.766150630302438e-002	8.208360e-004	1.844385e-004
9.767157950440690e-002	6.786074e-004	1.541128e-004
9.768263322447311e-002	3.254897e-004	1.038734e-004
9.769137886260085e-002	-7.185090e-005	5.454771e-005
9.769966258910309e-002	-4.908658e-004	3.632156e-006
9.770836383262337e-002	-9.319953e-004	-4.962880e-005
9.771690680522548e-002	-1.327673e-003	-9.703042e-005
9.772872781330495e-002	-1.781507e-003	-1.509546e-004
9.773696594638857e-002	-2.018045e-003	-1.789245e-004
9.774126656687536e-002	-2.100431e-003	-1.886205e-004
9.774446425988644e-002	-2.137935e-003	-1.929844e-004
9.774800432568512e-002	-2.157623e-003	-1.952009e-004
9.775225742351916e-002	-2.154482e-003	-1.946716e-004
9.775667461588618e-002	-2.116514e-003	-1.900256e-004
9.776383773506982e-002	-1.980703e-003	-1.738834e-004
9.777487323738981e-002	-1.639843e-003	-1.340717e-004
9.778739656036284e-002	-1.116932e-003	-7.361779e-005
9.779665258916237e-002	-6.635687e-004	-2.147211e-005
9.780508162744714e-002	-2.306390e-004	2.809178e-005
9.781369327110764e-002	1.892865e-004	7.590272e-005
9.782411839304388e-002	5.774068e-004	1.257549e-004
9.783520889106898e-002	7.957839e-004	1.690275e-004
9.783998371354370e-002	8.322060e-004	1.836349e-004
9.784350278153577e-002	8.440961e-004	1.917591e-004
9.784684263367967e-002	8.513622e-004	1.973548e-004
9.785046304045629e-002	8.554385e-004	2.010860e-004
9.785375396709467e-002	8.550853e-004	2.018206e-004
9.785910719034709e-002	8.438780e-004	1.967584e-004
9.786775165618199e-002	7.642742e-004	1.749786e-004
9.787877235404641e-002	4.932192e-004	1.283769e-004
9.788923846762586e-002	6.435720e-005	6.992202e-005
9.789725041988714e-002	-3.333159e-004	1.920614e-005
9.790564151897395e-002	-7.620656e-004	-3.512705e-005
9.791410227712009e-002	-1.169452e-003	-8.634984e-005
9.792494265684042e-002	-1.613097e-003	-1.416415e-004
9.793561920096758e-002	-1.949742e-003	-1.832945e-004
9.794028190660095e-002	-2.050519e-003	-1.956954e-004
9.794372574679809e-002	-2.096268e-003	-2.012691e-004
9.794711115061365e-002	-2.119939e-003	-2.040737e-004
9.795131915994390e-002	-2.123830e-003	-2.043691e-004
9.795514777534407e-002	-2.099832e-003	-2.012238e-004
9.796136813744916e-002	-2.001447e-003	-1.888629e-004
9.797136007077323e-002	-1.729060e-003	-1.553344e-004
9.798343973752209e-002	-1.262523e-003	-9.861360e-005
9.799343978111803e-002	-7.909766e-004	-4.167677e-005
9.800197358696811e-002	-3.547661e-004	1.070079e-005
9.801086099730384e-002	9.217511e-005	6.400958e-005
9.801999772119104e-002	4.643048e-004	1.126475e-004
9.803238378772201e-002	7.735906e-004	1.678132e-004
9.803795530141550e-002	8.352576e-004	1.876667e-004
9.804199539165014e-002	8.518208e-004	1.987520e-004
9.804501298840884e-002	8.601630e-004	2.050189e-004
9.804867146151808e-002	8.662150e-004	2.101042e-004
9.805250596453183e-002	8.680305e-004	2.124005e-004
9.805707888249200e-002	8.624651e-004	2.100579e-004
9.806449010355954e-002	8.234708e-004	1.945333e-004
9.807537918716672e-002	6.278144e-004	1.514410e-004
9.808709733809530e-002	1.990423e-004	8.633610e-005
9.809512225445312e-002	-1.883239e-004	3.387697e-005
9.810340504810498e-002	-6.119590e-004	-2.287765e-005
9.811179582663129e-002	-1.026107e-003	-7.788515e-005
9.812180720396442e-002	-1.455662e-003	-1.343376e-004
9.813405882749517e-002	-1.871836e-003	-1.884579e-004
9.813915262892443e-002	-1.993763e-003	-2.041926e-004
9.814288315074950e-002	-2.049945e-003	-2.113550e-004
9.814608272428173e-002	-2.079031e-003	-2.149624e-004
9.814911325111707e-002	-2.089931e-003	-2.161782e-004
9.815267033980912e-002	-2.081660e-003	-2.148366e-004
9.815734619647394e-002	-2.035201e-003	-2.084478e-004
9.816492108211337e-002	-1.881428e-003	-1.880938e-004
9.817630434666028e-002	-1.512864e-003	-1.403815e-004
9.818910211076064e-002	-9.623193e-004	-7.001219e-005
9.819831588309576e-002	-5.049901e-004	-1.194387e-005
9.820674523141865e-002	-7.283010e-005	4.260377e-005
9.821529560712558e-002	3.243833e-004	9.395742e-005
9.822640840099373e-002	6.916849e-004	1.512766e-004
9.823547043369098e-002	8.323303e-004	1.895139e-004
9.824017368990951e-002	8.584757e-004	2.051141e-004
9.824364479284171e-002	8.702262e-004	2.138752e-004
9.824701359410212e-002	8.776144e-004	2.199374e-004
9.825076658015797e-002	8.817847e-004	2.238997e-004
9.825424819011912e-002	8.810369e-004	2.243012e-004
9.825990948982485e-002	8.678610e-004	2.172533e-004
9.826903571895788e-002	7.822370e-004	1.895114e-004
9.828025920719891e-002	5.054229e-004	1.341578e-004
9.829018316881984e-002	9.500689e-005	7.070518e-005
9.829802110157576e-002	-2.969137e-004	1.470215e-005
9.830688094864824e-002	-7.483116e-004	-4.927702e-005
9.831528829945206e-002	-1.146214e-003	-1.051336e-004
9.832680296477012e-002	-1.603631e-003	-1.686523e-004
9.833637489546317e-002	-1.892047e-003	-2.083384e-004
9.834083333441389e-002	-1.982580e-003	-2.206663e-004
9.834413891111134e-002	-2.023513e-003	-2.261268e-004
9.834761014692722e-002	-2.044517e-003	-2.287708e-004
9.835211032557238e-002	-2.043060e-003	-2.281891e-004
9.835643531109656e-002	-2.007750e-003	-2.229389e-004
9.836345124791282e-002	-1.877516e-003	-2.045196e-004
9.837447606546554e-002	-1.541659e-003	-1.581738e-004
9.838692919112455e-002	-1.026031e-003	-8.800289e-005
9.839618318770980e-002	-5.742518e-004	-2.698881e-005
9.840461174297266e-002	-1.409437e-004	3.114178e-005
9.841323189861138e-002	2.779191e-004	8.749594e-005
9.842355549822322e-002	6.462628e-004	1.460434e-004
9.843481730247229e-002	8.396149e-004	1.986575e-004
9.843969994227446e-002	8.714913e-004	2.166438e-004
9.844329090961858e-002	8.845296e-004	2.266039e-004
9.844658799553227e-002	8.926683e-004	2.333292e-004
9.844959480329679e-002	8.969764e-004	2.372740e-004
9.845284938901822e-002	8.978274e-004	2.387370e-004
9.845763732287521e-002	8.909491e-004	2.350960e-004
9.846539008495869e-002	8.503815e-004	2.154679e-004
9.847653758508139e-002	6.518714e-004	1.637200e-004
9.848849857196827e-002	2.115111e-004	8.693871e-005
9.849641886821070e-002	-1.737712e-004	2.786154e-005
9.850464146110800e-002	-5.943215e-004	-3.572147e-005
9.851293964974653e-002	-9.985644e-004	-9.627041e-005
9.852349771722932e-002	-1.437382e-003	-1.612446e-004
9.853585010250636e-002	-1.834179e-003	-2.193321e-004
9.854045009220291e-002	-1.934696e-003	-2.339118e-004
9.854385164670289e-002	-1.978857e-003	-2.402114e-004
9.854726301283345e-002	-2.001713e-003	-2.433212e-004
9.855150665408752e-002	-2.004151e-003	-2.433195e-004
9.855545295932627e-002	-1.977466e-003	-2.390466e-004
9.856186242117718e-002	-1.871582e-003	-2.230357e-004
9.857214447074159e-002	-1.582633e-003	-1.804603e-004
9.858433503654168e-002	-1.103152e-003	-1.108444e-004
9.859386088050857e-002	-6.498662e-004	-4.557455e-005
9.860231741106579e-002	-2.163157e-004	1.642087e-005
9.861108615856239e-002	2.233079e-004	7.884534e-005
9.862046441470750e-002	5.836701e-004	1.379563e-004
9.863287400084120e-002	8.353635e-004	2.035543e-004
9.863830404050154e-002	8.817695e-004	2.265351e-004
9.864225333737862e-002	8.983586e-004	2.392897e-004
9.864529908111307e-002	9.071509e-004	2.465776e-004
9.864907927382945e-002	9.136975e-004	2.524757e-004
9.865265770247605e-002	9.154008e-004	2.546423e-004
9.865732564666284e-002	9.093015e-004	2.512785e-004
9.866488796185981e-002	8.741709e-004	2.316368e-004
9.867603246687147e-002	6.935888e-004	1.777494e-004
9.868791805274506e-002	2.778617e-004	9.736107e-005
9.869585430627964e-002	-1.016329e-004	3.438488e-005
9.870392981497163e-002	-5.148281e-004	-3.249103e-005
9.871209214858288e-002	-9.157227e-004	-9.678002e-005
9.872237921101101e-002	-1.352576e-003	-1.660387e-004
9.873459605690024e-002	-1.760484e-003	-2.299803e-004
9.873953997161140e-002	-1.875541e-003	-2.478534e-004
9.874317160689876e-002	-1.927890e-003	-2.558625e-004
