time	I(R1)	I(R4)
4.677210114594589e-002	-1.868099e-003	-1.344572e-004
4.678413960891782e-002	-1.396911e-003	-8.459420e-005
4.679391532501937e-002	-9.331924e-004	-3.565785e-005
4.680241438900998e-002	-4.988083e-004	1.006803e-005
4.681125510104403e-002	-5.638787e-005	5.646037e-005
4.682046044929690e-002	3.374084e-004	9.894183e-005
4.683283502420579e-002	7.117706e-004	1.456086e-004
4.683827626103481e-002	7.912944e-004	1.614529e-004
4.684223277092865e-002	8.095914e-004	1.700481e-004
4.684527347180778e-002	8.178164e-004	1.749472e-004
4.684904757781910e-002	8.232017e-004	1.788660e-004
4.685264591303553e-002	8.236903e-004	1.801777e-004
4.685730647538910e-002	8.149703e-004	1.774124e-004
4.686485706168859e-002	7.461110e-004	1.630956e-004
4.687545594225046e-002	4.875996e-004	1.272589e-004
4.688745158319308e-002	7.523854e-006	7.157474e-005
4.689629020480086e-002	-4.237167e-004	2.367682e-005
4.690472594038073e-002	-8.551501e-004	-2.407704e-005
4.691329496025252e-002	-1.273060e-003	-7.009933e-005
4.692357315363659e-002	-1.699596e-003	-1.167850e-004
4.693604534600463e-002	-2.098843e-003	-1.602865e-004
4.694059251396794e-002	-2.197839e-003	-1.710973e-004
4.694395834010633e-002	-2.241152e-003	-1.758551e-004
4.694739184115582e-002	-2.263281e-003	-1.782932e-004
4.695202876259488e-002	-2.263413e-003	-1.783398e-004
4.695630260888058e-002	-2.230068e-003	-1.747597e-004
4.696323682996646e-002	-2.104345e-003	-1.613137e-004
4.697399742585362e-002	-1.782235e-003	-1.271518e-004
4.698634329895395e-002	-1.277215e-003	-7.389074e-005
4.699563469120174e-002	-8.268739e-004	-2.649984e-005
4.700406216377995e-002	-3.945289e-004	1.889332e-005
4.701271763450686e-002	3.241725e-005	6.352829e-005
4.702263954999272e-002	4.294948e-004	1.077146e-004
4.703509427175132e-002	7.484398e-004	1.524445e-004
4.703990056946165e-002	8.033821e-004	1.656155e-004
4.704344067209095e-002	8.160700e-004	1.726965e-004
4.704676793437598e-002	8.232570e-004	1.774901e-004
4.705033039524634e-002	8.269817e-004	1.805980e-004
4.705353798497449e-002	8.261866e-004	1.811198e-004
4.705875639215953e-002	8.131104e-004	1.766113e-004
4.706718906656814e-002	7.191978e-004	1.578115e-004
4.707799547168368e-002	4.227375e-004	1.178341e-004
4.708871983864781e-002	-2.873527e-005	6.552649e-005
4.709721046641316e-002	-4.491181e-004	1.838744e-005
4.710563772743490e-002	-8.798707e-004	-2.970871e-005
4.711417567247569e-002	-1.291599e-003	-7.541743e-005
4.712486091838878e-002	-1.729736e-003	-1.237542e-004
4.713556394575435e-002	-2.068300e-003	-1.609554e-004
4.714024169951732e-002	-2.170034e-003	-1.721309e-004
4.714369566395327e-002	-2.216347e-003	-1.772161e-004
4.714707488978278e-002	-2.240386e-003	-1.798389e-004
4.715127438676748e-002	-2.244839e-003	-1.802973e-004
4.715507489369542e-002	-2.221663e-003	-1.777353e-004
4.716125005203897e-002	-2.125355e-003	-1.672437e-004
4.717117242385661e-002	-1.857559e-003	-1.384121e-004
4.718316571761116e-002	-1.397179e-003	-8.925085e-005
4.719337014474399e-002	-9.175962e-004	-3.826047e-005
4.720193861504150e-002	-4.804662e-004	8.055904e-006
4.721088165176093e-002	-3.110854e-005	5.545226e-005
4.721989981383404e-002	3.540451e-004	9.774857e-005
4.723228920895564e-002	7.199517e-004	1.457429e-004
4.723788818052220e-002	7.981050e-004	1.627763e-004
4.724194580649003e-002	8.161057e-004	1.721638e-004
4.724497560258324e-002	8.243995e-004	1.774671e-004
4.724862591999058e-002	8.300142e-004	1.817141e-004
4.725248901180643e-002	8.312599e-004	1.835706e-004
4.725705131082497e-002	8.244911e-004	1.813479e-004
4.726444563308047e-002	7.690121e-004	1.677721e-004
4.727507059368837e-002	5.368759e-004	1.317650e-004
4.728686324428590e-002	8.153649e-005	7.609355e-005
4.729546374426820e-002	-3.354705e-004	2.835904e-005
4.730388252784605e-002	-7.659809e-004	-2.067633e-005
4.731243095825351e-002	-1.186325e-003	-6.825532e-005
4.732245706256848e-002	-1.611385e-003	-1.160031e-004
4.733482670163473e-002	-2.022592e-003	-1.618851e-004
4.733970674407045e-002	-2.135519e-003	-1.744669e-004
4.734329598444449e-002	-2.186625e-003	-1.801544e-004
4.734659408867797e-002	-2.214168e-003	-1.831901e-004
4.734960769604969e-002	-2.223203e-003	-1.841499e-004
4.735285418165122e-002	-2.213860e-003	-1.830494e-004
4.735764511473113e-002	-2.163736e-003	-1.774003e-004
4.736540263219431e-002	-2.002574e-003	-1.595492e-004
4.737679735235217e-002	-1.628069e-003	-1.186309e-004
4.738967242628198e-002	-1.069345e-003	-5.807968e-005
4.739888852543307e-002	-6.107003e-004	-8.542065e-006
4.740731781057300e-002	-1.796495e-004	3.786496e-005
4.741585863564192e-002	2.233391e-004	8.122902e-005
4.742707961488766e-002	6.221399e-004	1.294353e-004
4.743622810471042e-002	7.885275e-004	1.609557e-004
4.744072600015675e-002	8.176919e-004	1.729497e-004
4.744405840500998e-002	8.281416e-004	1.796548e-004
4.744751277512322e-002	8.345333e-004	1.844286e-004
4.745207395480906e-002	8.373908e-004	1.875155e-004
4.745637613725310e-002	8.328495e-004	1.862685e-004
4.746335564437769e-002	7.931537e-004	1.745886e-004
4.747386066234052e-002	5.976203e-004	1.402117e-004
4.748530644991773e-002	1.813899e-004	8.654071e-005
4.749386993822305e-002	-2.269421e-004	3.845099e-005
4.750228630020131e-002	-6.564298e-004	-1.180613e-005
4.751089153857611e-002	-1.085649e-003	-6.172482e-005
4.752025985839257e-002	-1.498140e-003	-1.093382e-004
4.753247698494660e-002	-1.932429e-003	-1.591133e-004
4.753802149360920e-002	-2.075254e-003	-1.754464e-004
4.754204431014351e-002	-2.143147e-003	-1.831952e-004
4.754504987901556e-002	-2.174688e-003	-1.867623e-004
4.754871641206278e-002	-2.191641e-003	-1.886277e-004
4.755252269558993e-002	-2.185779e-003	-1.878683e-004
4.755710609320513e-002	-2.142577e-003	-1.828393e-004
4.756453398860935e-002	-1.995749e-003	-1.660998e-004
4.757571760847188e-002	-1.640414e-003	-1.261838e-004
4.758839748641053e-002	-1.101533e-003	-6.617988e-005
4.759763769078182e-002	-6.455054e-004	-1.560599e-005
4.760606725486154e-002	-2.131353e-004	3.216315e-005
4.761464857856267e-002	1.999053e-004	7.761930e-005
4.762541882137514e-002	5.940135e-004	1.263719e-004
4.763568380653218e-002	7.904966e-004	1.639956e-004
4.764032893726174e-002	8.238712e-004	1.772727e-004
4.764376094252709e-002	8.351007e-004	1.846765e-004
4.764715358688733e-002	8.419240e-004	1.898437e-004
4.765137155611685e-002	8.455620e-004	1.933912e-004
4.765523306359883e-002	8.432293e-004	1.931561e-004
4.766150630302363e-002	8.208360e-004	1.844385e-004
4.767157950440572e-002	6.786074e-004	1.541128e-004
4.768263322447190e-002	3.254897e-004	1.038734e-004
4.769137886260010e-002	-7.185090e-005	5.454771e-005
4.769966258910229e-002	-4.908658e-004	3.632156e-006
4.770836383262288e-002	-9.319953e-004	-4.962880e-005
4.771690680522493e-002	-1.327673e-003	-9.703042e-005
4.772872781330435e-002	-1.781507e-003	-1.509546e-004
4.773696594638843e-002	-2.018045e-003	-1.789245e-004
4.774126656687525e-002	-2.100431e-003	-1.886205e-004
4.774446425988636e-002	-2.137935e-003	-1.929844e-004
4.774800432568505e-002	-2.157623e-003	-1.952009e-004
4.775225742351914e-002	-2.154482e-003	-1.946716e-004
4.775667461588615e-002	-2.116514e-003	-1.900256e-004
4.776383773506979e-002	-1.980703e-003	-1.738834e-004
4.777487323738976e-002	-1.639843e-003	-1.340717e-004
4.778739656036278e-002	-1.116932e-003	-7.361779e-005
4.779665258916231e-002	-6.635687e-004	-2.147211e-005
4.780508162744707e-002	-2.306390e-004	2.809178e-005
4.781369327110758e-002	1.892865e-004	7.590272e-005
4.782411839304379e-002	5.774068e-004	1.257549e-004
4.783520889106893e-002	7.957839e-004	1.690275e-004
4.783998371354367e-002	8.322060e-004	1.836349e-004
4.784350278153574e-002	8.440961e-004	1.917591e-004
4.784684263367964e-002	8.513622e-004	1.973548e-004
4.785046304045623e-002	8.554385e-004	2.010860e-004
4.785375396709456e-002	8.550853e-004	2.018206e-004
4.785910719034692e-002	8.438780e-004	1.967584e-004
4.786775165618173e-002	7.642742e-004	1.749786e-004
4.787877235404615e-002	4.932192e-004	1.283769e-004
4.788923846762572e-002	6.435720e-005	6.992202e-005
4.789725041988700e-002	-3.333159e-004	1.920614e-005
4.790564151897379e-002	-7.620656e-004	-3.512705e-005
4.791410227711994e-002	-1.169452e-003	-8.634984e-005
4.792494265684021e-002	-1.613097e-003	-1.416415e-004
4.793561920096750e-002	-1.949742e-003	-1.832945e-004
4.794028190660090e-002	-2.050519e-003	-1.956954e-004
4.794372574679805e-002	-2.096268e-003	-2.012691e-004
4.794711115061359e-002	-2.119939e-003	-2.040737e-004
4.795131915994384e-002	-2.123830e-003	-2.043691e-004
4.795514777534397e-002	-2.099832e-003	-2.012238e-004
4.796136813744899e-002	-2.001447e-003	-1.888629e-004
4.797136007077298e-002	-1.729060e-003	-1.553344e-004
4.798343973752182e-002	-1.262523e-003	-9.861360e-005
4.799343978111789e-002	-7.909766e-004	-4.167677e-005
4.800197358696798e-002	-3.547661e-004	1.070079e-005
4.801086099730375e-002	9.217511e-005	6.400958e-005
4.801999772119089e-002	4.643048e-004	1.126475e-004
4.803238378772187e-002	7.735906e-004	1.678132e-004
4.803795530141539e-002	8.352576e-004	1.876667e-004
4.804199539165004e-002	8.518208e-004	1.987520e-004
4.804501298840877e-002	8.601630e-004	2.050189e-004
4.804867146151799e-002	8.662150e-004	2.101042e-004
4.805250596453179e-002	8.680305e-004	2.124005e-004
4.805707888249195e-002	8.624651e-004	2.100579e-004
4.806449010355946e-002	8.234708e-004	1.945333e-004
4.807537918716662e-002	6.278144e-004	1.514410e-004
4.808709733809519e-002	1.990423e-004	8.633610e-005
4.809512225445301e-002	-1.883239e-004	3.387697e-005
4.810340504810487e-002	-6.119590e-004	-2.287765e-005
4.811179582663118e-002	-1.026107e-003	-7.788515e-005
4.812180720396427e-002	-1.455662e-003	-1.343376e-004
4.813405882749501e-002	-1.871836e-003	-1.884579e-004
4.813915262892433e-002	-1.993763e-003	-2.041926e-004
4.814288315074942e-002	-2.049945e-003	-2.113550e-004
4.814608272428163e-002	-2.079031e-003	-2.149624e-004
4.814911325111689e-002	-2.089931e-003	-2.161782e-004
4.815267033980906e-002	-2.081660e-003	-2.148366e-004
4.815734619647384e-002	-2.035201e-003	-2.084478e-004
4.816492108211322e-002	-1.881428e-003	-1.880938e-004
4.817630434666008e-002	-1.512864e-003	-1.403815e-004
4.818910211076040e-002	-9.623193e-004	-7.001219e-005
4.819831588309553e-002	-5.049901e-004	-1.194387e-005
4.820674523141841e-002	-7.283010e-005	4.260377e-005
4.821529560712536e-002	3.243833e-004	9.395742e-005
4.822640840099341e-002	6.916849e-004	1.512766e-004
4.823547043369096e-002	8.323303e-004	1.895139e-004
4.824017368990947e-002	8.584757e-004	2.051141e-004
4.824364479284168e-002	8.702262e-004	2.138752e-004
4.824701359410209e-002	8.776144e-004	2.199374e-004
4.825076658015791e-002	8.817847e-004	2.238997e-004
4.825424819011903e-002	8.810369e-004	2.243012e-004
4.825990948982471e-002	8.678610e-004	2.172533e-004
4.826903571895766e-002	7.822370e-004	1.895114e-004
4.828025920719868e-002	5.054229e-004	1.341578e-004
4.829018316881971e-002	9.500689e-005	7.070518e-005
4.829802110157563e-002	-2.969137e-004	1.470215e-005
4.830688094864816e-002	-7.483116e-004	-4.927702e-005
4.831528829945198e-002	-1.146214e-003	-1.051336e-004
4.832680296477002e-002	-1.603631e-003	-1.686523e-004
4.833637489546314e-002	-1.892047e-003	-2.083384e-004
4.834083333441387e-002	-1.982580e-003	-2.206663e-004
4.834413891111131e-002	-2.023513e-003	-2.261268e-004
4.834761014692717e-002	-2.044517e-003	-2.287708e-004
4.835211032557236e-002	-2.043060e-003	-2.281891e-004
4.835643531109653e-002	-2.007750e-003	-2.229389e-004
4.836345124791276e-002	-1.877516e-003	-2.045196e-004
4.837447606546547e-002	-1.541659e-003	-1.581738e-004
4.838692919112446e-002	-1.026031e-003	-8.800289e-005
4.839618318770972e-002	-5.742518e-004	-2.698881e-005
4.840461174297257e-002	-1.409437e-004	3.114178e-005
4.841323189861130e-002	2.779191e-004	8.749594e-005
4.842355549822312e-002	6.462628e-004	1.460434e-004
4.843481730247227e-002	8.396149e-004	1.986575e-004
4.843969994227444e-002	8.714913e-004	2.166438e-004
4.844329090961858e-002	8.845296e-004	2.266039e-004
4.844658799553228e-002	8.926683e-004	2.333292e-004
4.844959480329682e-002	8.969764e-004	2.372740e-004
4.845284938901823e-002	8.978274e-004	2.387370e-004
4.845763732287524e-002	8.909491e-004	2.350960e-004
4.846539008495874e-002	8.503815e-004	2.154679e-004
4.847653758508144e-002	6.518714e-004	1.637200e-004
4.848849857196833e-002	2.115111e-004	8.693871e-005
4.849641886821076e-002	-1.737712e-004	2.786154e-005
4.850464146110806e-002	-5.943215e-004	-3.572147e-005
4.851293964974659e-002	-9.985644e-004	-9.627041e-005
4.852349771722940e-002	-1.437382e-003	-1.612446e-004
4.853585010250645e-002	-1.834179e-003	-2.193321e-004
4.854045009220297e-002	-1.934696e-003	-2.339118e-004
4.854385164670293e-002	-1.978857e-003	-2.402114e-004
4.854726301283352e-002	-2.001713e-003	-2.433212e-004
4.855150665408760e-002	-2.004151e-003	-2.433195e-004
4.855545295932641e-002	-1.977466e-003	-2.390466e-004
4.856186242117740e-002	-1.871582e-003	-2.230357e-004
4.857214447074194e-002	-1.582633e-003	-1.804603e-004
4.858433503654206e-002	-1.103152e-003	-1.108444e-004
4.859386088050878e-002	-6.498662e-004	-4.557455e-005
4.860231741106597e-002	-2.163157e-004	1.642087e-005
4.861108615856252e-002	2.233079e-004	7.884534e-005
4.862046441470772e-002	5.836701e-004	1.379563e-004
4.863287400084142e-002	8.353635e-004	2.035543e-004
4.863830404050170e-002	8.817695e-004	2.265351e-004
4.864225333737874e-002	8.983586e-004	2.392897e-004
4.864529908111322e-002	9.071509e-004	2.465776e-004
4.864907927382964e-002	9.136975e-004	2.524757e-004
4.865265770247613e-002	9.154008e-004	2.546423e-004
4.865732564666296e-002	9.093015e-004	2.512785e-004
4.866488796186000e-002	8.741709e-004	2.316368e-004
4.867603246687169e-002	6.935888e-004	1.777494e-004
4.868791805274532e-002	2.778617e-004	9.736107e-005
4.869585430627990e-002	-1.016329e-004	3.438488e-005
4.870392981497192e-002	-5.148281e-004	-3.249103e-005
4.871209214858319e-002	-9.157227e-004	-9.678002e-005
4.872237921101143e-002	-1.352576e-003	-1.660387e-004
4.873459605690070e-002	-1.760484e-003	-2.299803e-004
4.873953997161175e-002	-1.875541e-003	-2.478534e-004
4.874317160689901e-002	-1.927890e-003	-2.558625e-004
4.874644126159716e-002	-1.955301e-003	-2.599115e-004
4.874975020668850e-002	-1.965040e-003	-2.611357e-004
4.875290715484406e-002	-1.955512e-003	-2.593188e-004
4.875773123575296e-002	-1.903809e-003	-2.507203e-004
4.876554129393485e-002	-1.739253e-003	-2.243906e-004
4.877710858435372e-002	-1.355083e-003	-1.643332e-004
4.879005443430625e-002	-7.892863e-004	-7.705434e-005
4.879924599685437e-002	-3.300537e-004	-6.709131e-006
4.880767477704239e-002	1.012590e-004	5.894203e-005
4.881619212619741e-002	4.699276e-004	1.201378e-004
4.882766776864553e-002	7.882978e-004	1.917558e-004
4.883473393702203e-002	8.797725e-004	2.282776e-004
4.883963963459166e-002	9.069067e-004	2.483186e-004
4.884324592179967e-002	9.208873e-004	2.596578e-004
4.884653359504098e-002	9.295256e-004	2.670914e-004
4.884991421273675e-002	9.346187e-004	2.718542e-004
4.885296811439870e-002	9.353128e-004	2.730907e-004
4.885783033432292e-002	9.275702e-004	2.682770e-004
4.886570080697438e-002	8.879515e-004	2.447289e-004
4.887704742878514e-002	6.968064e-004	1.835207e-004
4.888915266276350e-002	2.638416e-004	9.368459e-005
4.889711939720249e-002	-1.209928e-004	2.521374e-005
4.890521868679865e-002	-5.350012e-004	-4.663336e-005
4.891337866895477e-002	-9.299555e-004	-1.144921e-004
4.892420722157648e-002	-1.373645e-003	-1.897806e-004
4.893657582890402e-002	-1.761315e-003	-2.547536e-004
4.894098042808201e-002	-1.853691e-003	-2.700637e-004
4.894424930370640e-002	-1.893311e-003	-2.764905e-004
4.894774377453106e-002	-1.913734e-003	-2.795937e-004
4.895216021603214e-002	-1.911503e-003	-2.787283e-004
4.895651647815007e-002	-1.875124e-003	-2.721004e-004
4.896358236192314e-002	-1.742609e-003	-2.491711e-004
4.897465930693600e-002	-1.402772e-003	-1.918506e-004
4.898714947954518e-002	-8.832061e-004	-1.054703e-004
4.899639694112334e-002	-4.306425e-004	-3.082974e-005
4.900482573745086e-002	2.883189e-006	4.017083e-005
4.901343721895389e-002	4.048284e-004	1.089594e-004
4.902385991966991e-002	7.383114e-004	1.818691e-004
4.903431724350425e-002	8.939948e-004	2.426233e-004
4.903933875114318e-002	9.256506e-004	2.655809e-004
4.904302168277192e-002	9.408604e-004	2.781987e-004
4.904625494136869e-002	9.500535e-004	2.862281e-004
4.904941922162868e-002	9.553433e-004	2.911697e-004
4.905278411519501e-002	9.565258e-004	2.928383e-004
4.905753119677967e-002	9.494068e-004	2.882225e-004
4.906521916173473e-002	9.130188e-004	2.643920e-004
4.907655229394471e-002	7.369830e-004	2.003410e-004
4.908861009581478e-002	3.299316e-004	1.056053e-004
4.909663345604632e-002	-4.950542e-005	3.189244e-005
4.910457718867453e-002	-4.558785e-004	-4.394177e-005
4.911259200537711e-002	-8.469543e-004	-1.162220e-004
4.912317065461590e-002	-1.289543e-003	-1.970448e-004
4.913540557938535e-002	-1.687719e-003	-2.689021e-004
4.914012654887972e-002	-1.793071e-003	-2.877233e-004
4.914360954141853e-002	-1.839994e-003	-2.959569e-004
4.914697113567868e-002	-1.864724e-003	-3.001048e-004
4.915069120053510e-002	-1.870852e-003	-3.007892e-004
4.915412546051021e-002	-1.853912e-003	-2.972980e-004
4.915971031308034e-002	-1.777979e-003	-2.829202e-004
4.916871729223890e-002	-1.556584e-003	-2.423312e-004
4.918064513418333e-002	-1.123136e-003	-1.643804e-004
4.919196097951751e-002	-6.052475e-004	-7.228302e-005
4.920075128473603e-002	-1.594333e-004	6.376117e-006
4.920994864342385e-002	3.051115e-004	8.804966e-005
4.921859550319339e-002	6.360908e-004	1.571971e-004
4.923112994676182e-002	8.821412e-004	2.425984e-004
4.923706984440000e-002	9.348076e-004	2.753740e-004
4.924134289403462e-002	9.565937e-004	2.933865e-004
4.924452164555788e-002	9.680446e-004	3.033427e-004
4.924807396069118e-002	9.759606e-004	3.105945e-004
4.925228338856037e-002	9.792804e-004	3.141828e-004
4.925671685376131e-002	9.742298e-004	3.109304e-004
4.926390592679574e-002	9.440632e-004	2.894616e-004
4.927507230846799e-002	7.971146e-004	2.261499e-004
4.928691394872729e-002	4.455147e-004	1.300923e-004
4.929501453800079e-002	8.078469e-005	5.134172e-005
4.930270479167556e-002	-3.125884e-004	-2.774322e-005
4.931048580243529e-002	-6.998466e-004	-1.049259e-004
4.932025766439790e-002	-1.130459e-003	-1.898166e-004
4.933217646719322e-002	-1.555990e-003	-2.728069e-004
4.933780823906405e-002	-1.701921e-003	-3.010334e-004
4.934188677619460e-002	-1.771609e-003	-3.143495e-004
4.934493110533188e-002	-1.804047e-003	-3.203912e-004
4.934857173210426e-002	-1.821248e-003	-3.233368e-004
4.935246883818796e-002	-1.815532e-003	-3.217378e-004
4.935701850016693e-002	-1.773009e-003	-3.128864e-004
4.936439270831155e-002	-1.627482e-003	-2.839154e-004
4.937567256058376e-002	-1.269199e-003	-2.143009e-004
4.938835611810742e-002	-7.298929e-004	-1.109572e-004
4.939758071334842e-002	-2.739817e-004	-2.425255e-005
4.940601012353703e-002	1.591737e-004	5.757486e-005
4.941458235423403e-002	5.326595e-004	1.357499e-004
4.942545150781704e-002	8.265858e-004	2.228605e-004
4.943404487175987e-002	9.368153e-004	2.802221e-004
4.943914258783349e-002	9.699367e-004	3.069466e-004
4.944287568104090e-002	9.869995e-004	3.216856e-004
4.944607343675202e-002	9.971589e-004	3.307892e-004
4.944909674941314e-002	1.002831e-003	3.361383e-004
4.945266420233322e-002	1.004364e-003	3.380873e-004
4.945733621623889e-002	9.971231e-004	3.328678e-004
4.946490499714663e-002	9.610694e-004	3.061535e-004
4.947629647041535e-002	7.996795e-004	2.329728e-004
4.948840326389233e-002	4.248141e-004	1.241787e-004
4.949653988169278e-002	5.213643e-005	3.803325e-005
4.950429769956465e-002	-3.448408e-004	-4.768782e-005
4.951212527598101e-002	-7.282595e-004	-1.297074e-004
4.952259791705935e-002	-1.171290e-003	-2.233677e-004
4.953472389478805e-002	-1.574063e-003	-3.075478e-004
4.953963237240114e-002	-1.687306e-003	-3.309915e-004
4.954324050535889e-002	-1.738700e-003	-3.414604e-004
4.954652686581579e-002	-1.765640e-003	-3.467466e-004
4.954990226046697e-002	-1.774993e-003	-3.482760e-004
4.955296367193025e-002	-1.765198e-003	-3.457977e-004
4.955782311267719e-002	-1.712133e-003	-3.340239e-004
4.956568918431092e-002	-1.544824e-003	-2.983141e-004
4.957730486400286e-002	-1.156554e-003	-2.173706e-004
4.959028679069032e-002	-5.868810e-004	-1.002091e-004
4.959947236753368e-002	-1.271319e-004	-6.332025e-006
4.960790095616284e-002	3.024628e-004	8.115758e-005
4.961640990407770e-002	6.425119e-004	1.626413e-004
4.962804995543598e-002	8.955527e-004	2.597876e-004
4.963493682620298e-002	9.674755e-004	3.072387e-004
4.963978647163711e-002	9.981592e-004	3.332006e-004
4.964335548248468e-002	1.014336e-003	3.475488e-004
4.964666554788372e-002	1.024526e-003	3.569027e-004
4.964975889660589e-002	1.029960e-003	3.621245e-004
4.965291038488767e-002	1.030697e-003	3.633021e-004
4.965773648682494e-002	1.021745e-003	3.564731e-004
4.966554974744617e-002	9.811750e-004	3.253131e-004
4.967707662803198e-002	8.121741e-004	2.435573e-004
4.968936151827613e-002	4.270932e-004	1.231642e-004
4.969754334464312e-002	5.053436e-005	2.957589e-005
4.970531964394827e-002	-3.469887e-004	-6.254094e-005
4.971315367425310e-002	-7.262821e-004	-1.496340e-004
4.972402073675586e-002	-1.173311e-003	-2.511137e-004
4.973626262259498e-002	-1.560453e-003	-3.380677e-004
4.974075123035014e-002	-1.656006e-003	-3.593511e-004
4.974407732530597e-002	-1.697474e-003	-3.684471e-004
4.974753565311021e-002	-1.718586e-003	-3.728616e-004
4.975208250159167e-002	-1.717293e-003	-3.720461e-004
4.975639004269605e-002	-1.682312e-003	-3.636579e-004
4.976337811178643e-002	-1.552928e-003	-3.339671e-004
4.977437008191864e-002	-1.218765e-003	-2.589894e-004
4.978680150647015e-002	-7.046687e-004	-1.451177e-004
4.979605970500387e-002	-2.527809e-004	-4.573220e-005
4.980448809520232e-002	1.808227e-004	4.904623e-005
4.981311353473780e-002	5.623398e-004	1.416770e-004
4.982337911426881e-002	8.441503e-004	2.394382e-004
4.983351160460666e-002	9.793882e-004	3.201825e-004
4.983875971475274e-002	1.018316e-003	3.529099e-004
4.984259116215988e-002	1.038177e-003	3.706163e-004
4.984571956075267e-002	1.049462e-003	3.809479e-004
4.984897118677198e-002	1.056377e-003	3.875286e-004
4.985261749664562e-002	1.058192e-003	3.897027e-004
4.985726026544357e-002	1.050285e-003	3.835506e-004
4.986478257393358e-002	1.012203e-003	3.530179e-004
4.987621507266653e-002	8.608166e-004	2.690928e-004
4.988839832632270e-002	5.132106e-004	1.437052e-004
4.989663266065098e-002	1.471295e-004	4.344660e-005
4.990427897789892e-002	-2.441736e-004	-5.393998e-005
4.991199126133763e-002	-6.222593e-004	-1.472145e-004
4.992243524363604e-002	-1.065427e-003	-2.553448e-004
4.993450551824374e-002	-1.468785e-003	-3.527477e-004
4.993947458358476e-002	-1.584581e-003	-3.804939e-004
4.994312287054532e-002	-1.637448e-003	-3.930008e-004
4.994638070050103e-002	-1.665041e-003	-3.993367e-004
4.994964262920283e-002	-1.674896e-003	-4.013199e-004
4.995286716717984e-002	-1.665436e-003	-3.985994e-004
4.995766622638084e-002	-1.614479e-003	-3.856628e-004
4.996543662687762e-002	-1.451540e-003	-3.457284e-004
4.997696294483766e-002	-1.070043e-003	-2.542346e-004
4.998988117846549e-002	-5.065933e-004	-1.207924e-004
4.999907797145187e-002	-4.733076e-005	-1.273654e-005
5.000750691889540e-002	3.771867e-004	8.832826e-005
5.001603104502832e-002	7.043217e-004	1.831520e-004
5.002772569956045e-002	9.427994e-004	2.969439e-004
5.003471589678534e-002	1.016073e-003	3.529780e-004
5.003962658891138e-002	1.050571e-003	3.833393e-004
5.004323619193998e-002	1.068830e-003	3.999520e-004
5.004652150689648e-002	1.080017e-003	4.103893e-004
5.004989274204903e-002	1.086422e-003	4.165944e-004
5.005296013407967e-002	1.086977e-003	4.175452e-004
5.005781736154603e-002	1.076523e-003	4.090187e-004
5.006567992814434e-002	1.031910e-003	3.723445e-004
5.007729775431280e-002	8.673359e-004	2.772984e-004
5.008970708594842e-002	5.008065e-004	1.374761e-004
5.009798528692259e-002	1.282293e-004	2.865972e-005
5.010568346915292e-002	-2.651033e-004	-7.600462e-005
5.011343409416903e-002	-6.388868e-004	-1.746052e-004
5.012443174127234e-002	-1.087482e-003	-2.916612e-004
5.013667774873461e-002	-1.469257e-003	-3.903210e-004
5.014105511307990e-002	-1.560263e-003	-4.136802e-004
5.014430538262181e-002	-1.599206e-003	-4.235512e-004
5.014781170406430e-002	-1.619312e-003	-4.284369e-004
5.015218556816225e-002	-1.616679e-003	-4.272809e-004
5.015655772239309e-002	-1.579731e-003	-4.172359e-004
5.016364897611333e-002	-1.446178e-003	-3.822205e-004
5.017468544632785e-002	-1.106808e-003	-2.950163e-004
5.018717640424101e-002	-5.865139e-004	-1.628804e-004
5.019643052544894e-002	-1.333430e-004	-4.851225e-005
5.020485936265661e-002	2.982299e-004	6.033410e-005
5.021347439854389e-002	6.596439e-004	1.663877e-004
5.022392780528421e-002	9.122752e-004	2.806852e-004
5.023345306328218e-002	1.030278e-003	3.677173e-004
5.023871778056914e-002	1.072781e-003	4.051343e-004
5.024256003684124e-002	1.094824e-003	4.252627e-004
5.024568083401661e-002	1.107210e-003	4.368091e-004
5.024896255459183e-002	1.114790e-003	4.440966e-004
5.025261428536765e-002	1.116588e-003	4.462240e-004
5.025725504326976e-002	1.107577e-003	4.387798e-004
5.026477415549144e-002	1.065914e-003	4.035340e-004
5.027625299706896e-002	9.207155e-004	3.072346e-004
5.028852543388841e-002	5.961835e-004	1.630555e-004
5.029686116443950e-002	2.356469e-004	4.705548e-005
5.030444960581230e-002	-1.525480e-004	-6.344395e-005
5.031210061094841e-002	-5.271162e-004	-1.691429e-004
5.032259021326490e-002	-9.709330e-004	-2.930730e-004
5.033465369468216e-002	-1.372182e-003	-4.040481e-004
5.033958162118293e-002	-1.486170e-003	-4.353690e-004
5.034320265871194e-002	-1.538033e-003	-4.494697e-004
5.034647984408806e-002	-1.565184e-003	-4.566595e-004
5.034981873984436e-002	-1.574703e-003	-4.588960e-004
5.035293262834352e-002	-1.565006e-003	-4.558044e-004
5.035777264743118e-002	-1.512622e-003	-4.407167e-004
5.036560795753999e-002	-1.346817e-003	-3.944200e-004
5.037715832189712e-002	-9.622048e-004	-2.891543e-004
5.039010909148103e-002	-3.952809e-004	-1.357924e-004
5.039930370064932e-002	6.446383e-005	-1.215785e-005
5.040773311756952e-002	4.753195e-004	1.034874e-004
5.041625148473501e-002	7.739034e-004	2.117852e-004
