time	V(salida)	V(vi)
Step Information: C=100n  (Run: 1/5)
8.902537448564094e-003	-2.112635e-001	-2.863256e-001
8.922068698564094e-003	-1.580382e-001	-2.342773e-001
8.941599948564093e-003	-1.023094e-001	-1.787051e-001
8.961131198564093e-003	-4.492358e-002	-1.204451e-001
8.980662448564093e-003	1.324207e-002	-6.037347e-002
9.000193698564092e-003	7.129505e-002	6.062339e-004
9.019724948564092e-003	1.283426e-001	6.157682e-002
9.039256198564091e-003	1.835064e-001	1.216212e-001
9.058787448564091e-003	2.359367e-001	1.798363e-001
9.078318698564090e-003	2.848260e-001	2.353466e-001
9.097849948564090e-003	3.294216e-001	2.873169e-001
9.117381198564090e-003	3.690372e-001	3.349658e-001
9.136912448564089e-003	4.030635e-001	3.775765e-001
9.156443698564089e-003	4.309775e-001	4.145080e-001
9.175974948564088e-003	4.523505e-001	4.452050e-001
9.195506198564088e-003	4.668548e-001	4.692057e-001
9.215037448564088e-003	4.742680e-001	4.861491e-001
9.234568698564087e-003	4.746572e-001	4.959682e-001
9.252144487310925e-003	4.689405e-001	4.985382e-001
9.268491867655940e-003	4.580544e-001	4.950668e-001
9.288023117655940e-003	4.385743e-001	4.839720e-001
9.307554367655940e-003	4.127293e-001	4.659031e-001
9.327085617655939e-003	3.806295e-001	4.408266e-001
9.346616867655939e-003	3.427690e-001	4.091197e-001
9.366148117655938e-003	2.997302e-001	3.712592e-001
9.385679367655938e-003	2.521755e-001	3.278146e-001
9.405210617655938e-003	2.008360e-001	2.794394e-001
9.424741867655937e-003	1.465016e-001	2.268612e-001
9.444273117655937e-003	9.000750e-002	1.708708e-001
9.463804367655936e-003	3.222160e-002	1.123103e-001
9.483335617655936e-003	-2.596933e-002	5.206060e-002
9.502866867655935e-003	-8.367414e-002	-8.972179e-003
9.522398117655935e-003	-1.400119e-001	-6.987000e-002
9.541929367655935e-003	-1.941267e-001	-1.297169e-001
9.561460617655934e-003	-2.452025e-001	-1.876128e-001
9.580991867655934e-003	-2.924775e-001	-2.426867e-001
9.600523117655933e-003	-3.352576e-001	-2.941105e-001
9.620054367655933e-003	-3.729279e-001	-3.411105e-001
9.639585617655933e-003	-4.049628e-001	-3.829800e-001
9.659116867655932e-003	-4.309315e-001	-4.190890e-001
9.678648117655932e-003	-4.504999e-001	-4.488946e-001
9.698179367655931e-003	-4.634283e-001	-4.719484e-001
9.717710617655931e-003	-4.695658e-001	-4.879036e-001
9.737241867655930e-003	-4.688441e-001	-4.965203e-001
9.756773117655930e-003	-4.612969e-001	-4.976954e-001
9.776027508546734e-003	-4.472139e-001	-4.915003e-001
9.795558758546734e-003	-4.263582e-001	-4.778505e-001
9.815090008546733e-003	-3.991881e-001	-4.570399e-001
9.834621258546733e-003	-3.660296e-001	-4.293549e-001
9.854152508546732e-003	-3.273283e-001	-3.952121e-001
9.873683758546732e-003	-2.836244e-001	-3.551248e-001
9.893215008546731e-003	-2.355465e-001	-3.096962e-001
9.912746258546731e-003	-1.838020e-001	-2.596095e-001
9.932277508546731e-003	-1.291651e-001	-2.056179e-001
9.951808758546730e-003	-7.246235e-002	-1.485337e-001
9.971340008546730e-003	-1.455823e-002	-8.921546e-002
9.990871258546729e-003	4.366016e-002	-2.855529e-002
1.001040250854673e-002	1.012983e-001	3.253438e-002
1.002993375854673e-002	1.574692e-001	9.313470e-002
1.004946500854673e-002	2.113078e-001	1.523342e-001
1.006899625854673e-002	2.619848e-001	2.092424e-001
1.008852750854673e-002	3.087198e-001	2.630035e-001
1.010805875854673e-002	3.507933e-001	3.128087e-001
1.012759000854673e-002	3.875580e-001	3.579090e-001
1.014712125854673e-002	4.184488e-001	3.976260e-001
1.016665250854673e-002	4.429911e-001	4.313623e-001
1.018618375854673e-002	4.608081e-001	4.586106e-001
1.020571500854673e-002	4.716268e-001	4.789609e-001
1.022524625854672e-002	4.752816e-001	4.921072e-001
1.024477750854672e-002	4.718314e-001	4.979720e-001
1.026305830786214e-002	4.620009e-001	4.965644e-001
1.028258955786214e-002	4.446022e-001	4.877135e-001
1.030212080786214e-002	4.205721e-001	4.716470e-001
1.032165205786213e-002	3.901667e-001	4.484866e-001
1.034118330786213e-002	3.538538e-001	4.185805e-001
1.036071455786213e-002	3.121923e-001	3.823785e-001
1.038024580786213e-002	2.658231e-001	3.404253e-001
1.039977705786213e-002	2.154594e-001	2.933517e-001
1.041930830786213e-002	1.618760e-001	2.418659e-001
1.043883955786213e-002	1.058966e-001	1.867421e-001
1.045837080786213e-002	4.838146e-002	1.288096e-001
1.047790205786213e-002	-9.786461e-003	6.893968e-002
1.049743330786213e-002	-6.771577e-002	8.032832e-003
1.051696455786213e-002	-1.245212e-001	-5.299484e-002
1.053649580786213e-002	-1.793384e-001	-1.132254e-001
1.055602705786213e-002	-2.313389e-001	-1.717530e-001
1.057555830786213e-002	-2.797442e-001	-2.276972e-001
1.059508955786213e-002	-3.238401e-001	-2.802167e-001
1.061462080786213e-002	-3.629888e-001	-3.285214e-001
1.063415205786213e-002	-3.966390e-001	-3.718849e-001
1.065368330786213e-002	-4.243330e-001	-4.096549e-001
1.067321455786213e-002	-4.457101e-001	-4.412633e-001
1.069274580786213e-002	-4.605046e-001	-4.662347e-001
1.071227705786213e-002	-4.685417e-001	-4.841934e-001
1.073180830786213e-002	-4.700536e-001	-4.952234e-001
1.074764996695250e-002	-4.661893e-001	-4.986587e-001
1.076412648260962e-002	-4.569178e-001	-4.964526e-001
1.078365773260962e-002	-4.398151e-001	-4.870227e-001
1.080318898260962e-002	-4.164723e-001	-4.705610e-001
1.082272023260962e-002	-3.869161e-001	-4.470217e-001
1.084225148260962e-002	-3.515339e-001	-4.167588e-001
1.086178273260962e-002	-3.108091e-001	-3.802274e-001
1.088131398260962e-002	-2.653171e-001	-3.379771e-001
1.090084523260962e-002	-2.157188e-001	-2.906432e-001
1.092037648260962e-002	-1.627491e-001	-2.389379e-001
1.093990773260962e-002	-1.072045e-001	-1.836386e-001
1.095943898260962e-002	-4.992802e-002	-1.255773e-001
1.097897023260962e-002	8.205077e-003	-6.562717e-002
1.099850148260962e-002	6.630304e-002	-4.689959e-003
1.101803273260962e-002	1.234726e-001	5.631780e-002
1.103756398260962e-002	1.788335e-001	1.164785e-001
1.105709523260962e-002	2.315331e-001	1.748872e-001
1.107662648260962e-002	2.807597e-001	2.306655e-001
1.109615773260961e-002	3.257554e-001	2.829744e-001
1.111568898260961e-002	3.658275e-001	3.310270e-001
1.113522023260961e-002	4.003598e-001	3.741007e-001
1.115475148260961e-002	4.288216e-001	4.115476e-001
1.117428273260961e-002	4.507756e-001	4.428044e-001
1.119381398260961e-002	4.658851e-001	4.674010e-001
1.121334523260961e-002	4.739187e-001	4.849675e-001
1.123287648260961e-002	4.750318e-001	4.955293e-001
1.124938924792095e-002	4.704259e-001	4.987438e-001
1.126477299382804e-002	4.610245e-001	4.963740e-001
1.128430424382804e-002	4.427588e-001	4.865939e-001
1.130383549382804e-002	4.181527e-001	4.698935e-001
1.132336674382804e-002	3.872085e-001	4.461253e-001
1.134289799382804e-002	3.504024e-001	4.156471e-001
1.136242924382804e-002	3.083008e-001	3.789171e-001
1.138196049382804e-002	2.615513e-001	3.364879e-001
1.140149174382804e-002	2.108732e-001	2.889976e-001
1.142102299382804e-002	1.570457e-001	2.371604e-001
1.144055424382804e-002	1.008966e-001	1.817562e-001
1.146008549382803e-002	4.328862e-002	1.236182e-001
1.147961674382803e-002	-1.489407e-002	6.362084e-002
1.149914799382803e-002	-7.275997e-002	2.666579e-003
1.151867924382803e-002	-1.294250e-001	-5.832779e-002
1.153821049382803e-002	-1.840275e-001	-1.184449e-001
1.155774174382803e-002	-2.357427e-001	-1.767804e-001
1.157727299382803e-002	-2.837973e-001	-2.324570e-001
1.159680424382803e-002	-3.274833e-001	-2.846372e-001
1.161633549382803e-002	-3.661700e-001	-3.325363e-001
1.163586674382803e-002	-3.993142e-001	-3.754337e-001
1.165539799382803e-002	-4.264667e-001	-4.126841e-001
1.167492924382803e-002	-4.472751e-001	-4.437275e-001
1.169446049382803e-002	-4.614822e-001	-4.680968e-001
1.171399174382803e-002	-4.689205e-001	-4.854254e-001
1.173352299382803e-002	-4.697349e-001	-4.957036e-001
1.175044191403711e-002	-4.650143e-001	-4.987236e-001
1.176571957645882e-002	-4.558962e-001	-4.961006e-001
1.178525082645882e-002	-4.381508e-001	-4.859517e-001
1.180478207645882e-002	-4.142892e-001	-4.689020e-001
1.182431332645882e-002	-3.842420e-001	-4.447996e-001
1.184384457645882e-002	-3.484047e-001	-4.140070e-001
1.186337582645882e-002	-3.072682e-001	-3.769874e-001
1.188290707645882e-002	-2.614155e-001	-3.342975e-001
1.190243832645882e-002	-2.115137e-001	-2.865795e-001
1.192196957645882e-002	-1.583035e-001	-2.345510e-001
1.194150082645882e-002	-1.025854e-001	-1.789947e-001
1.196103207645882e-002	-4.520604e-002	-1.207461e-001
1.198056332645882e-002	1.295770e-002	-6.068140e-002
1.200009457645882e-002	7.101332e-002	2.960036e-004
1.201962582645882e-002	1.280680e-001	6.126896e-002
1.203915707645882e-002	1.832433e-001	1.213204e-001
1.205868832645882e-002	2.356894e-001	1.795470e-001
1.207821957645881e-002	2.845985e-001	2.350731e-001
1.209775082645881e-002	3.292175e-001	2.870635e-001
1.211728207645881e-002	3.688598e-001	3.347361e-001
1.213681332645881e-002	4.029156e-001	3.773741e-001
1.215634457645881e-002	4.308616e-001	4.143359e-001
1.217587582645881e-002	4.522685e-001	4.450658e-001
1.219540707645881e-002	4.668081e-001	4.691015e-001
1.221493832645881e-002	4.742576e-001	4.860814e-001
1.223446957645881e-002	4.746890e-001	4.959440e-001
1.225198310511850e-002	4.690435e-001	4.985585e-001
1.226822909457080e-002	4.582835e-001	4.951712e-001
1.228776034457080e-002	4.388858e-001	4.841659e-001
1.230729159457080e-002	4.131276e-001	4.661934e-001
1.232682284457080e-002	3.811088e-001	4.412090e-001
1.234635409457080e-002	3.433219e-001	4.095883e-001
1.236588534457080e-002	3.003485e-001	3.718070e-001
1.238541659457080e-002	2.528496e-001	3.284334e-001
1.240494784457080e-002	2.015558e-001	2.801199e-001
1.242447909457080e-002	1.472561e-001	2.275931e-001
1.244401034457080e-002	9.078521e-002	1.716431e-001
1.246354159457080e-002	3.301069e-002	1.131114e-001
1.248307284457080e-002	-2.518086e-002	5.287844e-002
1.250260409457080e-002	-8.289824e-002	-8.149877e-003
1.252213534457080e-002	-1.392602e-001	-6.905562e-002
1.254166659457080e-002	-1.934106e-001	-1.289227e-001
1.256119784457080e-002	-2.445327e-001	-1.868507e-001
1.258072909457079e-002	-2.918637e-001	-2.419682e-001
1.260026034457079e-002	-3.347086e-001	-2.934463e-001
1.261979159457079e-002	-3.724515e-001	-3.405108e-001
1.263932284457079e-002	-4.045655e-001	-3.824536e-001
1.265885409457079e-002	-4.306183e-001	-4.186440e-001
1.267838534457079e-002	-4.502748e-001	-4.485375e-001
1.269791659457079e-002	-4.632938e-001	-4.716847e-001
1.271744784457079e-002	-4.695234e-001	-4.877372e-001
1.273697909457079e-002	-4.688942e-001	-4.964538e-001
1.275651034457079e-002	-4.614529e-001	-4.977456e-001
1.277559977402567e-002	-4.476060e-001	-4.917322e-001
1.279513102402567e-002	-4.268782e-001	-4.782268e-001
1.281466227402567e-002	-3.998437e-001	-4.575706e-001
1.283419352402567e-002	-3.668120e-001	-4.300321e-001
1.285372477402567e-002	-3.282267e-001	-3.960255e-001
1.287325602402567e-002	-2.846260e-001	-3.560623e-001
1.289278727402566e-002	-2.366366e-001	-3.107436e-001
1.291231852402566e-002	-1.849645e-001	-2.607510e-001
1.293184977402566e-002	-1.303823e-001	-2.068365e-001
1.295138102402566e-002	-7.371573e-002	-1.498110e-001
1.297091227402566e-002	-1.582856e-002	-9.053220e-002
1.299044352402566e-002	4.239246e-002	-2.989169e-002
1.300997477402566e-002	1.000528e-001	3.119841e-002
1.302950602402566e-002	1.562652e-001	9.181926e-002
1.304903727402566e-002	2.101638e-001	1.510591e-001
1.306856852402566e-002	2.609185e-001	2.080268e-001
1.308809977402566e-002	3.077477e-001	2.618656e-001
1.310763102402566e-002	3.499304e-001	3.117657e-001
1.312716227402566e-002	3.868177e-001	3.569766e-001
1.314669352402566e-002	4.178425e-001	3.968182e-001
1.316622477402566e-002	4.425281e-001	4.306913e-001
1.318575602402566e-002	4.604957e-001	4.580864e-001
1.320528727402566e-002	4.714697e-001	4.785914e-001
1.322481852402566e-002	4.752823e-001	4.918980e-001
1.324434977402566e-002	4.719655e-001	4.979005e-001
1.326289917001788e-002	4.620924e-001	4.965791e-001
1.328243042001787e-002	4.447743e-001	4.878145e-001
1.330196167001787e-002	4.207977e-001	4.718070e-001
1.332149292001787e-002	3.904424e-001	4.487031e-001
1.334102417001787e-002	3.541754e-001	4.188503e-001
1.336055542001787e-002	3.125550e-001	3.826976e-001
1.338008667001787e-002	2.662213e-001	3.407887e-001
1.339961792001787e-002	2.158870e-001	2.937541e-001
1.341914917001787e-002	1.623265e-001	2.423012e-001
1.343868042001787e-002	1.063631e-001	1.872038e-001
1.345821167001787e-002	4.885688e-002	1.292907e-001
1.347774292001787e-002	-9.309376e-003	6.943292e-002
1.349727417001787e-002	-6.724428e-002	8.530829e-003
1.351680542001787e-002	-1.240625e-001	-5.249957e-002
1.353633667001787e-002	-1.788993e-001	-1.127403e-001
1.355586792001787e-002	-2.309260e-001	-1.712854e-001
1.357539917001787e-002	-2.793637e-001	-2.272541e-001
1.359493042001787e-002	-3.234975e-001	-2.798048e-001
1.361446167001787e-002	-3.626888e-001	-3.281469e-001
1.363399292001787e-002	-3.963858e-001	-3.715534e-001
1.365352417001787e-002	-4.241301e-001	-4.093713e-001
1.367305542001787e-002	-4.455598e-001	-4.410320e-001
1.369258667001787e-002	-4.604089e-001	-4.660591e-001
1.371211792001787e-002	-4.685016e-001	-4.840762e-001
1.373164917001787e-002	-4.700782e-001	-4.951759e-001
1.374739084298931e-002	-4.662860e-001	-4.986415e-001
1.376403015125705e-002	-4.569682e-001	-4.964636e-001
1.378356140125705e-002	-4.399123e-001	-4.870858e-001
1.380309265125705e-002	-4.166010e-001	-4.706599e-001
1.382262390125705e-002	-3.870745e-001	-4.471546e-001
1.384215515125705e-002	-3.517200e-001	-4.169239e-001
1.386168640125705e-002	-3.110202e-001	-3.804221e-001
1.388121765125705e-002	-2.655502e-001	-3.381985e-001
1.390074890125705e-002	-2.159704e-001	-2.908880e-001
1.392028015125705e-002	-1.630155e-001	-2.392024e-001
1.393981140125705e-002	-1.074816e-001	-1.839188e-001
1.395934265125705e-002	-5.021156e-002	-1.258690e-001
1.397887390125705e-002	7.919453e-003	-6.592603e-002
1.399840515125705e-002	6.601977e-002	-4.991441e-003
1.401793640125705e-002	1.231960e-001	5.601823e-002
1.403746765125704e-002	1.785679e-001	1.161853e-001
1.405699890125704e-002	2.312827e-001	1.746049e-001
1.407653015125704e-002	2.805283e-001	2.303982e-001
1.409606140125704e-002	3.255465e-001	2.827262e-001
1.411559265125704e-002	3.656445e-001	3.308017e-001
1.413512390125704e-002	4.002055e-001	3.739016e-001
1.415465515125704e-002	4.286983e-001	4.113777e-001
1.417418640125704e-002	4.506854e-001	4.426662e-001
1.419371765125704e-002	4.658293e-001	4.672967e-001
1.421324890125704e-002	4.738981e-001	4.848986e-001
1.423278015125704e-002	4.750524e-001	4.955027e-001
1.424923239644711e-002	4.704951e-001	4.987383e-001
1.426471469411382e-002	4.610600e-001	4.963814e-001
1.428424594411382e-002	4.428237e-001	4.866329e-001
1.430377719411382e-002	4.182370e-001	4.699540e-001
1.432330844411382e-002	3.873110e-001	4.462065e-001
1.434283969411382e-002	3.505217e-001	4.157476e-001
1.436237094411382e-002	3.084349e-001	3.790355e-001
1.438190219411382e-002	2.616983e-001	3.366224e-001
1.440143344411382e-002	2.110307e-001	2.891462e-001
1.442096469411382e-002	1.572114e-001	2.373209e-001
1.444049594411382e-002	1.010680e-001	1.819261e-001
1.446002719411382e-002	4.346298e-002	1.237949e-001
1.447955844411382e-002	-1.471934e-002	6.380181e-002
1.449908969411382e-002	-7.258753e-002	2.849042e-003
1.451862094411381e-002	-1.292575e-001	-5.814658e-002
1.453815219411381e-002	-1.838674e-001	-1.182676e-001
1.455768344411381e-002	-2.355924e-001	-1.766098e-001
1.457721469411381e-002	-2.836590e-001	-2.322956e-001
1.459674594411381e-002	-3.273591e-001	-2.844875e-001
1.461627719411381e-002	-3.660615e-001	-3.324004e-001
1.463580844411381e-002	-3.992230e-001	-3.753137e-001
1.465533969411381e-002	-4.263940e-001	-4.125819e-001
1.467487094411381e-002	-4.472218e-001	-4.436446e-001
1.469440219411381e-002	-4.614489e-001	-4.680343e-001
1.471393344411381e-002	-4.689077e-001	-4.853845e-001
1.473346469411381e-002	-4.697458e-001	-4.956883e-001
1.475034699014900e-002	-4.650630e-001	-4.987321e-001
1.476556501031688e-002	-4.560115e-001	-4.961539e-001
1.478509626031688e-002	-4.383132e-001	-4.860577e-001
1.480462751031688e-002	-4.145019e-001	-4.690650e-001
1.482415876031688e-002	-3.845023e-001	-4.450172e-001
1.484369001031688e-002	-3.487090e-001	-4.142758e-001
1.486322126031688e-002	-3.076123e-001	-3.773034e-001
1.488275251031688e-002	-2.617944e-001	-3.346559e-001
1.490228376031687e-002	-2.119219e-001	-2.869750e-001
1.492181501031687e-002	-1.587348e-001	-2.349777e-001
1.494134626031687e-002	-1.030333e-001	-1.794460e-001
1.496087751031687e-002	-4.566365e-002	-1.212154e-001
1.498040876031687e-002	1.249737e-002	-6.116153e-002
1.499994001031687e-002	7.055733e-002	-1.877540e-004
1.501947126031687e-002	1.276234e-001	6.078884e-002
1.503900251031687e-002	1.828170e-001	1.208511e-001
1.505853376031687e-002	2.352879e-001	1.790957e-001
1.507806501031687e-002	2.842280e-001	2.346465e-001
1.509759626031687e-002	3.288837e-001	2.866680e-001
1.511712751031687e-002	3.685678e-001	3.343777e-001
1.513665876031687e-002	4.026700e-001	3.770581e-001
1.515619001031687e-002	4.306662e-001	4.140672e-001
1.517572126031687e-002	4.521263e-001	4.448484e-001
1.519525251031687e-002	4.667212e-001	4.689385e-001
1.521478376031687e-002	4.742274e-001	4.859755e-001
1.523431501031687e-002	4.747249e-001	4.959060e-001
1.525173145171847e-002	4.691901e-001	4.985890e-001
1.526781933345886e-002	4.586255e-001	4.953314e-001
1.528735058345886e-002	4.393565e-001	4.844657e-001
1.530688183345886e-002	4.137342e-001	4.666436e-001
1.532641308345886e-002	3.818420e-001	4.418028e-001
1.534594433345886e-002	3.441705e-001	4.103168e-001
1.536547558345885e-002	3.012993e-001	3.726592e-001
1.538500683345885e-002	2.538881e-001	3.293965e-001
1.540453808345885e-002	2.026660e-001	2.811794e-001
1.542406933345885e-002	1.484209e-001	2.287331e-001
1.544360058345885e-002	9.198673e-002	1.728464e-001
1.546313183345885e-002	3.423050e-002	1.143600e-001
1.548266308345885e-002	-2.396147e-002	5.415348e-002
1.550219433345885e-002	-8.169790e-002	-6.867562e-003
1.552172558345885e-002	-1.380973e-001	-6.778531e-002
1.554125683345885e-002	-1.923026e-001	-1.276835e-001
1.556078808345885e-002	-2.434962e-001	-1.856612e-001
1.558031933345885e-002	-2.909142e-001	-2.408464e-001
1.559985058345885e-002	-3.338599e-001	-2.924091e-001
1.561938183345885e-002	-3.717155e-001	-3.395736e-001
1.563891308345885e-002	-4.039524e-001	-3.816306e-001
1.565844433345885e-002	-4.301361e-001	-4.179476e-001
1.567797558345885e-002	-4.499296e-001	-4.479782e-001
1.569750683345885e-002	-4.630897e-001	-4.712709e-001
1.571703808345885e-002	-4.694628e-001	-4.874751e-001
1.573656933345885e-002	-4.689776e-001	-4.963473e-001
1.575610058345885e-002	-4.617016e-001	-4.978211e-001
1.577493275451580e-002	-4.482187e-001	-4.920869e-001
1.579446400451580e-002	-4.276906e-001	-4.788067e-001
1.581399525451580e-002	-4.008676e-001	-4.583916e-001
1.583352650451580e-002	-3.680339e-001	-4.310819e-001
1.585305775451580e-002	-3.296300e-001	-3.972883e-001
1.587258900451580e-002	-2.861907e-001	-3.575191e-001
1.589212025451580e-002	-2.383400e-001	-3.123725e-001
1.591165150451580e-002	-1.867813e-001	-2.625275e-001
1.593118275451580e-002	-1.322851e-001	-2.087339e-001
1.595071400451580e-002	-7.567569e-002	-1.518007e-001
1.597024525451580e-002	-1.781568e-002	-9.258425e-002
1.598977650451580e-002	4.040868e-002	-3.197529e-002
1.600930775451580e-002	9.810289e-002	2.911462e-002
1.602883900451580e-002	1.543791e-001	8.976661e-002
1.604837025451580e-002	2.083707e-001	1.490684e-001
1.606790150451580e-002	2.592460e-001	2.061281e-001
1.608743275451580e-002	3.062214e-001	2.600874e-001
1.610696400451580e-002	3.485740e-001	3.101348e-001
1.612649525451580e-002	3.856520e-001	3.555175e-001
1.614602650451580e-002	4.168854e-001	3.955528e-001
1.616555775451579e-002	4.417943e-001	4.296387e-001
1.618508900451579e-002	4.599965e-001	4.572624e-001
1.620462025451579e-002	4.712127e-001	4.780084e-001
1.622415150451579e-002	4.752715e-001	4.915648e-001
1.624368275451579e-002	4.721627e-001	4.977817e-001
1.626265095474941e-002	4.622292e-001	4.966012e-001
1.628218220474941e-002	4.450369e-001	4.879711e-001
1.630171345474941e-002	4.211440e-001	4.720556e-001
1.632124470474941e-002	3.908670e-001	4.490399e-001
1.634077595474941e-002	3.546719e-001	4.192702e-001
1.636030720474941e-002	3.131156e-001	3.831944e-001
1.637983845474941e-002	2.668374e-001	3.413549e-001
1.639936970474941e-002	2.165493e-001	2.943812e-001
1.641890095474941e-002	1.630246e-001	2.429796e-001
1.643843220474940e-002	1.070865e-001	1.879235e-001
1.645796345474940e-002	4.959434e-002	1.300407e-001
1.647749470474940e-002	-8.569125e-003	7.020211e-002
1.649702595474940e-002	-6.651257e-002	9.307564e-003
1.651655720474940e-002	-1.233504e-001	-5.172698e-002
1.653608845474940e-002	-1.782178e-001	-1.119835e-001
1.655561970474940e-002	-2.302852e-001	-1.705557e-001
1.657515095474940e-002	-2.787731e-001	-2.265626e-001
1.659468220474940e-002	-3.229658e-001	-2.791617e-001
1.661421345474940e-002	-3.622236e-001	-3.275620e-001
1.663374470474940e-002	-3.959935e-001	-3.710355e-001
1.665327595474940e-002	-4.238159e-001	-4.089282e-001
1.667280720474940e-002	-4.453278e-001	-4.406703e-001
1.669233845474940e-002	-4.602618e-001	-4.657843e-001
1.671186970474940e-002	-4.684411e-001	-4.838925e-001
1.673140095474940e-002	-4.701186e-001	-4.951008e-001
1.674698667291882e-002	-4.664377e-001	-4.986124e-001
1.676387988904825e-002	-4.570493e-001	-4.964803e-001
1.678341113904825e-002	-4.400664e-001	-4.871841e-001
1.680294238904825e-002	-4.168041e-001	-4.708136e-001
1.682247363904825e-002	-3.873242e-001	-4.473617e-001
1.684200488904825e-002	-3.520128e-001	-4.171810e-001
1.686153613904825e-002	-3.113520e-001	-3.807256e-001
1.688106738904825e-002	-2.659163e-001	-3.385436e-001
1.690059863904825e-002	-2.163654e-001	-2.912697e-001
1.692012988904825e-002	-1.634335e-001	-2.396148e-001
1.693966113904825e-002	-1.079162e-001	-1.843558e-001
1.695919238904825e-002	-5.065629e-002	-1.263240e-001
1.697872363904825e-002	7.471496e-003	-6.639215e-002
1.699825488904825e-002	6.557545e-002	-5.461703e-003
1.701778613904825e-002	1.227622e-001	5.555090e-002
1.703731738904825e-002	1.781513e-001	1.157280e-001
1.705684863904824e-002	2.308896e-001	1.741644e-001
1.707637988904824e-002	2.801649e-001	2.299812e-001
1.709591113904824e-002	3.252184e-001	2.823389e-001
1.711544238904824e-002	3.653567e-001	3.304499e-001
1.713497363904824e-002	3.999624e-001	3.735907e-001
1.715450488904824e-002	4.285037e-001	4.111123e-001
1.717403613904824e-002	4.505422e-001	4.424504e-001
1.719356738904824e-002	4.657398e-001	4.671336e-001
1.721309863904824e-002	4.738636e-001	4.847907e-001
1.723262988904824e-002	4.750822e-001	4.954607e-001
1.724898773103124e-002	4.706002e-001	4.987288e-001
1.726462375409418e-002	4.611134e-001	4.963928e-001
1.728415500409418e-002	4.429229e-001	4.866936e-001
1.730368625409418e-002	4.183668e-001	4.700482e-001
1.732321750409418e-002	3.874693e-001	4.463329e-001
1.734274875409418e-002	3.507060e-001	4.159043e-001
1.736228000409418e-002	3.086424e-001	3.792201e-001
1.738181125409418e-002	2.619258e-001	3.368321e-001
1.740134250409418e-002	2.112748e-001	2.893779e-001
1.742087375409418e-002	1.574683e-001	2.375711e-001
1.744040500409418e-002	1.013337e-001	1.821910e-001
1.745993625409418e-002	4.373344e-002	1.240706e-001
1.747946750409418e-002	-1.444826e-002	6.408408e-002
1.749899875409417e-002	-7.231998e-002	3.133658e-003
1.751853000409417e-002	-1.289976e-001	-5.786389e-002
1.753806125409417e-002	-1.836190e-001	-1.179911e-001
1.755759250409417e-002	-2.353593e-001	-1.763436e-001
1.757712375409417e-002	-2.834446e-001	-2.320438e-001
1.759665500409417e-002	-3.271665e-001	-2.842538e-001
1.761618625409417e-002	-3.658936e-001	-3.321884e-001
1.763571750409417e-002	-3.990820e-001	-3.751265e-001
1.765524875409417e-002	-4.262818e-001	-4.124224e-001
1.767478000409417e-002	-4.471398e-001	-4.435151e-001
1.769431125409417e-002	-4.613980e-001	-4.679368e-001
1.771384250409417e-002	-4.688886e-001	-4.853204e-001
1.773337375409417e-002	-4.699126e-001	-4.958273e-001
1.774849873959148e-002	-4.659305e-001	-4.987888e-001
1.776444199533762e-002	-4.567424e-001	-4.964152e-001
1.778397324533762e-002	-4.394869e-001	-4.868144e-001
1.780350449533762e-002	-4.160413e-001	-4.702362e-001
1.782303574533762e-002	-3.863876e-001	-4.465852e-001
1.784256699533762e-002	-3.509151e-001	-4.162171e-001
1.786209824533762e-002	-3.101085e-001	-3.795887e-001
1.788162949533762e-002	-2.645448e-001	-3.372510e-001
1.790116074533762e-002	-2.148860e-001	-2.898407e-001
1.792069199533762e-002	-1.618683e-001	-2.380709e-001
1.794022324533762e-002	-1.062889e-001	-1.827203e-001
1.795975449533762e-002	-4.899159e-002	-1.246215e-001
1.797928574533762e-002	9.148012e-003	-6.464817e-002
1.799881699533762e-002	6.723803e-002	-3.702510e-003
1.801834824533762e-002	1.243852e-001	5.729884e-002
1.803787949533761e-002	1.797098e-001	1.174384e-001
1.805741074533761e-002	2.323596e-001	1.758115e-001
1.807694199533761e-002	2.815237e-001	2.315403e-001
1.809647324533761e-002	3.264451e-001	2.837865e-001
1.811600449533761e-002	3.664324e-001	3.317643e-001
1.813553574533761e-002	4.008706e-001	3.747520e-001
1.815506699533761e-002	4.292304e-001	4.121031e-001
1.817459824533761e-002	4.510763e-001	4.432558e-001
1.819412949533761e-002	4.660730e-001	4.677415e-001
1.821366074533761e-002	4.739909e-001	4.851920e-001
1.823319199533761e-002	4.749690e-001	4.956154e-001
1.824990297735541e-002	4.702024e-001	4.987589e-001
1.826496393847713e-002	4.609135e-001	4.963492e-001
1.828449518847713e-002	4.425515e-001	4.864658e-001
1.830402643847713e-002	4.178813e-001	4.696948e-001
1.832355768847713e-002	3.868773e-001	4.458592e-001
1.834308893847713e-002	3.500166e-001	4.153174e-001
1.836262018847713e-002	3.078663e-001	3.785289e-001
1.838215143847713e-002	2.610748e-001	3.360470e-001
1.840168268847713e-002	2.103620e-001	2.885106e-001
1.842121393847713e-002	1.565078e-001	2.366347e-001
1.844074518847713e-002	1.003402e-001	1.811997e-001
1.846027643847713e-002	4.272221e-002	1.230392e-001
1.847980768847713e-002	-1.546171e-002	6.302807e-002
1.849933893847713e-002	-7.332014e-002	2.068971e-003
1.851887018847713e-002	-1.299692e-001	-5.892126e-002
1.853840143847713e-002	-1.845474e-001	-1.190252e-001
