time	V(salida)	V(vi)
Step Information: C=100n  (Run: 1/5)
1.576636188250303e-003	-2.582518e-001	-2.306924e-001
1.596167438250303e-003	-2.589713e-001	-2.829994e-001
1.615698688250303e-003	-2.558297e-001	-3.310497e-001
1.635229938250303e-003	-2.488727e-001	-3.741208e-001
1.654761188250303e-003	-2.382003e-001	-4.115647e-001
1.674292438250303e-003	-2.239658e-001	-4.428183e-001
1.693823688250303e-003	-2.063743e-001	-4.674115e-001
1.713354938250303e-003	-1.856804e-001	-4.849744e-001
1.732886188250303e-003	-1.622740e-001	-4.955320e-001
1.749405051094904e-003	-1.405509e-001	-4.987443e-001
1.764778867646190e-003	-1.188013e-001	-4.963732e-001
1.784310117646190e-003	-8.957540e-002	-4.865900e-001
1.803841367646190e-003	-5.907708e-002	-4.698873e-001
1.823372617646190e-003	-2.765904e-002	-4.461172e-001
1.842903867646190e-003	4.204302e-003	-4.156370e-001
1.862435117646190e-003	3.603004e-002	-3.789052e-001
1.881966367646190e-003	6.733454e-002	-3.364743e-001
1.901497617646190e-003	9.764120e-002	-2.889826e-001
1.921028867646190e-003	1.264881e-001	-2.371443e-001
1.940560117646190e-003	1.534353e-001	-1.817391e-001
1.960091367646190e-003	1.780718e-001	-1.236004e-001
1.979622617646190e-003	2.000222e-001	-6.360261e-002
1.999153867646190e-003	2.189520e-001	-2.648195e-003
2.018685117646190e-003	2.345732e-001	5.834605e-002
2.038216367646190e-003	2.466486e-001	1.184627e-001
2.057747617646190e-003	2.549951e-001	1.767976e-001
2.077278867646190e-003	2.594869e-001	2.324733e-001
2.096810117646190e-003	2.600567e-001	2.846523e-001
2.116341367646190e-003	2.566974e-001	3.325500e-001
2.135872617646190e-003	2.494612e-001	3.754457e-001
2.155403867646190e-003	2.384597e-001	4.126945e-001
2.174935117646190e-003	2.238614e-001	4.437358e-001
2.194466367646190e-003	2.058893e-001	4.681031e-001
2.213997617646190e-003	1.848176e-001	4.854296e-001
2.233528867646190e-003	1.610423e-001	4.957052e-001
2.250451477803203e-003	1.384922e-001	4.987227e-001
2.265735149292714e-003	1.166377e-001	4.960952e-001
2.285266399292714e-003	8.717147e-002	4.859410e-001
2.304797649292714e-003	5.651229e-002	4.688856e-001
2.324328899292714e-003	2.502033e-002	4.447777e-001
2.343860149292714e-003	-6.828297e-003	4.139799e-001
2.363391399292714e-003	-3.855295e-002	3.769555e-001
2.382922649292714e-003	-6.967580e-002	3.342614e-001
2.402453899292714e-003	-9.972925e-002	2.865396e-001
2.421985149292714e-003	-1.282630e-001	2.345080e-001
2.441516399292714e-003	-1.548510e-001	1.789492e-001
2.461047649292714e-003	-1.790980e-001	1.206988e-001
2.480578899292714e-003	-2.006448e-001	6.063303e-002
2.500110149292714e-003	-2.191744e-001	-3.447431e-004
2.519641399292714e-003	-2.344156e-001	-6.131733e-002
2.539172649292714e-003	-2.461468e-001	-1.213676e-001
2.558703899292714e-003	-2.541988e-001	-1.795925e-001
2.578235149292714e-003	-2.584565e-001	-2.351161e-001
2.597766399292714e-003	-2.588595e-001	-2.871033e-001
2.617297649292714e-003	-2.554031e-001	-3.347722e-001
2.636828899292714e-003	-2.481374e-001	-3.774059e-001
2.656360149292714e-003	-2.371669e-001	-4.143630e-001
2.675891399292714e-003	-2.226492e-001	-4.450877e-001
2.695422649292714e-003	-2.047935e-001	-4.691179e-001
2.714953899292714e-003	-1.838582e-001	-4.860921e-001
2.734485149292714e-003	-1.602066e-001	-4.959478e-001
2.752008459549085e-003	-1.369244e-001	-4.985553e-001
2.768270378407421e-003	-1.136947e-001	-4.951549e-001
2.787801628407421e-003	-8.421458e-002	-4.841355e-001
2.807332878407421e-003	-5.351717e-002	-4.661479e-001
2.826864128407421e-003	-2.198397e-002	-4.411490e-001
2.846395378407421e-003	9.908532e-003	-4.095147e-001
2.865926628407421e-003	4.167675e-002	-3.717210e-001
2.885457878407421e-003	7.283775e-002	-3.283363e-001
2.904989128407421e-003	1.029170e-001	-2.800131e-001
2.924520378407421e-003	1.314560e-001	-2.274782e-001
2.944051628407421e-003	1.580195e-001	-1.715218e-001
2.963582878407421e-003	1.822024e-001	-1.129856e-001
2.983114128407421e-003	2.036361e-001	-5.274996e-002
3.002645378407421e-003	2.219942e-001	8.279068e-003
3.022176628407421e-003	2.369975e-001	6.918357e-002
3.041707878407421e-003	2.484182e-001	1.290475e-001
3.061239128407421e-003	2.560832e-001	1.869704e-001
3.080770378407421e-003	2.598771e-001	2.420811e-001
3.100301628407421e-003	2.597433e-001	2.935507e-001
3.119832878407421e-003	2.556854e-001	3.406051e-001
3.139364128407421e-003	2.477663e-001	3.825364e-001
3.158895378407421e-003	2.361078e-001	4.187139e-001
3.178426628407421e-003	2.208885e-001	4.485937e-001
3.197957878407421e-003	2.023408e-001	4.717262e-001
3.217489128407421e-003	1.807474e-001	4.877635e-001
3.237020378407422e-003	1.564372e-001	4.964643e-001
3.256551628407422e-003	1.297892e-001	4.977378e-001
3.275666975425137e-003	1.018143e-001	4.916960e-001
3.295198225425137e-003	7.172422e-002	4.781679e-001
3.314729475425137e-003	4.058081e-002	4.574874e-001
3.334260725425137e-003	8.846004e-003	4.299259e-001
3.353791975425137e-003	-2.300090e-002	3.958979e-001
3.373323225425137e-003	-5.447981e-002	3.559152e-001
3.392854475425137e-003	-8.511723e-002	3.105792e-001
3.412385725425137e-003	-1.144535e-001	2.605718e-001
3.431916975425137e-003	-1.420499e-001	2.066452e-001
3.451448225425137e-003	-1.674952e-001	1.496104e-001
3.470979475425137e-003	-1.904118e-001	9.032537e-002
3.490510725425137e-003	-2.104615e-001	2.968175e-002
3.510041975425137e-003	-2.273500e-001	-3.140832e-002
3.529573225425137e-003	-2.408310e-001	-9.202597e-002
3.549104475425137e-003	-2.507094e-001	-1.512595e-001
3.568635725425137e-003	-2.568430e-001	-2.082179e-001
3.588166975425137e-003	-2.591447e-001	-2.620445e-001
3.607698225425137e-003	-2.575824e-001	-3.119297e-001
3.627229475425137e-003	-2.521793e-001	-3.571233e-001
3.646760725425137e-003	-2.430133e-001	-3.969453e-001
3.666291975425137e-003	-2.302161e-001	-4.307969e-001
3.685823225425137e-003	-2.139717e-001	-4.581690e-001
3.705354475425137e-003	-1.945147e-001	-4.786497e-001
3.724885725425137e-003	-1.721277e-001	-4.919311e-001
3.744416975425137e-003	-1.471651e-001	-4.979120e-001
3.762924173823278e-003	-1.214145e-001	-4.965769e-001
3.782455423823278e-003	-9.241877e-002	-4.877986e-001
3.801986673823278e-003	-6.202997e-002	-4.717819e-001
3.821517923823278e-003	-3.067747e-002	-4.486691e-001
3.841049173823278e-003	1.165581e-003	-4.188079e-001
3.860580423823278e-003	3.301681e-002	-3.826475e-001
3.880111673823278e-003	6.439236e-002	-3.407317e-001
3.899642923823278e-003	9.481466e-002	-2.936909e-001
3.919174173823278e-003	1.238201e-001	-2.422328e-001
3.938705423823278e-003	1.509663e-001	-1.871313e-001
3.958236673823277e-003	1.758395e-001	-1.292151e-001
3.977767923823277e-003	1.980603e-001	-6.935543e-002
3.997299173823276e-003	2.172903e-001	-8.452584e-003
4.016830423823276e-003	2.332370e-001	5.257739e-002
4.036361673823275e-003	2.456580e-001	1.128166e-001
4.055892923823275e-003	2.543651e-001	1.713589e-001
4.075424173823275e-003	2.592269e-001	2.273238e-001
4.094955423823274e-003	2.601705e-001	2.798695e-001
4.114486673823274e-003	2.571830e-001	3.282057e-001
4.134017923823273e-003	2.503111e-001	3.716055e-001
4.153549173823273e-003	2.396609e-001	4.094159e-001
4.173080423823273e-003	2.253954e-001	4.410684e-001
4.192611673823272e-003	2.077327e-001	4.660867e-001
4.212142923823272e-003	1.869422e-001	4.840947e-001
4.231674173823271e-003	1.634518e-001	4.951834e-001
4.247431556707671e-003	1.426545e-001	4.986443e-001
4.264045287175839e-003	1.190709e-001	4.964618e-001
4.283576537175838e-003	8.976870e-002	4.870760e-001
4.303107787175838e-003	5.920360e-002	4.706443e-001
4.322639037175838e-003	2.776499e-002	4.471338e-001
4.342170287175837e-003	-4.071770e-003	4.168979e-001
4.361701537175837e-003	-3.582614e-002	3.803915e-001
4.381232787175836e-003	-6.701975e-002	3.381637e-001
4.400764037175836e-003	-9.718383e-002	2.908496e-001
4.420295287175836e-003	-1.258663e-001	2.391608e-001
4.439826537175835e-003	-1.526388e-001	1.838748e-001
4.459357787175835e-003	-1.771030e-001	1.258232e-001
4.478889037175834e-003	-1.988967e-001	6.587908e-002
4.498420287175834e-003	-2.176987e-001	4.944071e-003
4.517951537175833e-003	-2.332339e-001	-5.606530e-002
4.537482787175833e-003	-2.452763e-001	-1.162314e-001
4.557014037175833e-003	-2.536520e-001	-1.746493e-001
4.576545287175832e-003	-2.582411e-001	-2.304402e-001
4.596076537175832e-003	-2.589786e-001	-2.827652e-001
4.615607787175831e-003	-2.558548e-001	-3.308371e-001
4.635139037175831e-003	-2.489153e-001	-3.739329e-001
4.654670287175831e-003	-2.382599e-001	-4.114044e-001
4.674201537175830e-003	-2.240415e-001	-4.426880e-001
4.693732787175830e-003	-2.064650e-001	-4.673131e-001
4.713264037175829e-003	-1.857848e-001	-4.849094e-001
4.732795287175829e-003	-1.623924e-001	-4.955069e-001
4.749257041534662e-003	-1.407541e-001	-4.987392e-001
4.764723854410551e-003	-1.188799e-001	-4.963802e-001
4.784255104410551e-003	-8.966076e-002	-4.866268e-001
4.803786354410550e-003	-5.916564e-002	-4.699444e-001
4.823317604410550e-003	-2.774950e-002	-4.461937e-001
4.842848854410550e-003	4.113289e-003	-4.157318e-001
4.862380104410549e-003	3.593983e-002	-3.790169e-001
4.881911354410549e-003	6.724649e-002	-3.366013e-001
4.901442604410548e-003	9.755662e-002	-2.891228e-001
4.920973854410548e-003	1.264082e-001	-2.372957e-001
4.940505104410548e-003	1.533614e-001	-1.818994e-001
4.960036354410547e-003	1.780050e-001	-1.237672e-001
4.979567604410547e-003	1.999634e-001	-6.377338e-002
4.999098854410546e-003	2.189021e-001	-2.820372e-003
5.018630104410546e-003	2.345330e-001	5.817505e-002
5.038161354410545e-003	2.466186e-001	1.182955e-001
5.057692604410545e-003	2.549758e-001	1.766366e-001
5.077223854410545e-003	2.594786e-001	2.323210e-001
5.096755104410544e-003	2.600595e-001	2.845110e-001
5.116286354410544e-003	2.567111e-001	3.324217e-001
5.135817604410543e-003	2.494857e-001	3.753325e-001
5.155348854410543e-003	2.384945e-001	4.125980e-001
5.174880104410543e-003	2.239061e-001	4.436576e-001
5.194411354410542e-003	2.059431e-001	4.680442e-001
5.213942604410542e-003	1.848796e-001	4.853909e-001
5.233473854410541e-003	1.611127e-001	4.956907e-001
5.250361905007092e-003	1.386170e-001	4.987307e-001
5.265589296433446e-003	1.168509e-001	4.961455e-001
5.285120546433445e-003	8.739458e-002	4.860411e-001
5.304651796433445e-003	5.674337e-002	4.690395e-001
5.324183046433445e-003	2.525587e-002	4.449830e-001
5.343714296433444e-003	-6.591885e-003	4.142336e-001
5.363245546433444e-003	-3.831925e-002	3.772538e-001
5.382776796433443e-003	-6.944837e-002	3.345996e-001
5.402308046433443e-003	-9.951152e-002	2.869129e-001
5.421839296433442e-003	-1.280583e-001	2.349106e-001
5.441370546433442e-003	-1.546624e-001	1.793751e-001
5.460901796433442e-003	-1.789281e-001	1.211416e-001
5.480433046433441e-003	-2.004964e-001	6.108609e-002
5.499964296433441e-003	-2.190496e-001	1.117445e-004
5.519495546433440e-003	-2.343162e-001	-6.086428e-002
5.539026796433440e-003	-2.460743e-001	-1.209249e-001
5.558558046433440e-003	-2.541544e-001	-1.791666e-001
5.578089296433439e-003	-2.584406e-001	-2.347135e-001
5.597620546433439e-003	-2.588724e-001	-2.867301e-001
5.617151796433438e-003	-2.554447e-001	-3.344341e-001
5.636683046433438e-003	-2.482071e-001	-3.771078e-001
5.656214296433437e-003	-2.372637e-001	-4.141095e-001
5.675745546433437e-003	-2.227717e-001	-4.448825e-001
5.695276796433437e-003	-2.049400e-001	-4.689642e-001
5.714808046433436e-003	-1.840266e-001	-4.859921e-001
5.734339296433436e-003	-1.603972e-001	-4.959120e-001
5.751770992768143e-003	-1.372595e-001	-4.985843e-001
5.767883717378743e-003	-1.142653e-001	-4.953065e-001
5.787414967378743e-003	-8.481146e-002	-4.844188e-001
5.806946217378742e-003	-5.413534e-002	-4.665731e-001
5.826477467378742e-003	-2.261413e-002	-4.417096e-001
5.846008717378741e-003	9.275926e-003	-4.102025e-001
5.865539967378741e-003	4.105129e-002	-3.725255e-001
5.885071217378740e-003	7.222893e-002	-3.292454e-001
5.904602467378740e-003	1.023341e-001	-2.810131e-001
5.924133717378740e-003	1.309078e-001	-2.285541e-001
5.943664967378739e-003	1.575145e-001	-1.726574e-001
5.963196217378739e-003	1.817482e-001	-1.141639e-001
5.982727467378738e-003	2.032396e-001	-5.395316e-002
6.002258717378738e-003	2.216615e-001	7.069050e-003
6.021789967378738e-003	2.367335e-001	6.798494e-002
6.041321217378737e-003	2.482270e-001	1.278783e-001
6.060852467378737e-003	2.559676e-001	1.858482e-001
6.080383717378736e-003	2.598389e-001	2.410228e-001
6.099914967378736e-003	2.597830e-001	2.925722e-001
6.119446217378735e-003	2.558023e-001	3.397210e-001
6.138977467378735e-003	2.479586e-001	3.817601e-001
6.158508717378735e-003	2.363726e-001	4.180572e-001
6.178039967378734e-003	2.212217e-001	4.480663e-001
6.197571217378734e-003	2.027373e-001	4.713361e-001
6.217102467378733e-003	1.812012e-001	4.875165e-001
6.236633717378733e-003	1.569413e-001	4.963643e-001
6.256164967378733e-003	1.303414e-001	4.978094e-001
6.275037562015907e-003	1.027644e-001	4.920318e-001
6.294568812015906e-003	7.271080e-002	4.787161e-001
6.314100062015906e-003	4.159440e-002	4.582631e-001
6.333631312015906e-003	9.871256e-003	4.309174e-001
6.353162562015905e-003	-2.197950e-002	3.970903e-001
6.372693812015905e-003	-5.347769e-002	3.572906e-001
6.392225062015904e-003	-8.414947e-002	3.121169e-001
6.411756312015904e-003	-1.135346e-001	2.622487e-001
6.431287562015903e-003	-1.411937e-001	2.084360e-001
6.450818812015903e-003	-1.667144e-001	1.514882e-001
6.470350062015903e-003	-1.897180e-001	9.226193e-002
6.489881312015902e-003	-2.098649e-001	3.164793e-002
6.509412562015902e-003	-2.268594e-001	-2.944207e-002
6.528943812015901e-003	-2.404535e-001	-9.008924e-002
6.548475062015901e-003	-2.504504e-001	-1.493814e-001
6.568006312015901e-003	-2.567064e-001	-2.064267e-001
6.587537562015900e-003	-2.591324e-001	-2.603672e-001
6.607068812015900e-003	-2.576945e-001	-3.103914e-001
6.626600062015899e-003	-2.524142e-001	-3.557472e-001
6.646131312015899e-003	-2.433676e-001	-3.957521e-001
6.665662562015898e-003	-2.306848e-001	-4.298046e-001
6.685193812015898e-003	-2.145480e-001	-4.573924e-001
6.704725062015898e-003	-1.951904e-001	-4.781006e-001
6.724256312015897e-003	-1.728928e-001	-4.916177e-001
6.743787562015897e-003	-1.479982e-001	-4.978009e-001
6.762689960767490e-003	-1.217434e-001	-4.965978e-001
6.782221210767490e-003	-9.277746e-002	-4.879465e-001
6.801752460767490e-003	-6.240282e-002	-4.720166e-001
6.821283710767489e-003	-3.105894e-002	-4.489870e-001
6.840814960767489e-003	7.812051e-004	-4.192043e-001
6.860346210767488e-003	3.263531e-002	-3.831164e-001
6.879877460767488e-003	6.401949e-002	-3.412660e-001
6.899408710767488e-003	9.445607e-002	-2.942827e-001
6.918939960767487e-003	1.234812e-001	-2.428731e-001
6.938471210767487e-003	1.506523e-001	-1.878104e-001
6.958002460767486e-003	1.755550e-001	-1.299229e-001
6.977533710767486e-003	1.978098e-001	-7.008125e-002
6.997064960767485e-003	2.170775e-001	-9.185506e-003
7.016596210767485e-003	2.330651e-001	5.184840e-002
7.036127460767485e-003	2.455296e-001	1.121024e-001
7.055658710767484e-003	2.542821e-001	1.706704e-001
7.075189960767484e-003	2.591905e-001	2.266713e-001
7.094721210767483e-003	2.601813e-001	2.792628e-001
7.114252460767483e-003	2.572408e-001	3.276540e-001
7.133783710767483e-003	2.504150e-001	3.711169e-001
7.153314960767482e-003	2.398092e-001	4.089979e-001
7.172846210767482e-003	2.255859e-001	4.407272e-001
7.192377460767481e-003	2.079624e-001	4.658276e-001
7.211908710767481e-003	1.872077e-001	4.839214e-001
7.231439960767480e-003	1.637535e-001	4.951127e-001
7.247050186702636e-003	1.431742e-001	4.986171e-001
7.263903502947533e-003	1.192702e-001	4.964778e-001
7.283434752947533e-003	8.998512e-002	4.871687e-001
7.302966002947532e-003	5.942802e-002	4.707895e-001
7.322497252947532e-003	2.799400e-002	4.473292e-001
7.342028502947531e-003	-3.841644e-003	4.171406e-001
7.361559752947531e-003	-3.559838e-002	3.806779e-001
7.381091002947531e-003	-6.679781e-002	3.384894e-001
7.400622252947530e-003	-9.697105e-002	2.912097e-001
7.420153502947530e-003	-1.256659e-001	2.395500e-001
7.439684752947529e-003	-1.524538e-001	1.842872e-001
7.459216002947529e-003	-1.769361e-001	1.262525e-001
7.478747252947528e-003	-1.987504e-001	6.631891e-002
7.498278502947528e-003	-2.175752e-001	5.387801e-003
7.517809752947528e-003	-2.331350e-001	-5.562434e-002
7.537341002947527e-003	-2.452034e-001	-1.157998e-001
7.556872252947527e-003	-2.536063e-001	-1.742336e-001
7.576403502947526e-003	-2.582231e-001	-2.300467e-001
7.595934752947526e-003	-2.589886e-001	-2.823997e-001
7.615466002947526e-003	-2.558928e-001	-3.305052e-001
7.634997252947525e-003	-2.489807e-001	-3.736396e-001
7.654528502947525e-003	-2.383517e-001	-4.111540e-001
7.674059752947524e-003	-2.241585e-001	-4.424843e-001
7.693591002947524e-003	-2.066054e-001	-4.671593e-001
7.713122252947523e-003	-1.859466e-001	-4.848077e-001
7.732653502947523e-003	-1.625761e-001	-4.954673e-001
7.749026180598178e-003	-1.410700e-001	-4.987304e-001
7.764638045556031e-003	-1.190018e-001	-4.963911e-001
7.784169295556031e-003	-8.979311e-002	-4.866841e-001
7.803700545556030e-003	-5.930302e-002	-4.700334e-001
7.823231795556031e-003	-2.788985e-002	-4.463131e-001
7.842763045556030e-003	3.972051e-003	-4.158797e-001
7.862294295556030e-003	3.579983e-002	-3.791911e-001
7.881825545556030e-003	6.710983e-002	-3.367992e-001
7.901356795556029e-003	9.742537e-002	-2.893414e-001
7.920888045556029e-003	1.262844e-001	-2.375318e-001
7.940419295556028e-003	1.532468e-001	-1.821494e-001
7.959950545556028e-003	1.779014e-001	-1.240273e-001
7.979481795556027e-003	1.998723e-001	-6.403972e-002
7.999013045556027e-003	2.188249e-001	-3.088931e-003
8.018544295556027e-003	2.344709e-001	5.790832e-002
8.038075545556026e-003	2.465725e-001	1.180346e-001
8.057606795556026e-003	2.549465e-001	1.763855e-001
8.077138045556025e-003	2.594663e-001	2.320834e-001
8.096669295556025e-003	2.600645e-001	2.842905e-001
8.116200545556025e-003	2.567332e-001	3.322217e-001
8.135731795556024e-003	2.495247e-001	3.751559e-001
8.155263045556024e-003	2.385497e-001	4.124475e-001
8.174794295556023e-003	2.239766e-001	4.435354e-001
8.194325545556023e-003	2.060279e-001	4.679522e-001
8.213856795556022e-003	1.849773e-001	4.853305e-001
8.233388045556022e-003	1.612734e-001	4.958305e-001
8.248527651729370e-003	1.411745e-001	4.987898e-001
8.264452742236212e-003	1.184908e-001	4.964139e-001
8.283983992236212e-003	8.913989e-002	4.868073e-001
8.303515242236211e-003	5.855201e-002	4.702251e-001
8.323046492236211e-003	2.710040e-002	4.465703e-001
8.342577742236210e-003	-4.739397e-003	4.161986e-001
8.362108992236210e-003	-3.648681e-002	3.795670e-001
8.381640242236210e-003	-6.766360e-002	3.372263e-001
8.401171492236209e-003	-9.780124e-002	2.898133e-001
8.420702742236209e-003	-1.264481e-001	2.380414e-001
8.440233992236208e-003	-1.531764e-001	1.826890e-001
8.459765242236208e-003	-1.775884e-001	1.245889e-001
8.479296492236207e-003	-1.993227e-001	6.461482e-002
8.498827742236207e-003	-2.180593e-001	3.668875e-003
8.518358992236207e-003	-2.335237e-001	-5.733225e-002
8.537890242236206e-003	-2.454911e-001	-1.174711e-001
8.557421492236206e-003	-2.537888e-001	-1.758430e-001
8.576952742236205e-003	-2.582980e-001	-2.315701e-001
8.596483992236205e-003	-2.589548e-001	-2.838141e-001
8.616015242236205e-003	-2.557508e-001	-3.317893e-001
8.635546492236204e-003	-2.487325e-001	-3.747741e-001
8.655077742236204e-003	-2.380009e-001	-4.121220e-001
8.674608992236203e-003	-2.237101e-001	-4.432712e-001
8.694140242236203e-003	-2.060660e-001	-4.677531e-001
8.713671492236202e-003	-1.853240e-001	-4.851996e-001
8.733202742236202e-003	-1.618687e-001	-4.956183e-001
8.749920475737180e-003	-1.398495e-001	-4.987594e-001
8.764970442303073e-003	-1.185341e-001	-4.963483e-001
8.784501692303073e-003	-8.928472e-002	-4.864614e-001
8.804032942303072e-003	-5.877503e-002	-4.696880e-001
8.823564192303072e-003	-2.735023e-002	-4.458501e-001
8.843095442303071e-003	4.515138e-003	-4.153062e-001
8.862626692303071e-003	3.633814e-002	-3.785157e-001
8.882157942303071e-003	6.763516e-002	-3.360320e-001
8.901689192303070e-003	9.792973e-002	-2.884940e-001
8.921220442303070e-003	1.267601e-001	-2.366168e-001
8.940751692303069e-003	1.536865e-001	-1.811807e-001
8.960282942303069e-003	1.782985e-001	-1.230195e-001
8.979814192303069e-003	2.002207e-001	-6.300788e-002
8.999345442303068e-003	2.191193e-001	-2.048617e-003
9.018876692303068e-003	2.347068e-001	5.894146e-002
9.038407942303067e-003	2.467464e-001	1.190450e-001
9.057939192303067e-003	2.550556e-001	1.773580e-001
9.077470442303066e-003	2.595091e-001	2.330034e-001
9.097001692303066e-003	2.600403e-001	2.851442e-001
9.116532942303066e-003	2.566424e-001	3.329961e-001
9.136064192303065e-003	2.493687e-001	3.758395e-001
9.155595442303065e-003	2.383309e-001	4.130299e-001
9.175126692303064e-003	2.236983e-001	4.440079e-001
9.194657942303064e-003	2.056943e-001	4.683077e-001
9.214189192303064e-003	1.845937e-001	4.855637e-001
9.233720442303063e-003	1.607892e-001	4.957552e-001
9.250763398696115e-003	1.380494e-001	4.986935e-001
9.266243054403954e-003	1.158865e-001	4.959169e-001
9.285774304403954e-003	8.638597e-002	4.855891e-001
9.305305554403953e-003	5.569906e-002	4.683466e-001
9.324836804403953e-003	2.419165e-002	4.440597e-001
9.344368054403952e-003	-7.659946e-003	4.130937e-001
9.363899304403952e-003	-3.937506e-002	3.759145e-001
9.383430554403952e-003	-7.047606e-002	3.330811e-001
9.402961804403951e-003	-1.004957e-001	2.852378e-001
9.422493054403951e-003	-1.289842e-001	2.331043e-001
9.442024304403950e-003	-1.555163e-001	1.774648e-001
9.461555554403950e-003	-1.796974e-001	1.191559e-001
9.481086804403949e-003	-2.011697e-001	5.905491e-002
9.500618054403949e-003	-2.196170e-001	-1.934369e-003
9.520149304403949e-003	-2.347695e-001	-6.289455e-002
9.539680554403948e-003	-2.464070e-001	-1.229087e-001
9.559211804403948e-003	-2.543616e-001	-1.810743e-001
9.578743054403947e-003	-2.585194e-001	-2.365163e-001
9.598274304403947e-003	-2.588219e-001	-2.884009e-001
9.617805554403947e-003	-2.552655e-001	-3.359476e-001
9.637336804403946e-003	-2.479018e-001	-3.784414e-001
9.656868054403946e-003	-2.368367e-001	-4.152431e-001
9.676399304403945e-003	-2.222292e-001	-4.457991e-001
9.695930554403945e-003	-2.042898e-001	-4.696500e-001
9.715461804403944e-003	-1.832782e-001	-4.864368e-001
9.734993054403944e-003	-1.595007e-001	-4.959072e-001
9.754524304403944e-003	-1.333465e-001	-4.980808e-001
9.772366625851658e-003	-1.076283e-001	-4.933708e-001
9.791897875851658e-003	-7.787768e-002	-4.809591e-001
9.811429125851657e-003	-4.696491e-002	-4.614750e-001
9.830960375851657e-003	-1.531554e-002	-4.350498e-001
9.850491625851656e-003	1.659187e-002	-4.020811e-001
9.870022875851656e-003	4.827325e-002	-3.630648e-001
9.889554125851656e-003	7.924681e-002	-3.185875e-001
9.909085375851655e-003	1.090408e-001	-2.693185e-001
9.928616625851655e-003	1.372010e-001	-2.159987e-001
9.948147875851654e-003	1.632979e-001	-1.594300e-001
9.967679125851654e-003	1.869336e-001	-1.004633e-001
9.987210375851654e-003	2.077480e-001	-3.998563e-002
1.000674162585165e-002	2.254242e-001	2.109350e-002
1.002627287585165e-002	2.396933e-001	8.185536e-002
1.004580412585165e-002	2.503388e-001	1.413860e-001
1.006533537585165e-002	2.571996e-001	1.987901e-001
1.008486662585165e-002	2.601725e-001	2.532043e-001
1.010439787585165e-002	2.592134e-001	3.038099e-001
1.012392912585165e-002	2.543385e-001	3.498461e-001
1.014346037585165e-002	2.456231e-001	3.906201e-001
1.016299162585165e-002	2.332012e-001	4.255190e-001
1.018252287585165e-002	2.172628e-001	4.540175e-001
1.020205412585165e-002	1.980513e-001	4.756873e-001
1.022158537585165e-002	1.758594e-001	4.902023e-001
1.024111662585165e-002	1.510250e-001	4.973442e-001
1.026064787585165e-002	1.239255e-001	4.970055e-001
1.028017912585165e-002	9.497239e-002	4.891915e-001
1.029971037585165e-002	6.460464e-002	4.740195e-001
1.031924162585165e-002	3.328214e-002	4.517179e-001
1.033877287585165e-002	1.478552e-003	4.226219e-001
1.035830412585165e-002	-3.032601e-002	3.871694e-001
1.037783537585165e-002	-6.165232e-002	3.458934e-001
1.039736662585165e-002	-9.202944e-002	2.994150e-001
1.041689787585164e-002	-1.210020e-001	2.484330e-001
1.043642912585164e-002	-1.481369e-001	1.937144e-001
1.045596037585164e-002	-1.730303e-001	1.360821e-001
1.047549162585164e-002	-1.953132e-001	7.640301e-002
1.049502287585164e-002	-2.146571e-001	1.557476e-002
1.051455412585164e-002	-2.307785e-001	-4.548774e-002
1.053408537585164e-002	-2.434426e-001	-1.058661e-001
1.055361662585164e-002	-2.524664e-001	-1.646521e-001
1.057314787585164e-002	-2.577206e-001	-2.209616e-001
1.059267912585164e-002	-2.591304e-001	-2.739476e-001
1.061221037585164e-002	-2.566766e-001	-3.228132e-001
1.063174162585164e-002	-2.503952e-001	-3.668234e-001
1.065127287585164e-002	-2.403766e-001	-4.053162e-001
1.067080412585164e-002	-2.267647e-001	-4.377127e-001
1.069033537585164e-002	-2.097554e-001	-4.635255e-001
1.070986662585164e-002	-1.895946e-001	-4.823666e-001
1.072939787585164e-002	-1.666929e-001	-4.943219e-001
1.074507072084617e-002	-1.464012e-001	-4.983624e-001
1.076316738315329e-002	-1.210677e-001	-4.965540e-001
1.078269863315329e-002	-9.204255e-002	-4.876439e-001
1.080222988315329e-002	-6.164020e-002	-4.715371e-001
1.082176113315328e-002	-3.027972e-002	-4.483379e-001
1.084129238315328e-002	1.565518e-003	-4.183953e-001
1.086082363315328e-002	3.341305e-002	-3.821597e-001
1.088035488315328e-002	6.477901e-002	-3.401760e-001
1.089988613315328e-002	9.518596e-002	-2.930758e-001
1.091941738315328e-002	1.241705e-001	-2.415674e-001
1.093894863315328e-002	1.512905e-001	-1.864256e-001
1.095847988315328e-002	1.761325e-001	-1.284798e-001
1.097801113315328e-002	1.983178e-001	-6.860157e-002
1.099754238315328e-002	2.175084e-001	-7.691493e-003
1.101707363315328e-002	2.334124e-001	5.333427e-002
1.103660488315328e-002	2.457880e-001	1.135578e-001
1.105613613315328e-002	2.544478e-001	1.720734e-001
1.107566738315328e-002	2.592609e-001	2.280008e-001
1.109519863315328e-002	2.601554e-001	2.804989e-001
1.111472988315328e-002	2.571190e-001	3.287780e-001
1.113426113315328e-002	2.501993e-001	3.721119e-001
1.115379238315328e-002	2.395028e-001	4.098490e-001
1.117332363315328e-002	2.251934e-001	4.414216e-001
1.119285488315328e-002	2.074900e-001	4.663547e-001
