time	V(n002)
Step Information: F=10  (Run: 1/7)
6.390282795322209e-002	-1.042555e-001
6.391192071090589e-002	-6.510638e-001
6.392104482223894e-002	-1.135822e+000
6.393347777730300e-002	-1.671333e+000
6.393873548129565e-002	-1.838302e+000
6.394257317417559e-002	-1.920208e+000
6.394569718008836e-002	-1.963958e+000
6.394896619799523e-002	-1.987515e+000
6.395261564076468e-002	-1.987226e+000
6.395725724741573e-002	-1.943399e+000
6.396477770871534e-002	-1.778745e+000
6.397585596563842e-002	-1.375476e+000
6.398846529497093e-002	-7.502788e-001
6.399785782759154e-002	-2.016401e-001
6.400634810561898e-002	3.194970e-001
6.401502882572403e-002	8.247269e-001
6.402559854394467e-002	1.351460e+000
6.403585414962500e-002	1.751579e+000
6.404045304246731e-002	1.879015e+000
6.404385385611724e-002	1.940448e+000
6.404726567938734e-002	1.976290e+000
6.405150994604551e-002	1.989428e+000
6.405545831736083e-002	1.966497e+000
6.406187109643734e-002	1.853405e+000
6.407215822240717e-002	1.528507e+000
6.408408724621109e-002	9.864201e-001
6.409432020732182e-002	4.132776e-001
6.410296775621535e-002	-1.140320e-001
6.411201338539421e-002	-6.574472e-001
6.412121050678472e-002	-1.144710e+000
6.413363678455150e-002	-1.677313e+000
6.413884944819914e-002	-1.841572e+000
6.414265779057610e-002	-1.921909e+000
6.414580245177859e-002	-1.965345e+000
6.414898966696953e-002	-1.987852e+000
6.415262437134878e-002	-1.987165e+000
6.415727144501586e-002	-1.942971e+000
6.416480059563265e-002	-1.777619e+000
6.417589205312195e-002	-1.373118e+000
6.418850849499203e-002	-7.468819e-001
6.419789905934735e-002	-1.980865e-001
6.420638930591903e-002	3.230242e-001
6.421506779619440e-002	8.277724e-001
6.422565932731263e-002	1.354935e+000
6.423587634024278e-002	1.752784e+000
6.424046922042194e-002	1.879708e+000
6.424386597213239e-002	1.940856e+000
6.424728030320055e-002	1.975733e+000
6.425198706068717e-002	1.987162e+000
6.425623475700693e-002	1.957157e+000
6.426312716957333e-002	1.822436e+000
6.427379348013994e-002	1.462188e+000
6.428601900421170e-002	8.838008e-001
6.429557354329669e-002	3.380257e-001
6.430408376231231e-002	-1.835506e-001
6.431291883573154e-002	-7.096785e-001
6.432261327451827e-002	-1.211516e+000
6.433504654725283e-002	-1.723394e+000
6.433986597067183e-002	-1.865981e+000
6.434341483414713e-002	-1.934003e+000
6.434673687186551e-002	-1.974014e+000
6.434990980432534e-002	-1.991770e+000
6.435296647586328e-002	-1.986999e+000
6.435782767073538e-002	-1.934348e+000
6.436569652017160e-002	-1.751428e+000
6.437701782721626e-002	-1.322764e+000
6.438983280666845e-002	-6.717930e-001
6.439919034633808e-002	-1.194246e-001
6.440767807787509e-002	4.006588e-001
6.441630660499631e-002	8.944219e-001
6.442736995863130e-002	1.430523e+000
6.443650760851356e-002	1.773026e+000
6.444093046532762e-002	1.889484e+000
6.444421179870299e-002	1.945685e+000
6.444769836169009e-002	1.978969e+000
6.445214326382028e-002	1.987201e+000
6.445648889887658e-002	1.953897e+000
6.446353781441740e-002	1.811906e+000
6.447430902593164e-002	1.440846e+000
6.448663303641343e-002	8.505021e-001
6.449613767071347e-002	3.042405e-001
6.450464162709342e-002	-2.174132e-001
6.451342732117726e-002	-7.379487e-001
6.452334596543598e-002	-1.244777e+000
6.453581004296111e-002	-1.746495e+000
6.454042089407507e-002	-1.878160e+000
6.454382978229904e-002	-1.939998e+000
6.454723662739505e-002	-1.976041e+000
6.455147407982749e-002	-1.989531e+000
6.455539994048605e-002	-1.967207e+000
6.456177657252338e-002	-1.855824e+000
6.457200835788624e-002	-1.534674e+000
6.458392358259489e-002	-9.951794e-001
6.459423950304641e-002	-4.184428e-001
6.460290579216704e-002	1.097231e-001
6.461197206073613e-002	6.546287e-001
6.462113693452645e-002	1.140791e+000
6.463356613241782e-002	1.674680e+000
6.463879879138738e-002	1.840137e+000
6.464262017304999e-002	1.921167e+000
6.464575565416270e-002	1.964740e+000
6.464897923298439e-002	1.987709e+000
6.465262048989352e-002	1.987196e+000
6.465726513304226e-002	1.943161e+000
6.466479042067080e-002	1.778113e+000
6.467587618331491e-002	1.374144e+000
6.468848950915057e-002	7.483590e-001
6.469788092145670e-002	1.996306e-001
6.470637118252776e-002	-3.214930e-001
6.471505064153496e-002	-8.264517e-001
6.472563270340973e-002	-1.353429e+000
6.473586661303131e-002	-1.752268e+000
6.474046212854488e-002	-1.879415e+000
6.474386066075855e-002	-1.940686e+000
6.474727389227383e-002	-1.975634e+000
6.475198466313563e-002	-1.987180e+000
6.475623085596002e-002	-1.957282e+000
6.476312086426563e-002	-1.822768e+000
6.477378241130415e-002	-1.462935e+000
6.478600564428909e-002	-8.848965e-001
6.479556213996822e-002	-3.391226e-001
6.480407256027766e-002	1.824510e-001
6.481290925268882e-002	7.087619e-001
6.482259631306513e-002	1.210427e+000
6.483502857352194e-002	1.722642e+000
6.483985294336568e-002	1.865547e+000
6.484340510669355e-002	1.933763e+000
6.484672517944286e-002	1.973887e+000
6.484988506594731e-002	1.991697e+000
6.485295728098552e-002	1.987033e+000
6.485781272353845e-002	1.934674e+000
6.486567246338054e-002	1.752330e+000
6.487698506597311e-002	1.324533e+000
6.488979413062200e-002	6.743502e-001
6.489915294967764e-002	1.220775e-001
6.490764075949354e-002	-3.980560e-001
6.491627094584143e-002	-8.922029e-001
6.492731855790046e-002	-1.428060e+000
6.493648922782679e-002	-1.772286e+000
6.494091700765538e-002	-1.889093e+000
6.494420169804410e-002	-1.945472e+000
6.494768613377447e-002	-1.978843e+000
6.495213869874737e-002	-1.987216e+000
6.495648147196952e-002	-1.954058e+000
6.496352581756308e-002	-1.812363e+000
6.497429144341191e-002	-1.441821e+000
6.498661197122320e-002	-8.519587e-001
6.499611902958813e-002	-3.056994e-001
6.500462326212723e-002	2.159565e-001
6.501341107889852e-002	7.367377e-001
6.502332006101311e-002	1.243362e+000
6.503578280112277e-002	1.745532e+000
6.504040104297773e-002	1.877623e+000
6.504381491897986e-002	1.939713e+000
6.504721869363454e-002	1.975881e+000
6.505145193912985e-002	1.989591e+000
6.505536390306933e-002	1.967641e+000
6.506171821501264e-002	1.857310e+000
6.507191580212381e-002	1.538473e+000
6.508382237746922e-002	1.000592e+000
6.509418986441178e-002	4.216323e-001
6.510286783278678e-002	-1.070642e-001
6.511194694013858e-002	-6.528937e-001
6.512109196896099e-002	-1.138374e+000
6.513352298626769e-002	-1.673054e+000
6.513876786988498e-002	-1.839247e+000
6.514259721609056e-002	-1.920704e+000
6.514572709284834e-002	-1.964363e+000
6.514897286580174e-002	-1.987617e+000
6.515261812125996e-002	-1.987213e+000
6.515726128118822e-002	-1.943279e+000
6.516478421135777e-002	-1.778421e+000
6.517586636125886e-002	-1.374789e+000
6.518847774915125e-002	-7.492870e-001
6.519786970026970e-002	-2.006012e-001
6.520635996975321e-002	3.205296e-001
6.521504003775058e-002	8.256199e-001
6.522561614058053e-002	1.352480e+000
6.523586056771950e-002	1.751938e+000
6.524045772129183e-002	1.879225e+000
6.524385736009190e-002	1.940574e+000
6.524726990846028e-002	1.975568e+000
6.525198317323833e-002	1.987189e+000
6.525622843175030e-002	1.957360e+000
6.526311694595768e-002	1.822978e+000
6.527377542836860e-002	1.463411e+000
6.528599721233433e-002	8.855954e-001
6.529555496347908e-002	3.398227e-001
6.530406551241305e-002	-1.817484e-001
6.531290323956303e-002	-7.081757e-001
6.532258558496538e-002	-1.209729e+000
6.533501719870649e-002	-1.722159e+000
6.533984469980964e-002	-1.865267e+000
6.534339895158584e-002	-1.933606e+000
6.534671778154703e-002	-1.973803e+000
6.534986941365324e-002	-1.991647e+000
6.535295146324462e-002	-1.987052e+000
6.535780326613655e-002	-1.934879e+000
6.536565724159560e-002	-1.752901e+000
6.537696427726820e-002	-1.325659e+000
6.538976958065022e-002	-6.759793e-001
6.539912921844665e-002	-1.237686e-001
6.540761707742925e-002	3.963958e-001
6.541624832166086e-002	8.907862e-001
6.542728589025151e-002	1.426486e+000
6.543647754041769e-002	1.771810e+000
6.544090845140814e-002	1.888839e+000
6.544419527647537e-002	1.945332e+000
6.544767836032688e-002	1.978760e+000
6.545213579655881e-002	1.987223e+000
6.545647675039096e-002	1.954159e+000
6.546351819057382e-002	1.812654e+000
6.547428021075898e-002	1.442447e+000
6.548659851063214e-002	8.528936e-001
6.549610713078621e-002	3.066364e-001
6.550461154068307e-002	-2.150201e-001
6.551340072219557e-002	-7.359585e-001
6.552330349284853e-002	-1.242451e+000
6.553576537348699e-002	-1.744911e+000
6.554038834544022e-002	-1.877275e+000
6.554380541256752e-002	-1.939526e+000
6.554720722465146e-002	-1.975775e+000
6.555143777951923e-002	-1.989626e+000
6.555534085587687e-002	-1.967915e+000
6.556168089108104e-002	-1.858257e+000
6.557185659319667e-002	-1.540897e+000
6.558375758563849e-002	-1.004054e+000
6.559415819206189e-002	-4.236718e-001
6.560284367386295e-002	1.053645e-001
6.561193103086484e-002	6.517860e-001
6.562106339547628e-002	1.136829e+000
6.563349558338173e-002	1.672013e+000
6.563874823654195e-002	1.838676e+000
6.564258264182214e-002	1.920405e+000
6.564570895985798e-002	1.964119e+000
6.564896882372689e-002	1.987556e+000
6.565261661756831e-002	1.987222e+000
6.565725883589148e-002	1.943352e+000
6.566478026942614e-002	1.778618e+000
6.567586007211854e-002	1.375204e+000
6.568847021549397e-002	7.498860e-001
6.569786251709010e-002	2.012284e-001
6.570635279177285e-002	-3.199064e-001
6.571503325339420e-002	-8.250813e-001
6.572560550261766e-002	-1.351865e+000
6.573585668718769e-002	-1.751722e+000
6.574045489233911e-002	-1.879099e+000
6.574385524147799e-002	-1.940499e+000
6.574726735141327e-002	-1.975523e+000
6.575198221692004e-002	-1.987193e+000
6.575622687572477e-002	-1.957409e+000
6.576311443090466e-002	-1.823113e+000
6.577377090617639e-002	-1.463720e+000
6.578599175034636e-002	-8.860503e-001
6.579555032263307e-002	-3.402790e-001
6.580406095552063e-002	1.812899e-001
6.581289935791619e-002	7.077926e-001
6.582257862710329e-002	1.209273e+000
6.583500981898172e-002	1.721842e+000
6.583983935193906e-002	1.865082e+000
6.584339495869962e-002	1.933502e+000
6.584671298268215e-002	1.973746e+000
6.584985926028282e-002	1.991612e+000
6.585294768936702e-002	1.987062e+000
6.585779713123464e-002	1.935011e+000
6.586564736717918e-002	1.753271e+000
6.587695076916517e-002	1.326391e+000
6.588975362541269e-002	6.770398e-001
6.589911379788206e-002	1.248703e-001
6.590760168863270e-002	-3.953135e-001
6.591623362220095e-002	-8.898621e-001
6.592726464384280e-002	-1.425459e+000
6.593646993660479e-002	-1.771497e+000
6.594090288508001e-002	-1.888672e+000
6.594419109901323e-002	-1.945239e+000
6.594767330364448e-002	-1.978703e+000
6.595213390861808e-002	-1.987226e+000
6.595647367888900e-002	-1.954224e+000
6.596351322898363e-002	-1.812842e+000
6.597427288305208e-002	-1.442855e+000
6.598658972834738e-002	-8.535047e-001
6.599609937236436e-002	-3.072494e-001
6.600460389833721e-002	2.144070e-001
6.601339397347315e-002	7.354478e-001
6.602329267747152e-002	1.241854e+000
6.603575399555257e-002	1.744502e+000
6.604038005645911e-002	1.877045e+000
6.604379920707508e-002	1.939402e+000
6.604719973857991e-002	1.975704e+000
6.605142853712362e-002	1.989646e+000
6.605532581219789e-002	1.968091e+000
6.606165652754847e-002	1.858872e+000
6.607181793871229e-002	1.542478e+000
6.608371526663900e-002	1.006314e+000
6.609413754895431e-002	4.250026e-001
6.610282795322185e-002	-1.042555e-001
6.611192071090576e-002	-6.510638e-001
6.612104482223864e-002	-1.135822e+000
6.613347777730272e-002	-1.671333e+000
6.613873548129545e-002	-1.838302e+000
6.614257317417545e-002	-1.920208e+000
6.614569718008818e-002	-1.963958e+000
6.614896619799518e-002	-1.987515e+000
6.615261564076466e-002	-1.987226e+000
6.615725724741570e-002	-1.943399e+000
6.616477770871529e-002	-1.778745e+000
6.617585596563830e-002	-1.375476e+000
6.618846529497079e-002	-7.502788e-001
6.619785782759140e-002	-2.016401e-001
6.620634810561883e-002	3.194970e-001
6.621502882572390e-002	8.247269e-001
6.622559854394444e-002	1.351460e+000
6.623585414962492e-002	1.751579e+000
6.624045304246726e-002	1.879015e+000
6.624385385611721e-002	1.940448e+000
6.624726567938730e-002	1.976290e+000
6.625150994604546e-002	1.989428e+000
6.625545831736075e-002	1.966497e+000
6.626187109643722e-002	1.853405e+000
6.627215822240697e-002	1.528507e+000
6.628408724621085e-002	9.864201e-001
6.629432020732173e-002	4.132776e-001
6.630296775621530e-002	-1.140320e-001
6.631201338539421e-002	-6.574472e-001
6.632121050678463e-002	-1.144710e+000
6.633363678455141e-002	-1.677313e+000
6.633884944819908e-002	-1.841572e+000
6.634265779057605e-002	-1.921909e+000
6.634580245177853e-002	-1.965345e+000
6.634898966696951e-002	-1.987852e+000
6.635262437134877e-002	-1.987165e+000
6.635727144501585e-002	-1.942971e+000
6.636480059563264e-002	-1.777619e+000
6.637589205312190e-002	-1.373118e+000
6.638850849499196e-002	-7.468819e-001
6.639789905934729e-002	-1.980865e-001
6.640638930591897e-002	3.230242e-001
6.641506779619434e-002	8.277724e-001
6.642565932731250e-002	1.354935e+000
6.643587634024271e-002	1.752784e+000
6.644046922042191e-002	1.879708e+000
6.644386597213237e-002	1.940856e+000
6.644728030320052e-002	1.975733e+000
6.645198706068715e-002	1.987162e+000
6.645623475700689e-002	1.957157e+000
6.646312716957327e-002	1.822436e+000
6.647379348013982e-002	1.462188e+000
6.648601900421157e-002	8.838008e-001
6.649557354329658e-002	3.380257e-001
6.650408376231219e-002	-1.835506e-001
6.651291883573143e-002	-7.096785e-001
6.652261327451808e-002	-1.211516e+000
6.653504654725263e-002	-1.723394e+000
6.653986597067170e-002	-1.865981e+000
6.654341483414705e-002	-1.934003e+000
6.654673687186544e-002	-1.974014e+000
6.654990980432519e-002	-1.991770e+000
6.655296647586323e-002	-1.986999e+000
6.655782767073531e-002	-1.934348e+000
6.656569652017150e-002	-1.751428e+000
6.657701782721609e-002	-1.322764e+000
6.658983280666823e-002	-6.717930e-001
6.659919034633786e-002	-1.194246e-001
6.660767807787488e-002	4.006588e-001
6.661630660499611e-002	8.944219e-001
6.662736995863100e-002	1.430523e+000
6.663650760851346e-002	1.773026e+000
6.664093046532753e-002	1.889484e+000
6.664421179870292e-002	1.945685e+000
6.664769836168999e-002	1.978969e+000
6.665214326382024e-002	1.987201e+000
6.665648889887652e-002	1.953897e+000
6.666353781441729e-002	1.811906e+000
6.667430902593149e-002	1.440846e+000
6.668663303641326e-002	8.505021e-001
6.669613767071332e-002	3.042405e-001
6.670464162709328e-002	-2.174132e-001
6.671342732117713e-002	-7.379487e-001
6.672334596543578e-002	-1.244777e+000
6.673581004296089e-002	-1.746495e+000
6.674042089407491e-002	-1.878160e+000
6.674382978229893e-002	-1.939998e+000
6.674723662739490e-002	-1.976041e+000
6.675147407982730e-002	-1.989531e+000
6.675539994048574e-002	-1.967207e+000
6.676177657252287e-002	-1.855824e+000
6.677200835788544e-002	-1.534674e+000
6.678392358259402e-002	-9.951794e-001
6.679423950304599e-002	-4.184428e-001
6.680290579216672e-002	1.097231e-001
6.681197206073591e-002	6.546287e-001
6.682113693452607e-002	1.140791e+000
6.683356613241745e-002	1.674680e+000
6.683879879138711e-002	1.840137e+000
6.684262017304979e-002	1.921167e+000
6.684575565416245e-002	1.964740e+000
6.684897923298433e-002	1.987709e+000
6.685262048989349e-002	1.987196e+000
6.685726513304222e-002	1.943161e+000
6.686479042067071e-002	1.778113e+000
6.687587618331481e-002	1.374144e+000
6.688848950915045e-002	7.483590e-001
6.689788092145658e-002	1.996306e-001
6.690637118252764e-002	-3.214930e-001
6.691505064153484e-002	-8.264517e-001
6.692563270340955e-002	-1.353429e+000
6.693586661303125e-002	-1.752268e+000
6.694046212854483e-002	-1.879415e+000
6.694386066075853e-002	-1.940686e+000
6.694727389227383e-002	-1.975634e+000
6.695198466313562e-002	-1.987180e+000
6.695623085596003e-002	-1.957282e+000
6.696312086426563e-002	-1.822768e+000
6.697378241130413e-002	-1.462935e+000
6.698600564428907e-002	-8.848965e-001
6.699556213996821e-002	-3.391226e-001
6.700407256027766e-002	1.824510e-001
6.701290925268881e-002	7.087619e-001
6.702259631306509e-002	1.210427e+000
6.703502857352191e-002	1.722642e+000
6.703985294336566e-002	1.865547e+000
6.704340510669353e-002	1.933763e+000
6.704672517944282e-002	1.973887e+000
6.704988506594725e-002	1.991697e+000
6.705295728098548e-002	1.987033e+000
6.705781272353839e-002	1.934674e+000
6.706567246338044e-002	1.752330e+000
6.707698506597297e-002	1.324533e+000
6.708979413062183e-002	6.743502e-001
6.709915294967749e-002	1.220775e-001
6.710764075949338e-002	-3.980560e-001
6.711627094584129e-002	-8.922029e-001
6.712731855790025e-002	-1.428060e+000
6.713648922782671e-002	-1.772286e+000
6.714091700765533e-002	-1.889093e+000
6.714420169804405e-002	-1.945472e+000
6.714768613377441e-002	-1.978843e+000
6.715213869874735e-002	-1.987216e+000
6.715648147196948e-002	-1.954058e+000
6.716352581756303e-002	-1.812363e+000
6.717429144341182e-002	-1.441821e+000
6.718661197122310e-002	-8.519587e-001
6.719611902958804e-002	-3.056994e-001
6.720462326212714e-002	2.159565e-001
6.721341107889844e-002	7.367377e-001
6.722332006101298e-002	1.243362e+000
6.723578280112262e-002	1.745532e+000
6.724040104297761e-002	1.877623e+000
6.724381491897975e-002	1.939713e+000
6.724721869363440e-002	1.975881e+000
6.725145193912968e-002	1.989591e+000
6.725536390306906e-002	1.967641e+000
6.726171821501220e-002	1.857310e+000
6.727191580212312e-002	1.538473e+000
6.728382237746847e-002	1.000592e+000
6.729418986441141e-002	4.216323e-001
6.730286783278651e-002	-1.070642e-001
6.731194694013841e-002	-6.528937e-001
6.732109196896066e-002	-1.138374e+000
6.733352298626738e-002	-1.673054e+000
6.733876786988476e-002	-1.839247e+000
6.734259721609039e-002	-1.920704e+000
6.734572709284813e-002	-1.964363e+000
6.734897286580167e-002	-1.987617e+000
6.735261812125994e-002	-1.987213e+000
6.735726128118817e-002	-1.943279e+000
6.736478421135769e-002	-1.778421e+000
6.737586636125875e-002	-1.374789e+000
6.738847774915112e-002	-7.492870e-001
6.739786970026956e-002	-2.006012e-001
6.740635996975308e-002	3.205296e-001
6.741504003775047e-002	8.256199e-001
6.742561614058036e-002	1.352480e+000
6.743586056771943e-002	1.751938e+000
6.744045772129179e-002	1.879225e+000
6.744385736009186e-002	1.940574e+000
6.744726990846021e-002	1.975568e+000
6.745198317323831e-002	1.987189e+000
6.745622843175028e-002	1.957360e+000
6.746311694595765e-002	1.822978e+000
6.747377542836854e-002	1.463411e+000
6.748599721233425e-002	8.855954e-001
6.749555496347902e-002	3.398227e-001
6.750406551241299e-002	-1.817484e-001
6.751290323956297e-002	-7.081757e-001
6.752258558496528e-002	-1.209729e+000
6.753501719870639e-002	-1.722159e+000
6.753984469980956e-002	-1.865267e+000
6.754339895158577e-002	-1.933606e+000
6.754671778154694e-002	-1.973803e+000
6.754986941365307e-002	-1.991647e+000
6.755295146324455e-002	-1.987052e+000
6.755780326613645e-002	-1.934879e+000
6.756565724159544e-002	-1.752901e+000
6.757696427726798e-002	-1.325659e+000
6.758976958064995e-002	-6.759793e-001
6.759912921844639e-002	-1.237686e-001
6.760761707742899e-002	3.963958e-001
6.761624832166061e-002	8.907862e-001
6.762728589025115e-002	1.426486e+000
6.763647754041756e-002	1.771810e+000
6.764090845140804e-002	1.888839e+000
6.764419527647529e-002	1.945332e+000
6.764767836032679e-002	1.978760e+000
6.765213579655878e-002	1.987223e+000
6.765647675039091e-002	1.954159e+000
6.766351819057374e-002	1.812654e+000
6.767428021075886e-002	1.442447e+000
6.768659851063201e-002	8.528936e-001
6.769610713078610e-002	3.066364e-001
6.770461154068296e-002	-2.150201e-001
6.771340072219546e-002	-7.359585e-001
6.772330349284836e-002	-1.242451e+000
6.773576537348680e-002	-1.744911e+000
6.774038834544008e-002	-1.877275e+000
6.774380541256740e-002	-1.939526e+000
6.774720722465132e-002	-1.975775e+000
6.775143777951904e-002	-1.989626e+000
6.775534085587658e-002	-1.967915e+000
6.776168089108055e-002	-1.858257e+000
6.777185659319589e-002	-1.540897e+000
6.778375758563764e-002	-1.004054e+000
6.779415819206146e-002	-4.236718e-001
6.780284367386261e-002	1.053645e-001
6.781193103086461e-002	6.517860e-001
6.782106339547589e-002	1.136829e+000
6.783349558338135e-002	1.672013e+000
6.783874823654168e-002	1.838676e+000
6.784258264182194e-002	1.920405e+000
6.784570895985773e-002	1.964119e+000
6.784896882372685e-002	1.987556e+000
6.785261661756831e-002	1.987222e+000
6.785725883589147e-002	1.943352e+000
6.786478026942613e-002	1.778618e+000
6.787586007211852e-002	1.375204e+000
6.788847021549395e-002	7.498860e-001
6.789786251709008e-002	2.012284e-001
6.790635279177283e-002	-3.199064e-001
6.791503325339418e-002	-8.250813e-001
6.792560550261763e-002	-1.351865e+000
6.793585668718769e-002	-1.751722e+000
6.794045489233910e-002	-1.879099e+000
6.794385524147799e-002	-1.940499e+000
6.794726735141327e-002	-1.975523e+000
6.795198221692003e-002	-1.987193e+000
6.795622687572477e-002	-1.957409e+000
6.796311443090465e-002	-1.823113e+000
6.797377090617639e-002	-1.463720e+000
6.798599175034635e-002	-8.860503e-001
6.799555032263308e-002	-3.402790e-001
6.800406095552064e-002	1.812899e-001
6.801289935791620e-002	7.077926e-001
6.802257862710329e-002	1.209273e+000
6.803500981898171e-002	1.721842e+000
6.803983935193905e-002	1.865082e+000
6.804339495869961e-002	1.933502e+000
6.804671298268217e-002	1.973746e+000
6.804985926028287e-002	1.991612e+000
6.805294768936702e-002	1.987062e+000
6.805779713123465e-002	1.935011e+000
6.806564736717920e-002	1.753271e+000
6.807695076916519e-002	1.326391e+000
6.808975362541271e-002	6.770398e-001
6.809911379788208e-002	1.248703e-001
6.810760168863272e-002	-3.953135e-001
6.811623362220097e-002	-8.898621e-001
6.812726464384282e-002	-1.425459e+000
6.813646993660480e-002	-1.771497e+000
6.814090288508000e-002	-1.888672e+000
6.814419109901324e-002	-1.945239e+000
6.814767330364450e-002	-1.978703e+000
6.815213390861809e-002	-1.987226e+000
6.815647367888902e-002	-1.954224e+000
6.816351322898366e-002	-1.812842e+000
6.817427288305210e-002	-1.442855e+000
6.818658972834740e-002	-8.535047e-001
6.819609937236439e-002	-3.072494e-001
6.820460389833723e-002	2.144070e-001
6.821339397347317e-002	7.354478e-001
6.822329267747154e-002	1.241854e+000
6.823575399555260e-002	1.744502e+000
6.824038005645913e-002	1.877045e+000
6.824379920707507e-002	1.939402e+000
6.824719973857987e-002	1.975704e+000
6.825142853712357e-002	1.989646e+000
6.825532581219782e-002	1.968091e+000
6.826165652754834e-002	1.858872e+000
6.827181793871208e-002	1.542478e+000
6.828371526663878e-002	1.006314e+000
6.829413754895421e-002	4.250026e-001
6.830282795322178e-002	-1.042555e-001
6.831192071090571e-002	-6.510638e-001
6.832104482223855e-002	-1.135822e+000
6.833347777730263e-002	-1.671333e+000
6.833873548129539e-002	-1.838302e+000
6.834257317417540e-002	-1.920208e+000
6.834569718008812e-002	-1.963958e+000
6.834896619799516e-002	-1.987515e+000
6.835261564076466e-002	-1.987226e+000
6.835725724741569e-002	-1.943399e+000
6.836477770871528e-002	-1.778745e+000
6.837585596563828e-002	-1.375476e+000
6.838846529497077e-002	-7.502788e-001
6.839785782759138e-002	-2.016401e-001
6.840634810561881e-002	3.194970e-001
6.841502882572388e-002	8.247269e-001
6.842559854394441e-002	1.351460e+000
6.843585414962491e-002	1.751579e+000
6.844045304246725e-002	1.879015e+000
6.844385385611720e-002	1.940448e+000
6.844726567938729e-002	1.976290e+000
6.845150994604546e-002	1.989428e+000
6.845545831736075e-002	1.966497e+000
6.846187109643721e-002	1.853405e+000
6.847215822240696e-002	1.528507e+000
6.848408724621084e-002	9.864201e-001
6.849432020732171e-002	4.132776e-001
6.850296775621528e-002	-1.140320e-001
6.851201338539419e-002	-6.574472e-001
6.852121050678463e-002	-1.144710e+000
6.853363678455141e-002	-1.677313e+000
6.853884944819906e-002	-1.841572e+000
6.854265779057603e-002	-1.921909e+000
6.854580245177849e-002	-1.965345e+000
6.854898966696950e-002	-1.987852e+000
6.855262437134876e-002	-1.987165e+000
6.855727144501583e-002	-1.942971e+000
6.856480059563261e-002	-1.777619e+000
6.857589205312188e-002	-1.373118e+000
6.858850849499194e-002	-7.468819e-001
6.859789905934727e-002	-1.980865e-001
6.860638930591895e-002	3.230242e-001
6.861506779619432e-002	8.277724e-001
6.862565932731249e-002	1.354935e+000
6.863587634024272e-002	1.752784e+000
6.864046922042191e-002	1.879708e+000
6.864386597213237e-002	1.940856e+000
6.864728030320053e-002	1.975733e+000
6.865198706068716e-002	1.987162e+000
6.865623475700690e-002	1.957157e+000
6.866312716957328e-002	1.822436e+000
6.867379348013983e-002	1.462188e+000
6.868601900421158e-002	8.838008e-001
6.869557354329658e-002	3.380257e-001
6.870408376231220e-002	-1.835506e-001
6.871291883573144e-002	-7.096785e-001
6.872261327451811e-002	-1.211516e+000
6.873504654725265e-002	-1.723394e+000
6.873986597067171e-002	-1.865981e+000
6.874341483414705e-002	-1.934003e+000
6.874673687186542e-002	-1.974014e+000
6.874990980432515e-002	-1.991770e+000
6.875296647586321e-002	-1.986999e+000
6.875782767073527e-002	-1.934348e+000
6.876569652017142e-002	-1.751428e+000
6.877701782721601e-002	-1.322764e+000
6.878983280666816e-002	-6.717930e-001
6.879919034633779e-002	-1.194246e-001
6.880767807787480e-002	4.006588e-001
6.881630660499603e-002	8.944219e-001
6.882736995863090e-002	1.430523e+000
6.883650760851343e-002	1.773026e+000
6.884093046532752e-002	1.889484e+000
6.884421179870291e-002	1.945685e+000
6.884769836168998e-002	1.978969e+000
6.885214326382023e-002	1.987201e+000
6.885648889887651e-002	1.953897e+000
6.886353781441729e-002	1.811906e+000
6.887430902593149e-002	1.440846e+000
6.888663303641325e-002	8.505021e-001
6.889613767071331e-002	3.042405e-001
6.890464162709327e-002	-2.174132e-001
6.891342732117713e-002	-7.379487e-001
6.892334596543577e-002	-1.244777e+000
6.893581004296089e-002	-1.746495e+000
6.894042089407490e-002	-1.878160e+000
6.894382978229892e-002	-1.939998e+000
6.894723662739490e-002	-1.976041e+000
6.895147407982730e-002	-1.989531e+000
6.895539994048573e-002	-1.967207e+000
6.896177657252287e-002	-1.855824e+000
6.897200835788543e-002	-1.534674e+000
6.898392358259402e-002	-9.951794e-001
6.899423950304598e-002	-4.184428e-001
6.900290579216671e-002	1.097231e-001
6.901197206073591e-002	6.546287e-001
6.902113693452606e-002	1.140791e+000
6.903356613241744e-002	1.674680e+000
6.903879879138712e-002	1.840137e+000
6.904262017304980e-002	1.921167e+000
6.904575565416246e-002	1.964740e+000
6.904897923298434e-002	1.987709e+000
6.905262048989350e-002	1.987196e+000
6.905726513304222e-002	1.943161e+000
6.906479042067074e-002	1.778113e+000
6.907587618331482e-002	1.374144e+000
6.908848950915046e-002	7.483590e-001
6.909788092145661e-002	1.996306e-001
6.910637118252766e-002	-3.214930e-001
6.911505064153486e-002	-8.264517e-001
6.912563270340957e-002	-1.353429e+000
6.913586661303126e-002	-1.752268e+000
6.914046212854484e-002	-1.879415e+000
6.914386066075852e-002	-1.940686e+000
6.914727389227381e-002	-1.975634e+000
6.915198466313562e-002	-1.987180e+000
6.915623085596001e-002	-1.957282e+000
6.916312086426561e-002	-1.822768e+000
6.917378241130411e-002	-1.462935e+000
6.918600564428905e-002	-8.848965e-001
6.919556213996819e-002	-3.391226e-001
6.920407256027764e-002	1.824510e-001
6.921290925268880e-002	7.087619e-001
6.922259631306507e-002	1.210427e+000
6.923502857352189e-002	1.722642e+000
6.923985294336565e-002	1.865547e+000
