Freq.	V(salida)
Step Information: C=100n  (Run: 1/5)
3.23593656929623e+004	4.82114829257857e-001,2.32828037618204e-003
3.31131121482586e+004	4.82115333173749e-001,2.27528461251988e-003
3.38844156139197e+004	4.82115814410668e-001,2.22349502165430e-003
3.46736850452526e+004	4.82116273989251e-001,2.17288415830556e-003
3.54813389233570e+004	4.82116712884206e-001,2.12342520118861e-003
3.63078054770096e+004	4.82117132026376e-001,2.07509193891734e-003
3.71535229097167e+004	4.82117532304718e-001,2.02785875610245e-003
3.80189396320555e+004	4.82117914568185e-001,1.98170061990331e-003
3.89045144994275e+004	4.82118279627526e-001,1.93659306674167e-003
3.98107170553491e+004	4.82118628257003e-001,1.89251218937158e-003
4.07380277804107e+004	4.82118961196038e-001,1.84943462432784e-003
4.16869383470329e+004	4.82119279150775e-001,1.80733753950704e-003
4.26579518801586e+004	4.82119582795582e-001,1.76619862208931e-003
4.36515832240159e+004	4.82119872774477e-001,1.72599606682579e-003
4.46683592150956e+004	4.82120149702496e-001,1.68670856447044e-003
4.57088189614868e+004	4.82120414166996e-001,1.64831529044849e-003
4.67735141287191e+004	4.82120666728903e-001,1.61079589394456e-003
4.78630092322631e+004	4.82120907923898e-001,1.57413048708759e-003
4.89778819368439e+004	4.82121138263554e-001,1.53829963445917e-003
5.01187233627264e+004	4.82121358236422e-001,1.50328434275408e-003
5.12861383991357e+004	4.82121568309067e-001,1.46906605082937e-003
5.24807460249764e+004	4.82121768927055e-001,1.43562661975191e-003
5.37031796370244e+004	4.82121960515902e-001,1.40294832337461e-003
5.49540873857616e+004	4.82122143481973e-001,1.37101383877629e-003
5.62341325190340e+004	4.82122318213342e-001,1.33980623721611e-003
5.75439937337148e+004	4.82122485080622e-001,1.30930897511420e-003
5.88843655355580e+004	4.82122644437745e-001,1.27950588534456e-003
6.02559586074348e+004	4.82122796622713e-001,1.25038116859859e-003
6.16595001861472e+004	4.82122941958319e-001,1.22191938512506e-003
6.30957344480183e+004	4.82123080752827e-001,1.19410544645750e-003
6.45654229034645e+004	4.82123213300627e-001,1.16692460749455e-003
6.60693448007586e+004	4.82123339882861e-001,1.14036245860571e-003
6.76082975391971e+004	4.82123460768018e-001,1.11440491818093e-003
6.91830970918925e+004	4.82123576212503e-001,1.08903822492223e-003
7.07945784384127e+004	4.82123686461181e-001,1.06424893076865e-003
7.24435960074979e+004	4.82123791747899e-001,1.04002389367361e-003
7.41310241300906e+004	4.82123892295976e-001,1.01635027064849e-003
7.58577575029172e+004	4.82123988318684e-001,9.93215510967393e-004
7.76247116628679e+004	4.82124080019693e-001,9.70607349573940e-004
7.94328234724269e+004	4.82124167593510e-001,9.48513800502728e-004
8.12830516164086e+004	4.82124251225884e-001,9.26923150568603e-004
8.31763771102658e+004	4.82124331094209e-001,9.05823953106887e-004
8.51138038202363e+004	4.82124407367892e-001,8.85205022071792e-004
8.70963589956067e+004	4.82124480208716e-001,8.65055425879277e-004
8.91250938133731e+004	4.82124549771184e-001,8.45364481807465e-004
9.12010839355895e+004	4.82124616202843e-001,8.26121750251977e-004
9.33254300796976e+004	4.82124679644602e-001,8.07317029175783e-004
9.54992586021420e+004	4.82124740231027e-001,7.88940348722277e-004
9.77237220955795e+004	4.82124798090628e-001,7.70981966029254e-004
9.99999999999984e+004	4.82124853346131e-001,7.53432359870874e-004
1.02329299228074e+005	4.82124906114738e-001,7.36282225779654e-004
1.04712854805088e+005	4.82124956508378e-001,7.19522471056336e-004
1.07151930523759e+005	4.82125004633940e-001,7.03144209927340e-004
1.09647819614317e+005	4.82125050593504e-001,6.87138758842390e-004
1.12201845430195e+005	4.82125094484554e-001,6.71497631990925e-004
1.14815362149686e+005	4.82125136400190e-001,6.56212536590807e-004
1.17489755493951e+005	4.82125176429318e-001,6.41275368617550e-004
1.20226443461739e+005	4.82125214656844e-001,6.26678208560377e-004
1.23026877081236e+005	4.82125251163854e-001,6.12413317169892e-004
1.25892541179415e+005	4.82125286027783e-001,5.98473131205831e-004
1.28824955169311e+005	4.82125319322582e-001,5.84850259809573e-004
1.31825673855639e+005	4.82125351118872e-001,5.71537480098538e-004
1.34896288259163e+005	4.82125381484097e-001,5.58527733743751e-004
1.38038426460286e+005	4.82125410482666e-001,5.45814123023939e-004
1.41253754462273e+005	4.82125438176087e-001,5.33389907314064e-004
1.44543977074590e+005	4.82125464623102e-001,5.21248499156492e-004
1.47910838816818e+005	4.82125489879807e-001,5.09383461297706e-004
1.51356124843618e+005	4.82125513999777e-001,4.97788502923515e-004
1.54881661891246e+005	4.82125537034170e-001,4.86457476388435e-004
1.58489319246109e+005	4.82125559031848e-001,4.75384373876456e-004
1.62181009735890e+005	4.82125580039469e-001,4.64563324605144e-004
1.65958690743753e+005	4.82125600101593e-001,4.53988591060522e-004
1.69824365246172e+005	4.82125619260773e-001,4.43654566656929e-004
1.73780082874935e+005	4.82125637557651e-001,4.33555772201699e-004
1.77827941003889e+005	4.82125655031035e-001,4.23686853226288e-004
1.81970085860995e+005	4.82125671717987e-001,4.14042577259484e-004
1.86208713666284e+005	4.82125687653905e-001,4.04617830863488e-004
1.90546071796322e+005	4.82125702872589e-001,3.95407617038805e-004
1.94984459975801e+005	4.82125717406320e-001,3.86407052345466e-004
1.99526231496885e+005	4.82125731285926e-001,3.77611364875966e-004
2.04173794466949e+005	4.82125744540848e-001,3.69015890938301e-004
2.08929613085400e+005	4.82125757199200e-001,3.60616073133748e-004
2.13796208950220e+005	4.82125769287834e-001,3.52407457991973e-004
2.18776162394952e+005	4.82125780832390e-001,3.44385693049826e-004
2.23872113856830e+005	4.82125791857356e-001,3.36546525291768e-004
2.29086765276773e+005	4.82125802386117e-001,3.28885798253272e-004
2.34422881531988e+005	4.82125812441007e-001,3.21399450216191e-004
2.39883291901945e+005	4.82125822043352e-001,3.14083511737455e-004
2.45470891568499e+005	4.82125831213521e-001,3.06934103919461e-004
2.51188643150954e+005	4.82125839970964e-001,2.99947436214090e-004
2.57039578276882e+005	4.82125848334259e-001,2.93119804091072e-004
2.63026799189534e+005	4.82125856321143e-001,2.86447587457064e-004
2.69153480392687e+005	4.82125863948558e-001,2.79927248648559e-004
2.75422870333812e+005	4.82125871232683e-001,2.73555330681695e-004
2.81838293126440e+005	4.82125878188969e-001,2.67328455030529e-004
2.88403150312656e+005	4.82125884832170e-001,2.61243320062562e-004
2.95120922666633e+005	4.82125891176379e-001,2.55296699479231e-004
3.01995172040196e+005	4.82125897235051e-001,2.49485440216138e-004
3.09029543251354e+005	4.82125903021038e-001,2.43806461133912e-004
3.16227766016832e+005	4.82125908546613e-001,2.38256751309202e-004
3.23593656929623e+005	4.82125913823496e-001,2.32833367993639e-004
3.31131121482585e+005	4.82125918862881e-001,2.27533435794363e-004
3.38844156139197e+005	4.82125923675456e-001,2.22354144778835e-004
3.46736850452526e+005	4.82125928271429e-001,2.17292748526331e-004
3.54813389233569e+005	4.82125932660550e-001,2.12346563725092e-004
3.63078054770095e+005	4.82125936852127e-001,2.07512967491493e-004
3.71535229097166e+005	4.82125940855053e-001,2.02789397357322e-004
3.80189396320555e+005	4.82125944677817e-001,1.98173348701148e-004
3.89045144994274e+005	4.82125948328529e-001,1.93662373997615e-004
3.98107170553490e+005	4.82125951814932e-001,1.89254081593945e-004
4.07380277804106e+005	4.82125955144421e-001,1.84946133904939e-004
4.16869383470328e+005	4.82125958324058e-001,1.80736247283541e-004
4.26579518801585e+005	4.82125961360588e-001,1.76622189073043e-004
4.36515832240158e+005	4.82125964260452e-001,1.72601778234550e-004
4.46683592150955e+005	4.82125967029800e-001,1.68672883120957e-004
4.57088189614867e+005	4.82125969674507e-001,1.64833420329125e-004
4.67735141287190e+005	4.82125972200183e-001,1.61081354480746e-004
4.78630092322630e+005	4.82125974612184e-001,1.57414695997972e-004
4.89778819368438e+005	4.82125976915628e-001,1.53831500770732e-004
5.01187233627263e+005	4.82125979115400e-001,1.50329868971910e-004
5.12861383991356e+005	4.82125981216166e-001,1.46907944093140e-004
5.24807460249763e+005	4.82125983222381e-001,1.43563911497167e-004
5.37031796370243e+005	4.82125985138302e-001,1.40295998432427e-004
5.49540873857615e+005	4.82125986967993e-001,1.37102472289883e-004
5.62341325190339e+005	4.82125988715333e-001,1.33981639413129e-004
5.75439937337147e+005	4.82125990384031e-001,1.30931845412646e-004
5.88843655355579e+005	4.82125991977625e-001,1.27951473025964e-004
6.02559586074347e+005	4.82125993499495e-001,1.25038942473249e-004
6.16595001861471e+005	4.82125994952870e-001,1.22192708959997e-004
6.30957344480182e+005	4.82125996340832e-001,1.19411263648207e-004
6.45654229034644e+005	4.82125997666325e-001,1.16693131706959e-004
6.60693448007584e+005	4.82125998932162e-001,1.14036872265965e-004
6.76082975391970e+005	4.82126000141027e-001,1.11441076261180e-004
6.91830970918924e+005	4.82126001295483e-001,1.08904367911614e-004
7.07945784384125e+005	4.82126002397981e-001,1.06425402207908e-004
7.24435960074977e+005	4.82126003450858e-001,1.04002864378543e-004
7.41310241300904e+005	4.82126004456348e-001,1.01635470263749e-004
7.58577575029170e+005	4.82126005416583e-001,9.93219648574689e-005
7.76247116628678e+005	4.82126006333600e-001,9.70611211455417e-005
7.94328234724267e+005	4.82126007209345e-001,9.48517404709419e-005
8.12830516164085e+005	4.82126008045675e-001,9.26926512967215e-005
8.31763771102656e+005	4.82126008844364e-001,9.05827091495261e-005
8.51138038202361e+005	4.82126009607106e-001,8.85207950568654e-005
8.70963589956065e+005	4.82126010335519e-001,8.65058161594808e-005
8.91250938133729e+005	4.82126011031148e-001,8.45367032882411e-005
9.12010839355893e+005	4.82126011695469e-001,8.26124130211438e-005
9.33254300796974e+005	4.82126012329890e-001,8.07319252222080e-005
9.54992586021419e+005	4.82126012935757e-001,7.88942424073528e-005
9.77237220955793e+005	4.82126013514357e-001,7.70983900659337e-005
9.99999999999982e+005	4.82126014066914e-001,7.53434164748334e-005
1.02329299228074e+006	4.82126014594603e-001,7.36283912638780e-005
1.04712854805088e+006	4.82126015098541e-001,7.19524043803828e-005
1.07151930523759e+006	4.82126015579799e-001,7.03145679354908e-005
1.09647819614316e+006	4.82126016039397e-001,6.87140127556371e-005
1.12201845430194e+006	4.82126016478309e-001,6.71498909080590e-005
1.14815362149686e+006	4.82126016897467e-001,6.56213730806865e-005
1.17489755493951e+006	4.82126017297759e-001,6.41276482413781e-005
1.20226443461739e+006	4.82126017680036e-001,6.26679247300420e-005
1.23026877081236e+006	4.82126018045107e-001,6.12414289364148e-005
1.25892541179414e+006	4.82126018393748e-001,5.98474037839780e-005
1.28824955169311e+006	4.82126018726697e-001,5.84851102897128e-005
1.31825673855638e+006	4.82126019044660e-001,5.71538268521004e-005
1.34896288259163e+006	4.82126019348313e-001,5.58528469533630e-005
1.38038426460286e+006	4.82126019638300e-001,5.45814813648235e-005
1.41253754462273e+006	4.82126019915235e-001,5.33390549260039e-005
1.44543977074590e+006	4.82126020179705e-001,5.21249096203100e-005
1.47910838816818e+006	4.82126020432273e-001,5.09384021448114e-005
1.51356124843618e+006	4.82126020673473e-001,4.97789021858496e-005
1.54881661891245e+006	4.82126020903818e-001,4.86457961902892e-005
1.58489319246108e+006	4.82126021123795e-001,4.75384826211488e-005
1.62181009735890e+006	4.82126021333871e-001,4.64563747720339e-005
1.65958690743753e+006	4.82126021534493e-001,4.53988987152633e-005
1.69824365246171e+006	4.82126021726085e-001,4.43654935320500e-005
1.73780082874934e+006	4.82126021909054e-001,4.33556119707240e-005
1.77827941003889e+006	4.82126022083788e-001,4.23687170291499e-005
1.81970085860995e+006	4.82126022250658e-001,4.14042876868784e-005
1.86208713666283e+006	4.82126022410018e-001,4.04618111171461e-005
1.90546071796321e+006	4.82126022562204e-001,3.95407875338516e-005
1.94984459975801e+006	4.82126022707542e-001,3.86407297424246e-005
1.99526231496884e+006	4.82126022846338e-001,3.77611589999081e-005
2.04173794466949e+006	4.82126022978888e-001,3.69016103560821e-005
2.08929613085400e+006	4.82126023105471e-001,3.60616266491331e-005
2.13796208950219e+006	4.82126023226358e-001,3.52407650339335e-005
2.18776162394951e+006	4.82126023341804e-001,3.44385861893746e-005
2.23872113856830e+006	4.82126023452054e-001,3.36546685213605e-005
2.29086765276773e+006	4.82126023557341e-001,3.28885946030832e-005
2.34422881531988e+006	4.82126023657890e-001,3.21399592047209e-005
2.39883291901944e+006	4.82126023753914e-001,3.14083647031621e-005
2.45470891568498e+006	4.82126023845615e-001,3.06934223658836e-005
2.51188643150953e+006	4.82126023933190e-001,2.99947544879435e-005
2.57039578276881e+006	4.82126024016823e-001,2.93119918117614e-005
2.63026799189533e+006	4.82126024096692e-001,2.86447695193333e-005
2.69153480392686e+006	4.82126024172966e-001,2.79927338680344e-005
2.75422870333811e+006	4.82126024245807e-001,2.73555413675780e-005
2.81838293126440e+006	4.82126024315370e-001,2.67328532922706e-005
2.88403150312655e+006	4.82126024381802e-001,2.61243404290562e-005
2.95120922666633e+006	4.82126024445244e-001,2.55296766442601e-005
3.01995172040196e+006	4.82126024505831e-001,2.49485497900899e-005
3.09029543251353e+006	4.82126024563691e-001,2.43806522946591e-005
3.16227766016832e+006	4.82126024618947e-001,2.38256803736606e-005
3.23593656929622e+006	4.82126024671716e-001,2.32833418140179e-005
3.31131121482585e+006	4.82126024722109e-001,2.27533479857763e-005
3.38844156139196e+006	4.82126024770235e-001,2.22354187646217e-005
3.46736850452525e+006	4.82126024816195e-001,2.17292792967425e-005
3.54813389233568e+006	4.82126024860086e-001,2.12346600393234e-005
3.63078054770094e+006	4.82126024902002e-001,2.07513002580815e-005
3.71535229097165e+006	4.82126024942031e-001,2.02789431847913e-005
3.80189396320554e+006	4.82126024980259e-001,1.98173377789602e-005
3.89045144994273e+006	4.82126025016766e-001,1.93662403521825e-005
3.98107170553489e+006	4.82126025051630e-001,1.89254103323834e-005
4.07380277804105e+006	4.82126025084925e-001,1.84946168094239e-005
4.16869383470327e+006	4.82126025116721e-001,1.80736264526419e-005
4.26579518801584e+006	4.82126025147087e-001,1.76622211746491e-005
4.36515832240157e+006	4.82126025176085e-001,1.72601797751478e-005
4.46683592150954e+006	4.82126025203779e-001,1.68672906152166e-005
4.57088189614866e+006	4.82126025230226e-001,1.64833431720249e-005
4.67735141287189e+006	4.82126025255483e-001,1.61081370859303e-005
4.78630092322629e+006	4.82126025279603e-001,1.57414710830618e-005
4.89778819368436e+006	4.82126025302637e-001,1.53831521160768e-005
5.01187233627262e+006	4.82126025324635e-001,1.50329883123322e-005
5.12861383991355e+006	4.82126025345643e-001,1.46907954814727e-005
5.24807460249762e+006	4.82126025365705e-001,1.43563924115656e-005
5.37031796370242e+006	4.82126025384864e-001,1.40296012029495e-005
5.49540873857613e+006	4.82126025403161e-001,1.37102491578524e-005
5.62341325190338e+006	4.82126025420634e-001,1.33981645674268e-005
5.75439937337145e+006	4.82126025437321e-001,1.30931847728226e-005
5.88843655355577e+006	4.82126025453257e-001,1.27951476402261e-005
6.02559586074345e+006	4.82126025468476e-001,1.25038951527074e-005
6.16595001861470e+006	4.82126025483010e-001,1.22192722619815e-005
6.30957344480180e+006	4.82126025496889e-001,1.19411288150887e-005
6.45654229034642e+006	4.82126025510144e-001,1.16693131223322e-005
6.60693448007582e+006	4.82126025522803e-001,1.14036876828795e-005
6.76082975391968e+006	4.82126025534891e-001,1.11441079559173e-005
6.91830970918922e+006	4.82126025546436e-001,1.08904374111091e-005
7.07945784384123e+006	4.82126025557461e-001,1.06425386854403e-005
7.24435960074975e+006	4.82126025567990e-001,1.04002879377058e-005
7.41310241300902e+006	4.82126025578044e-001,1.01635472956728e-005
7.58577575029168e+006	4.82126025587647e-001,9.93219759714300e-006
7.76247116628676e+006	4.82126025596817e-001,9.70611247424873e-006
7.94328234724265e+006	4.82126025605574e-001,9.48517487489355e-006
8.12830516164082e+006	4.82126025613938e-001,9.26926583610814e-006
8.31763771102654e+006	4.82126025621925e-001,9.05827228670542e-006
8.51138038202359e+006	4.82126025629552e-001,8.85208046788969e-006
8.70963589956062e+006	4.82126025636836e-001,8.65058584282843e-006
8.91250938133727e+006	4.82126025643792e-001,8.45367231652644e-006
9.12010839355890e+006	4.82126025650436e-001,8.26124181492407e-006
9.33254300796971e+006	4.82126025656780e-001,8.07319309132261e-006
9.54992586021416e+006	4.82126025662838e-001,7.88942334559285e-006
9.77237220955790e+006	4.82126025668624e-001,7.70983928111452e-006
1.00000000000000e+007	4.82126025674150e-001,7.53434106089381e-006
Step Information: C=100  (Run: 4/5)
1.00000000000000e+000	-6.01915669763389e-005,3.08513503613711e-002
1.02329299228075e+000	3.28493347125456e-005,3.15700566170311e-002
1.04712854805090e+000	1.30273313228398e-004,3.23049273367001e-002
1.07151930523761e+000	2.32281572738297e-004,3.30563111320081e-002
1.09647819614318e+000	3.39084517264513e-004,3.38245625027061e-002
1.12201845430196e+000	4.50902147474311e-004,3.46100418236585e-002
1.14815362149688e+000	5.67964473128745e-004,3.54131153213288e-002
1.17489755493953e+000	6.90511941630056e-004,3.62341550388453e-002
1.20226443461741e+000	8.18795883102285e-004,3.70735387886704e-002
1.23026877081238e+000	9.53078972429843e-004,3.79316500918373e-002
1.25892541179417e+000	1.09363570866962e-003,3.88088781026450e-002
1.28824955169313e+000	1.24075291223502e-003,3.97056175176353e-002
1.31825673855641e+000	1.39473024023524e-003,4.06222684675991e-002
1.34896288259165e+000	1.55588072032841e-003,4.15592363912788e-002
1.38038426460288e+000	1.72453130342220e-003,4.25169318893536e-002
1.41253754462275e+000	1.90102343552366e-003,4.34957705572065e-002
1.44543977074593e+000	2.08571364900308e-003,4.44961727948813e-002
1.47910838816821e+000	2.27897417349365e-003,4.55185635925427e-002
1.51356124843621e+000	2.48119356659995e-003,4.65633722896556e-002
1.54881661891248e+000	2.69277736453072e-003,4.76310323059955e-002
1.58489319246111e+000	2.91414875270853e-003,4.87219808424958e-002
1.62181009735893e+000	3.14574925633330e-003,4.98366585498286e-002
1.65958690743756e+000	3.38803945079739e-003,5.09755091625000e-002
1.69824365246174e+000	3.64149969175441e-003,5.21389790961234e-002
1.73780082874937e+000	3.90663086454230e-003,5.33275170054170e-002
1.77827941003892e+000	4.18395515254398e-003,5.45415733003429e-002
1.81970085860998e+000	4.47401682394108e-003,5.57815996176850e-002
1.86208713666287e+000	4.77738303617311e-003,5.70480482452304e-002
1.90546071796325e+000	5.09464465725583e-003,5.83413714955928e-002
1.94984459975804e+000	5.42641710294018e-003,5.96620210265867e-002
1.99526231496888e+000	5.77334118849880e-003,6.10104471049298e-002
2.04173794466953e+000	6.13608399371877e-003,6.23870978099246e-002
2.08929613085404e+000	6.51533973944878e-003,6.37924181736440e-002
2.13796208950223e+000	6.91183067379574e-003,6.52268492540232e-002
2.18776162394955e+000	7.32630796579349e-003,6.66908271371425e-002
2.23872113856834e+000	7.75955260406751e-003,6.81847818648767e-002
2.29086765276777e+000	8.21237629769567e-003,6.97091362839834e-002
2.34422881531992e+000	8.68562237611677e-003,7.12643048126133e-002
2.39883291901949e+000	9.18016668455969e-003,7.28506921201463e-002
2.45470891568503e+000	9.69691847106025e-003,7.44686917161966e-002
2.51188643150958e+000	1.02368212606967e-002,7.61186844445855e-002
2.57039578276886e+000	1.08008537122057e-002,7.78010368780616e-002
2.63026799189538e+000	1.13900304516438e-002,7.95160996095507e-002
2.69153480392691e+000	1.20054028772241e-002,8.12642054357522e-002
2.75422870333816e+000	1.26480599288955e-002,8.30456674289692e-002
2.81838293126445e+000	1.33191288156334e-002,8.48607768931629e-002
2.88403150312660e+000	1.40197756927770e-002,8.67098012003740e-002
2.95120922666638e+000	1.47512062810900e-002,8.85929815038541e-002
3.01995172040201e+000	1.55146664185220e-002,9.05105303245031e-002
3.09029543251359e+000	1.63114425349277e-002,9.24626290075244e-002
3.16227766016837e+000	1.71428620392473e-002,9.44494250465952e-002
3.23593656929628e+000	1.80102936078768e-002,9.64710292733054e-002
3.31131121482591e+000	1.89151473621606e-002,9.85275129101598e-002
3.38844156139202e+000	1.98588749221268e-002,1.00618904486070e-001
3.46736850452531e+000	2.08429693227636e-002,1.02745186613989e-001
3.54813389233575e+000	2.18689647783073e-002,1.04906292631171e-001
3.63078054770101e+000	2.29384362791978e-002,1.07102103103494e-001
3.71535229097172e+000	2.40529990055417e-002,1.09332442196344e-001
3.80189396320560e+000	2.52143075401512e-002,1.11597073915757e-001
3.89045144994280e+000	2.64240548634756e-002,1.13895698224842e-001
3.98107170553496e+000	2.76839711120545e-002,1.16227947042001e-001
4.07380277804112e+000	2.89958220814939e-002,1.18593380129071e-001
4.16869383470335e+000	3.03614074544293e-002,1.20991480879294e-001
4.26579518801592e+000	3.17825587335024e-002,1.23421652016959e-001
4.36515832240165e+000	3.32611368590719e-002,1.25883211222657e-001
4.46683592150962e+000	3.47990294912165e-002,1.28375386700345e-001
4.57088189614874e+000	3.63981479356082e-002,1.30897312704822e-001
4.67735141287197e+000	3.80604236930453e-002,1.33448025050785e-001
4.78630092322637e+000	3.97878046128886e-002,1.36026456627354e-001
4.89778819368445e+000	4.15822506313435e-002,1.38631432944765e-001
5.01187233627271e+000	4.34457290765377e-002,1.41261667742933e-001
5.12861383991364e+000	4.53802095236545e-002,1.43915758694588e-001
5.24807460249771e+000	4.73876581850637e-002,1.46592183238853e-001
5.37031796370252e+000	4.94700318224455e-002,1.49289294584265e-001
5.49540873857623e+000	5.16292711703785e-002,1.52005317923428e-001
5.62341325190348e+000	5.38672938637802e-002,1.54738346904602e-001
5.75439937337156e+000	5.61859868649709e-002,1.57486340408574e-001
5.88843655355588e+000	5.85871983900107e-002,1.60247119682041e-001
6.02559586074356e+000	6.10727293383362e-002,1.63018365881456e-001
6.16595001861481e+000	6.36443242346217e-002,1.65797618083654e-001
6.30957344480192e+000	6.63036616972073e-002,1.68582271821691e-001
6.45654229034654e+000	6.90523444533608e-002,1.71369578205932e-001
6.60693448007594e+000	7.18918889280641e-002,1.74156643691568e-001
6.76082975391980e+000	7.48237144399067e-002,1.76940430554268e-001
6.91830970918935e+000	7.78491320449822e-002,1.79717758135505e-001
7.07945784384136e+000	8.09693330773686e-002,1.82485304918155e-001
7.24435960074988e+000	8.41853774427580e-002,1.85239611491157e-001
7.41310241300916e+000	8.74981817299946e-002,1.87977084459258e-001
7.58577575029182e+000	9.09085072135823e-002,1.90694001350061e-001
7.76247116628690e+000	9.44169478285120e-002,1.93386516565720e-001
7.94328234724279e+000	9.80239182068957e-002,1.96050668420527e-001
8.12830516164097e+000	1.01729641873732e-001,1.98682387298433e-001
8.31763771102669e+000	1.05534139706489e-001,2.01277504956018e-001
8.51138038202374e+000	1.09437218769907e-001,2.03831764986763e-001
8.70963589956078e+000	1.13438461643303e-001,2.06340834451557e-001
8.91250938133743e+000	1.17537216362504e-001,2.08800316668365e-001
9.12010839355907e+000	1.21732587102150e-001,2.11205765140850e-001
9.33254300796988e+000	1.26023425726304e-001,2.13552698591749e-001
9.54992586021433e+000	1.30408324335912e-001,2.15836617051959e-001
9.77237220955808e+000	1.34885608940432e-001,2.18053018940857e-001
9.99999999999997e+000	1.39453334377890e-001,2.20197419057593e-001
1.02329299228075e+001	1.44109280602404e-001,2.22265367387105e-001
1.04712854805090e+001	1.48850950450965e-001,2.24252468608843e-001
1.07151930523760e+001	1.53675568991730e-001,2.26154402180785e-001
1.09647819614318e+001	1.58580084544415e-001,2.27966942856749e-001
1.12201845430196e+001	1.63561171449538e-001,2.29685981481488e-001
1.14815362149688e+001	1.68615234647327e-001,2.31307545895979e-001
1.17489755493953e+001	1.73738416109349e-001,2.32827821774983e-001
1.20226443461741e+001	1.78926603146341e-001,2.34243173210705e-001
1.23026877081238e+001	1.84175438594846e-001,2.35550162850492e-001
1.25892541179416e+001	1.89480332863089e-001,2.36745571393214e-001
1.28824955169313e+001	1.94836477793759e-001,2.37826416248506e-001
1.31825673855640e+001	2.00238862278047e-001,2.38789969165575e-001
1.34896288259165e+001	2.05682289532191e-001,2.39633772643842e-001
1.38038426460288e+001	2.11161395925037e-001,2.40355654946379e-001
1.41253754462275e+001	2.16670671223439e-001,2.40953743548814e-001
1.44543977074592e+001	2.22204480101999e-001,2.41426476871050e-001
1.47910838816820e+001	2.27757084745189e-001,2.41772614156537e-001
1.51356124843620e+001	2.33322668353663e-001,2.41991243383714e-001
1.54881661891248e+001	2.38895359352998e-001,2.42081787116247e-001
1.58489319246111e+001	2.44469256092407e-001,2.42044006222495e-001
1.62181009735892e+001	2.50038451813480e-001,2.41878001419711e-001
1.65958690743755e+001	2.55597059664851e-001,2.41584212624476e-001
1.69824365246174e+001	2.61139237537987e-001,2.41163416117145e-001
1.73780082874937e+001	2.66659212502040e-001,2.40616719554274e-001
1.77827941003892e+001	2.72151304621868e-001,2.39945554888493e-001
1.81970085860998e+001	2.77609949952716e-001,2.39151669279683e-001
1.86208713666286e+001	2.83029722517494e-001,2.38237114104079e-001
1.90546071796324e+001	2.88405355087788e-001,2.37204232188743e-001
1.94984459975804e+001	2.93731758607315e-001,2.36055643417282e-001
1.99526231496887e+001	2.99004040116155e-001,2.34794228868482e-001
2.04173794466952e+001	3.04217519055280e-001,2.33423113662497e-001
2.08929613085403e+001	3.09367741853268e-001,2.31945648699131e-001
2.13796208950222e+001	3.14450494720092e-001,2.30365391479641e-001
2.18776162394954e+001	3.19461814596145e-001,2.28686086207179e-001
2.23872113856833e+001	3.24397998227740e-001,2.26911643361807e-001
2.29086765276776e+001	3.29255609362734e-001,2.25046118943789e-001
2.34422881531991e+001	3.34031484081407e-001,2.23093693574063e-001
2.39883291901948e+001	3.38722734297857e-001,2.21058651633421e-001
2.45470891568502e+001	3.43326749485685e-001,2.18945360612459e-001
2.51188643150957e+001	3.47841196698486e-001,2.16758250832910e-001
2.57039578276885e+001	3.52264018970305e-001,2.14501795688034e-001
2.63026799189537e+001	3.56593432193846e-001,2.12180492535544e-001
2.69153480392690e+001	3.60827920584594e-001,2.09798844361426e-001
2.75422870333815e+001	3.64966230847170e-001,2.07361342317387e-001
2.81838293126444e+001	3.69007365166342e-001,2.04872449218700e-001
2.88403150312659e+001	3.72950573148958e-001,2.02336584073349e-001
2.95120922666637e+001	3.76795342845104e-001,1.99758107697727e-001
3.01995172040200e+001	3.80541390976858e-001,1.97141309459096e-001
3.09029543251358e+001	3.84188652501458e-001,1.94490395170585e-001
3.16227766016837e+001	3.87737269632655e-001,1.91809476151063e-001
3.23593656929627e+001	3.91187580439641e-001,1.89102559449705e-001
3.31131121482590e+001	3.94540107137464e-001,1.86373539223725e-001
3.38844156139201e+001	3.97795544176451e-001,1.83626189247541e-001
3.46736850452530e+001	4.00954746231028e-001,1.80864156522683e-001
3.54813389233574e+001	4.04018716180672e-001,1.78090955949972e-001
3.63078054770100e+001	4.06988593167700e-001,1.75309966018984e-001
3.71535229097171e+001	4.09865640808333e-001,1.72524425464433e-001
3.80189396320559e+001	4.12651235625178e-001,1.69737430834864e-001
3.89045144994279e+001	4.15346855761041e-001,1.66951934915896e-001
3.98107170553495e+001	4.17954070025837e-001,1.64170745948016e-001
4.07380277804111e+001	4.20474527320633e-001,1.61396527577703e-001
4.16869383470333e+001	4.22909946475302e-001,1.58631799480121e-001
4.26579518801591e+001	4.25262106529273e-001,1.55878938591948e-001
4.36515832240164e+001	4.27532837478179e-001,1.53140180893727e-001
4.46683592150961e+001	4.29724011503119e-001,1.50417623682636e-001
4.57088189614873e+001	4.31837534693596e-001,1.47713228278429e-001
4.67735141287196e+001	4.33875339270110e-001,1.45028823107588e-001
4.78630092322636e+001	4.35839376307756e-001,1.42366107113342e-001
4.89778819368444e+001	4.37731608958149e-001,1.39726653441987e-001
5.01187233627270e+001	4.39554006163360e-001,1.37111913358953e-001
5.12861383991362e+001	4.41308536852491e-001,1.34523220351157e-001
