Freq.	V(salida)
Step Information: C=100n  (Run: 1/5)
1.81970085860998e+000	-1.44000246227253e-004,3.97506381861370e-005
1.86208713666287e+000	-1.50287211474757e-004,4.24531066095652e-005
1.90546071796325e+000	-1.56825961098275e-004,4.53327741898312e-005
1.94984459975804e+000	-1.63624569393587e-004,4.84005247231263e-005
1.99526231496888e+000	-1.70691191705722e-004,5.16678295323690e-005
2.04173794466953e+000	-1.78034047726325e-004,5.51467704287072e-005
2.08929613085404e+000	-1.85661403008818e-004,5.88500626138680e-005
2.13796208950223e+000	-1.93581548624719e-004,6.27910773978448e-005
2.18776162394955e+000	-2.01802778890201e-004,6.69838645934302e-005
2.23872113856834e+000	-2.10333367099253e-004,7.14431744358260e-005
2.29086765276777e+000	-2.19181539208717e-004,7.61844788621440e-005
2.34422881531992e+000	-2.28355445431187e-004,8.12239919722177e-005
2.39883291901949e+000	-2.37863129704362e-004,8.65786894789092e-005
2.45470891568503e+000	-2.47712497019978e-004,9.22663269432397e-005
2.51188643150958e+000	-2.57911278612239e-004,9.83054565775591e-005
2.57039578276886e+000	-2.68466995024405e-004,1.04715442388617e-004
2.63026799189538e+000	-2.79386917093342e-004,1.11516473422368e-004
2.69153480392691e+000	-2.90678024914967e-004,1.18729574863744e-004
2.75422870333816e+000	-3.02346964879084e-004,1.26376616737947e-004
2.81838293126445e+000	-3.14400004889530e-004,1.34480319955335e-004
2.88403150312660e+000	-3.26842987915055e-004,1.43064259440048e-004
2.95120922666638e+000	-3.39681284047654e-004,1.52152864083607e-004
3.01995172040201e+000	-3.52919741277922e-004,1.61771413269234e-004
3.09029543251359e+000	-3.66562635230956e-004,1.71946029720701e-004
3.16227766016837e+000	-3.80613618141336e-004,1.82703668441868e-004
3.23593656929628e+000	-3.95075667381031e-004,1.94072101529840e-004
3.31131121482591e+000	-4.09951033889140e-004,2.06079898665859e-004
3.38844156139202e+000	-4.25241190887070e-004,2.18756403114742e-004
3.46736850452531e+000	-4.40946783295714e-004,2.32131703094874e-004
3.54813389233575e+000	-4.57067578302338e-004,2.46236598417660e-004
3.63078054770101e+000	-4.73602417553024e-004,2.61102562337086e-004
3.71535229097172e+000	-4.90549171471141e-004,2.76761698597131e-004
3.80189396320560e+000	-5.07904696222272e-004,2.93246693716404e-004
3.89045144994280e+000	-5.25664793860948e-004,3.10590764605843e-004
3.98107170553496e+000	-5.43824176202925e-004,3.28827601675172e-004
4.07380277804112e+000	-5.62376432968723e-004,3.47991307647733e-004
4.16869383470335e+000	-5.81314004737912e-004,3.68116332368719e-004
4.26579518801592e+000	-6.00628161239767e-004,3.89237403959961e-004
4.36515832240165e+000	-6.20308985482604e-004,4.11389456741699e-004
4.46683592150962e+000	-6.40345364192307e-004,4.34607556409603e-004
4.57088189614874e+000	-6.60724984988948e-004,4.58926823020172e-004
4.67735141287197e+000	-6.81434340679636e-004,4.84382352399515e-004
4.78630092322637e+000	-7.02458740985873e-004,5.11009136647666e-004
4.89778819368445e+000	-7.23782331955012e-004,5.38841984461285e-004
5.01187233627271e+000	-7.45388123228737e-004,5.67915442040746e-004
5.12861383991364e+000	-7.67258023257696e-004,5.98263715381983e-004
5.24807460249771e+000	-7.89372882461623e-004,6.29920594777630e-004
5.37031796370252e+000	-8.11712544239653e-004,6.62919382364388e-004
5.49540873857623e+000	-8.34255903638137e-004,6.97292823555152e-004
5.62341325190348e+000	-8.56980973384051e-004,7.33073043181879e-004
5.75439937337156e+000	-8.79864956893516e-004,7.70291487150192e-004
5.88843655355588e+000	-9.02884327768728e-004,8.08978870369028e-004
6.02559586074356e+000	-9.26014915204526e-004,8.49165131667379e-004
6.16595001861481e+000	-9.49231994639890e-004,8.90879396345867e-004
6.30957344480192e+000	-9.72510382912052e-004,9.34149946937171e-004
6.45654229034654e+000	-9.95824537102706e-004,9.79004202663002e-004
6.60693448007594e+000	-1.01914865620905e-003,1.02546870798072e-003
6.76082975391980e+000	-1.04245678472824e-003,1.07356913051167e-003
6.91830970918935e+000	-1.06572291721312e-003,1.12333026853564e-003
7.07945784384136e+000	-1.08892110284082e-003,1.17477606812536e-003
7.24435960074988e+000	-1.11202554903420e-003,1.22792964988294e-003
7.41310241300916e+000	-1.13501072318902e-003,1.28281334512966e-003
7.58577575029182e+000	-1.15785145158733e-003,1.33944874129179e-003
7.76247116628690e+000	-1.18052301461870e-003,1.39785673612260e-003
7.94328234724279e+000	-1.20300123748486e-003,1.45805760030495e-003
8.12830516164097e+000	-1.22526257562906e-003,1.52007104789027e-003
8.31763771102669e+000	-1.24728419420674e-003,1.58391631395462e-003
8.51138038202374e+000	-1.26904404099841e-003,1.64961223878402e-003
8.70963589956078e+000	-1.29052091225615e-003,1.71717735785025e-003
8.91250938133743e+000	-1.31169451107002e-003,1.78662999679541e-003
9.12010839355907e+000	-1.33254549793916e-003,1.85798837061746e-003
9.33254300796988e+000	-1.35305553333053e-003,1.93127068623351e-003
9.54992586021433e+000	-1.37320731210617e-003,2.00649524759659e-003
9.77237220955808e+000	-1.39298458979465e-003,2.08368056255178e-003
9.99999999999997e+000	-1.41237220077269e-003,2.16284545063999e-003
1.02329299228075e+001	-1.43135606850775e-003,2.24400915108982e-003
1.04712854805090e+001	-1.44992320809028e-003,2.32719143027895e-003
1.07151930523760e+001	-1.46806172135347e-003,2.41241268799769e-003
1.09647819614318e+001	-1.48576078494073e-003,2.49969406190078e-003
1.12201845430196e+001	-1.50301063173205e-003,2.58905752959696e-003
1.14815362149688e+001	-1.51980252608404e-003,2.68052600788915e-003
1.17489755493953e+001	-1.53612873337159e-003,2.77412344874535e-003
1.20226443461741e+001	-1.55198248434332e-003,2.86987493164866e-003
1.23026877081238e+001	-1.56735793481830e-003,2.96780675204261e-003
1.25892541179416e+001	-1.58225012125862e-003,3.06794650565400e-003
1.28824955169313e+001	-1.59665491275148e-003,3.17032316853960e-003
1.31825673855640e+001	-1.61056895992645e-003,3.27496717276511e-003
1.34896288259165e+001	-1.62398964131947e-003,3.38191047768017e-003
1.38038426460288e+001	-1.63691500767533e-003,3.49118663680769e-003
1.41253754462275e+001	-1.64934372465595e-003,3.60283086041264e-003
1.44543977074592e+001	-1.66127501439350e-003,3.71688007385936e-003
1.47910838816820e+001	-1.67270859629614e-003,3.83337297190340e-003
1.51356124843620e+001	-1.68364462748046e-003,3.95235006909731e-003
1.54881661891248e+001	-1.69408364317000e-003,4.07385374651660e-003
1.58489319246111e+001	-1.70402649736247e-003,4.19792829503533e-003
1.62181009735892e+001	-1.71347430403300e-003,4.32461995539755e-003
1.65958690743755e+001	-1.72242837910408e-003,4.45397695534498e-003
1.69824365246174e+001	-1.73089018337803e-003,4.58604954406947e-003
1.73780082874937e+001	-1.73886126659327e-003,4.72089002426493e-003
1.77827941003892e+001	-1.74634321273359e-003,4.85855278205433e-003
1.81970085860998e+001	-1.75333758668830e-003,4.99909431506645e-003
1.86208713666286e+001	-1.75984588233172e-003,5.14257325893357e-003
1.90546071796324e+001	-1.76586947206419e-003,5.28905041247393e-003
1.94984459975804e+001	-1.77140955783128e-003,5.43858876181564e-003
1.99526231496887e+001	-1.77646712361506e-003,5.59125350370836e-003
2.04173794466952e+001	-1.78104288937114e-003,5.74711206825781e-003
2.08929613085403e+001	-1.78513726636553e-003,5.90623414130714e-003
2.13796208950222e+001	-1.78875031385072e-003,6.06869168667453e-003
2.18776162394954e+001	-1.79188169700361e-003,6.23455896844534e-003
2.23872113856833e+001	-1.79453064603708e-003,6.40391257350184e-003
2.29086765276776e+001	-1.79669591638471e-003,6.57683143446106e-003
2.34422881531991e+001	-1.79837574985003e-003,6.75339685317718e-003
2.39883291901948e+001	-1.79956783660222e-003,6.93369252495217e-003
2.45470891568502e+001	-1.80026927789531e-003,7.11780456358497e-003
2.51188643150957e+001	-1.80047654938102e-003,7.30582152737758e-003
2.57039578276885e+001	-1.80018546488236e-003,7.49783444620375e-003
2.63026799189537e+001	-1.79939114049072e-003,7.69393684973526e-003
2.69153480392690e+001	-1.79808795884710e-003,7.89422479690956e-003
2.75422870333815e+001	-1.79626953346596e-003,8.09879690671234e-003
2.81838293126444e+001	-1.79392867295935e-003,8.30775439033890e-003
2.88403150312659e+001	-1.79105734501705e-003,8.52120108478966e-003
2.95120922666637e+001	-1.78764663999908e-003,8.73924348794612e-003
3.01995172040200e+001	-1.78368673399573e-003,8.96199079516630e-003
3.09029543251358e+001	-1.77916685121076e-003,9.18955493743117e-003
3.16227766016837e+001	-1.77407522552322e-003,9.42205062106695e-003
3.23593656929627e+001	-1.76839906108364e-003,9.65959536906178e-003
3.31131121482590e+001	-1.76212449179968e-003,9.90230956399009e-003
3.38844156139201e+001	-1.75523653956768e-003,1.01503164925517e-002
3.46736850452530e+001	-1.74771907110489e-003,1.04037423917283e-002
3.54813389233574e+001	-1.73955475323818e-003,1.06627164965563e-002
3.63078054770100e+001	-1.73072500650356e-003,1.09273710895072e-002
3.71535229097171e+001	-1.72120995691126e-003,1.11978415514682e-002
3.80189396320559e+001	-1.71098838572898e-003,1.14742664143057e-002
3.89045144994279e+001	-1.70003767713532e-003,1.17567874149956e-002
3.98107170553495e+001	-1.68833376359483e-003,1.20455495512974e-002
4.07380277804111e+001	-1.67585106880175e-003,1.23407011389473e-002
4.16869383470333e+001	-1.66256244804107e-003,1.26423938703415e-002
4.26579518801591e+001	-1.64843912580926e-003,1.29507828746771e-002
4.36515832240164e+001	-1.63345063053735e-003,1.32660267795146e-002
4.46683592150961e+001	-1.61756472625420e-003,1.35882877737224e-002
4.57088189614873e+001	-1.60074734102469e-003,1.39177316717606e-002
4.67735141287196e+001	-1.58296249199438e-003,1.42545279792555e-002
4.78630092322636e+001	-1.56417220686718e-003,1.45988499598139e-002
4.89778819368444e+001	-1.54433644163797e-003,1.49508747030219e-002
5.01187233627270e+001	-1.52341299439930e-003,1.53107831935660e-002
5.12861383991362e+001	-1.50135741503229e-003,1.56787603814131e-002
5.24807460249770e+001	-1.47812291059046e-003,1.60549952529755e-002
5.37031796370250e+001	-1.45366024617614e-003,1.64396809031878e-002
5.49540873857622e+001	-1.42791764110485e-003,1.68330146084088e-002
5.62341325190346e+001	-1.40084066014510e-003,1.72351979000626e-002
5.75439937337154e+001	-1.37237209961550e-003,1.76464366389188e-002
5.88843655355586e+001	-1.34245186811253e-003,1.80669410899098e-002
6.02559586074355e+001	-1.31101686163586e-003,1.84969259973710e-002
6.16595001861479e+001	-1.27800083286975e-003,1.89366106605812e-002
6.30957344480190e+001	-1.24333425437111e-003,1.93862190094740e-002
6.45654229034652e+001	-1.20694417540623e-003,1.98459796803757e-002
6.60693448007593e+001	-1.16875407217017e-003,2.03161260916164e-002
6.76082975391978e+001	-1.12868369111304e-003,2.07968965188509e-002
6.91830970918933e+001	-1.08664888508891e-003,2.12885341699077e-002
7.07945784384134e+001	-1.04256144203386e-003,2.17912872589756e-002
7.24435960074986e+001	-9.96328905869759e-004,2.23054090799189e-002
7.41310241300914e+001	-9.47854389321134e-004,2.28311580784977e-002
7.58577575029180e+001	-8.97036378322447e-004,2.33687979232517e-002
7.76247116628688e+001	-8.43768527684080e-004,2.39185975747871e-002
7.94328234724277e+001	-7.87939447674120e-004,2.44808313531873e-002
8.12830516164095e+001	-7.29432481164829e-004,2.50557790032454e-002
8.31763771102667e+001	-6.68125470981451e-004,2.56437257571939e-002
8.51138038202372e+001	-6.03890517082667e-004,2.62449623945845e-002
8.70963589956076e+001	-5.36593723191721e-004,2.68597852989407e-002
8.91250938133741e+001	-4.66094932487969e-004,2.74884965107832e-002
9.12010839355905e+001	-3.92247451960898e-004,2.81314037765930e-002
9.33254300796986e+001	-3.14897765018759e-004,2.87888205932507e-002
9.54992586021431e+001	-2.33885231936949e-004,2.94610662474522e-002
9.77237220955805e+001	-1.49041777724038e-004,3.01484658495676e-002
9.99999999999995e+001	-6.01915669765202e-005,3.08513503613713e-002
1.02329299228075e+002	3.28493347123773e-005,3.15700566170313e-002
1.04712854805089e+002	1.30273313228246e-004,3.23049273367004e-002
1.07151930523760e+002	2.32281572738114e-004,3.30563111320084e-002
1.09647819614318e+002	3.39084517264302e-004,3.38245625027064e-002
1.12201845430196e+002	4.50902147474114e-004,3.46100418236587e-002
1.14815362149688e+002	5.67964473128558e-004,3.54131153213291e-002
1.17489755493952e+002	6.90511941629863e-004,3.62341550388456e-002
1.20226443461741e+002	8.18795883102039e-004,3.70735387886707e-002
1.23026877081237e+002	9.53078972429629e-004,3.79316500918376e-002
1.25892541179416e+002	1.09363570866938e-003,3.88088781026453e-002
1.28824955169313e+002	1.24075291223479e-003,3.97056175176356e-002
1.31825673855640e+002	1.39473024023500e-003,4.06222684675995e-002
1.34896288259165e+002	1.55588072032812e-003,4.15592363912792e-002
1.38038426460288e+002	1.72453130342191e-003,4.25169318893539e-002
1.41253754462275e+002	1.90102343552336e-003,4.34957705572069e-002
1.44543977074592e+002	2.08571364900277e-003,4.44961727948817e-002
1.47910838816820e+002	2.27897417349335e-003,4.55185635925431e-002
1.51356124843620e+002	2.48119356659961e-003,4.65633722896560e-002
1.54881661891247e+002	2.69277736453043e-003,4.76310323059959e-002
1.58489319246110e+002	2.91414875270819e-003,4.87219808424962e-002
1.62181009735892e+002	3.14574925633296e-003,4.98366585498291e-002
1.65958690743755e+002	3.38803945079697e-003,5.09755091625005e-002
1.69824365246173e+002	3.64149969175400e-003,5.21389790961239e-002
1.73780082874936e+002	3.90663086454191e-003,5.33275170054175e-002
1.77827941003891e+002	4.18395515254355e-003,5.45415733003434e-002
1.81970085860997e+002	4.47401682394068e-003,5.57815996176855e-002
1.86208713666286e+002	4.77738303617261e-003,5.70480482452309e-002
1.90546071796323e+002	5.09464465725534e-003,5.83413714955934e-002
1.94984459975803e+002	5.42641710293967e-003,5.96620210265873e-002
1.99526231496887e+002	5.77334118849826e-003,6.10104471049304e-002
2.04173794466952e+002	6.13608399371821e-003,6.23870978099252e-002
2.08929613085403e+002	6.51533973944821e-003,6.37924181736446e-002
2.13796208950222e+002	6.91183067379519e-003,6.52268492540238e-002
2.18776162394954e+002	7.32630796579289e-003,6.66908271371432e-002
2.23872113856832e+002	7.75955260406687e-003,6.81847818648774e-002
2.29086765276776e+002	8.21237629769501e-003,6.97091362839841e-002
2.34422881531991e+002	8.68562237611608e-003,7.12643048126140e-002
2.39883291901947e+002	9.18016668455897e-003,7.28506921201471e-002
2.45470891568501e+002	9.69691847105952e-003,7.44686917161974e-002
2.51188643150956e+002	1.02368212606959e-002,7.61186844445864e-002
2.57039578276885e+002	1.08008537122049e-002,7.78010368780626e-002
2.63026799189536e+002	1.13900304516430e-002,7.95160996095516e-002
2.69153480392690e+002	1.20054028772232e-002,8.12642054357531e-002
2.75422870333815e+002	1.26480599288946e-002,8.30456674289702e-002
2.81838293126443e+002	1.33191288156325e-002,8.48607768931639e-002
2.88403150312659e+002	1.40197756927760e-002,8.67098012003751e-002
2.95120922666637e+002	1.47512062810890e-002,8.85929815038553e-002
3.01995172040200e+002	1.55146664185209e-002,9.05105303245042e-002
3.09029543251357e+002	1.63114425349266e-002,9.24626290075256e-002
3.16227766016836e+002	1.71428620392462e-002,9.44494250465964e-002
3.23593656929626e+002	1.80102936078757e-002,9.64710292733067e-002
3.31131121482589e+002	1.89151473621594e-002,9.85275129101612e-002
3.38844156139200e+002	1.98588749221256e-002,1.00618904486072e-001
3.46736850452529e+002	2.08429693227622e-002,1.02745186613991e-001
3.54813389233573e+002	2.18689647783059e-002,1.04906292631172e-001
3.63078054770099e+002	2.29384362791963e-002,1.07102103103495e-001
3.71535229097170e+002	2.40529990055402e-002,1.09332442196346e-001
3.80189396320558e+002	2.52143075401496e-002,1.11597073915759e-001
3.89045144994278e+002	2.64240548634740e-002,1.13895698224844e-001
3.98107170553494e+002	2.76839711120528e-002,1.16227947042003e-001
4.07380277804110e+002	2.89958220814922e-002,1.18593380129073e-001
4.16869383470332e+002	3.03614074544275e-002,1.20991480879296e-001
4.26579518801589e+002	3.17825587335006e-002,1.23421652016961e-001
4.36515832240163e+002	3.32611368590700e-002,1.25883211222659e-001
4.46683592150960e+002	3.47990294912145e-002,1.28375386700347e-001
4.57088189614872e+002	3.63981479356061e-002,1.30897312704824e-001
4.67735141287195e+002	3.80604236930432e-002,1.33448025050788e-001
4.78630092322635e+002	3.97878046128864e-002,1.36026456627357e-001
4.89778819368443e+002	4.15822506313413e-002,1.38631432944768e-001
5.01187233627268e+002	4.34457290765354e-002,1.41261667742936e-001
5.12861383991361e+002	4.53802095236521e-002,1.43915758694592e-001
5.24807460249769e+002	4.73876581850612e-002,1.46592183238856e-001
5.37031796370249e+002	4.94700318224429e-002,1.49289294584268e-001
5.49540873857620e+002	5.16292711703760e-002,1.52005317923431e-001
5.62341325190345e+002	5.38672938637775e-002,1.54738346904606e-001
5.75439937337152e+002	5.61859868649681e-002,1.57486340408578e-001
5.88843655355584e+002	5.85871983900080e-002,1.60247119682045e-001
6.02559586074353e+002	6.10727293383333e-002,1.63018365881460e-001
6.16595001861477e+002	6.36443242346187e-002,1.65797618083658e-001
6.30957344480188e+002	6.63036616972043e-002,1.68582271821696e-001
6.45654229034650e+002	6.90523444533577e-002,1.71369578205937e-001
6.60693448007591e+002	7.18918889280609e-002,1.74156643691573e-001
6.76082975391976e+002	7.48237144399036e-002,1.76940430554273e-001
6.91830970918931e+002	7.78491320449789e-002,1.79717758135510e-001
7.07945784384132e+002	8.09693330773653e-002,1.82485304918160e-001
7.24435960074984e+002	8.41853774427547e-002,1.85239611491163e-001
7.41310241300911e+002	8.74981817299911e-002,1.87977084459264e-001
7.58577575029177e+002	9.09085072135789e-002,1.90694001350068e-001
7.76247116628685e+002	9.44169478285085e-002,1.93386516565727e-001
7.94328234724275e+002	9.80239182068922e-002,1.96050668420534e-001
8.12830516164092e+002	1.01729641873729e-001,1.98682387298441e-001
8.31763771102664e+002	1.05534139706486e-001,2.01277504956026e-001
8.51138038202369e+002	1.09437218769903e-001,2.03831764986771e-001
8.70963589956073e+002	1.13438461643300e-001,2.06340834451566e-001
8.91250938133738e+002	1.17537216362501e-001,2.08800316668374e-001
9.12010839355902e+002	1.21732587102146e-001,2.11205765140859e-001
9.33254300796983e+002	1.26023425726301e-001,2.13552698591759e-001
9.54992586021428e+002	1.30408324335909e-001,2.15836617051969e-001
9.77237220955802e+002	1.34885608940429e-001,2.18053018940867e-001
9.99999999999991e+002	1.39453334377887e-001,2.20197419057603e-001
1.02329299228075e+003	1.44109280602401e-001,2.22265367387116e-001
1.04712854805089e+003	1.48850950450962e-001,2.24252468608855e-001
1.07151930523760e+003	1.53675568991727e-001,2.26154402180797e-001
1.09647819614318e+003	1.58580084544412e-001,2.27966942856761e-001
1.12201845430195e+003	1.63561171449535e-001,2.29685981481500e-001
1.14815362149687e+003	1.68615234647325e-001,2.31307545895992e-001
1.17489755493952e+003	1.73738416109346e-001,2.32827821774997e-001
1.20226443461740e+003	1.78926603146339e-001,2.34243173210719e-001
1.23026877081237e+003	1.84175438594844e-001,2.35550162850507e-001
1.25892541179416e+003	1.89480332863088e-001,2.36745571393229e-001
1.28824955169312e+003	1.94836477793757e-001,2.37826416248522e-001
1.31825673855640e+003	2.00238862278046e-001,2.38789969165591e-001
1.34896288259164e+003	2.05682289532191e-001,2.39633772643858e-001
1.38038426460287e+003	2.11161395925037e-001,2.40355654946396e-001
1.41253754462274e+003	2.16670671223439e-001,2.40953743548831e-001
1.44543977074591e+003	2.22204480102000e-001,2.41426476871067e-001
1.47910838816819e+003	2.27757084745190e-001,2.41772614156555e-001
1.51356124843619e+003	2.33322668353664e-001,2.41991243383733e-001
1.54881661891247e+003	2.38895359353000e-001,2.42081787116266e-001
1.58489319246110e+003	2.44469256092409e-001,2.42044006222514e-001
1.62181009735891e+003	2.50038451813483e-001,2.41878001419730e-001
1.65958690743754e+003	2.55597059664854e-001,2.41584212624496e-001
1.69824365246173e+003	2.61139237537990e-001,2.41163416117165e-001
1.73780082874936e+003	2.66659212502044e-001,2.40616719554294e-001
1.77827941003891e+003	2.72151304621873e-001,2.39945554888514e-001
1.81970085860997e+003	2.77609949952721e-001,2.39151669279704e-001
1.86208713666285e+003	2.83029722517500e-001,2.38237114104101e-001
1.90546071796323e+003	2.88405355087794e-001,2.37204232188765e-001
1.94984459975803e+003	2.93731758607322e-001,2.36055643417305e-001
1.99526231496886e+003	2.99004040116162e-001,2.34794228868505e-001
2.04173794466951e+003	3.04217519055288e-001,2.33423113662519e-001
2.08929613085402e+003	3.09367741853277e-001,2.31945648699154e-001
2.13796208950221e+003	3.14450494720101e-001,2.30365391479664e-001
2.18776162394953e+003	3.19461814596155e-001,2.28686086207203e-001
2.23872113856832e+003	3.24397998227750e-001,2.26911643361830e-001
2.29086765276775e+003	3.29255609362745e-001,2.25046118943813e-001
2.34422881531990e+003	3.34031484081419e-001,2.23093693574086e-001
2.39883291901947e+003	3.38722734297869e-001,2.21058651633445e-001
2.45470891568501e+003	3.43326749485698e-001,2.18945360612483e-001
2.51188643150955e+003	3.47841196698500e-001,2.16758250832933e-001
2.57039578276884e+003	3.52264018970319e-001,2.14501795688058e-001
2.63026799189535e+003	3.56593432193861e-001,2.12180492535568e-001
2.69153480392689e+003	3.60827920584609e-001,2.09798844361450e-001
2.75422870333814e+003	3.64966230847186e-001,2.07361342317411e-001
2.81838293126442e+003	3.69007365166359e-001,2.04872449218724e-001
2.88403150312658e+003	3.72950573148975e-001,2.02336584073373e-001
2.95120922666635e+003	3.76795342845122e-001,1.99758107697751e-001
3.01995172040198e+003	3.80541390976877e-001,1.97141309459119e-001
3.09029543251356e+003	3.84188652501477e-001,1.94490395170608e-001
3.16227766016835e+003	3.87737269632674e-001,1.91809476151086e-001
3.23593656929625e+003	3.91187580439661e-001,1.89102559449728e-001
3.31131121482588e+003	3.94540107137485e-001,1.86373539223748e-001
3.38844156139199e+003	3.97795544176473e-001,1.83626189247564e-001
3.46736850452528e+003	4.00954746231049e-001,1.80864156522706e-001
3.54813389233572e+003	4.04018716180694e-001,1.78090955949994e-001
3.63078054770097e+003	4.06988593167724e-001,1.75309966019007e-001
3.71535229097168e+003	4.09865640808356e-001,1.72524425464455e-001
3.80189396320557e+003	4.12651235625202e-001,1.69737430834886e-001
3.89045144994276e+003	4.15346855761065e-001,1.66951934915918e-001
3.98107170553493e+003	4.17954070025862e-001,1.64170745948038e-001
4.07380277804108e+003	4.20474527320658e-001,1.61396527577724e-001
4.16869383470331e+003	4.22909946475328e-001,1.58631799480143e-001
4.26579518801588e+003	4.25262106529299e-001,1.55878938591969e-001
4.36515832240161e+003	4.27532837478206e-001,1.53140180893747e-001
4.46683592150958e+003	4.29724011503146e-001,1.50417623682656e-001
4.57088189614870e+003	4.31837534693624e-001,1.47713228278449e-001
4.67735141287193e+003	4.33875339270138e-001,1.45028823107608e-001
4.78630092322633e+003	4.35839376307785e-001,1.42366107113362e-001
4.89778819368441e+003	4.37731608958178e-001,1.39726653442006e-001
5.01187233627267e+003	4.39554006163389e-001,1.37111913358971e-001
5.12861383991359e+003	4.41308536852521e-001,1.34523220351176e-001
5.24807460249767e+003	4.42997164608862e-001,1.31961794375355e-001
5.37031796370247e+003	4.44621842793363e-001,1.29428746215230e-001
5.49540873857618e+003	4.46184510108324e-001,1.26925081913515e-001
5.62341325190343e+003	4.47687086583752e-001,1.24451707247855e-001
5.75439937337150e+003	4.49131469967696e-001,1.22009432222791e-001
5.88843655355582e+003	4.50519532501048e-001,1.19598975552705e-001
6.02559586074351e+003	4.51853118056782e-001,1.17220969113523e-001
6.16595001861475e+003	4.53134039623236e-001,1.14875962343505e-001
6.30957344480186e+003	4.54364077111008e-001,1.12564426575985e-001
6.45654229034648e+003	4.55544975463084e-001,1.10286759289219e-001
6.60693448007588e+003	4.56678443048094e-001,1.08043288260645e-001
6.76082975391974e+003	4.57766150316960e-001,1.05834275614902e-001
6.91830970918928e+003	4.58809728703716e-001,1.03659921756745e-001
7.07945784384129e+003	4.59810769751847e-001,1.01520369181730e-001
7.24435960074981e+003	4.60770824448208e-001,9.94157061590362e-002
7.41310241300908e+003	4.61691402747235e-001,9.73459702822092e-002
7.58577575029174e+003	4.62573973269016e-001,9.53111518848588e-002
7.76247116628682e+003	4.63419963155506e-001,9.33111973194487e-002
7.94328234724272e+003	4.64230758070048e-001,9.13460120983233e-002
8.12830516164089e+003	4.65007702326147e-001,8.94154638969942e-002
8.31763771102661e+003	4.65752099132288e-001,8.75193854204737e-002
8.51138038202366e+003	4.66465210940400e-001,8.56575771341147e-002
8.70963589956070e+003	4.67148259886379e-001,8.38298098609944e-002
8.91250938133734e+003	4.67802428311844e-001,8.20358272483652e-002
9.12010839355898e+003	4.68428859357100e-001,8.02753481061137e-002
9.33254300796979e+003	4.69028657615974e-001,7.85480686205133e-002
9.54992586021424e+003	4.69602889843947e-001,7.68536644468233e-002
9.77237220955798e+003	4.70152585711614e-001,7.51917926845247e-002
9.99999999999987e+003	4.70678738596230e-001,7.35620937391433e-002
1.02329299228074e+004	4.71182306404633e-001,7.19641930747323e-002
1.04712854805089e+004	4.71664212421476e-001,7.03977028611737e-002
1.07151930523759e+004	4.72125346177201e-001,6.88622235205121e-002
1.09647819614317e+004	4.72566564330722e-001,6.73573451765349e-002
1.12201845430195e+004	4.72988691562276e-001,6.58826490118151e-002
1.14815362149687e+004	4.73392521472313e-001,6.44377085363947e-002
1.17489755493951e+004	4.73778817482749e-001,6.30220907722305e-002
1.20226443461740e+004	4.74148313737285e-001,6.16353573574464e-002
1.23026877081237e+004	4.74501715997847e-001,6.02770655743745e-002
1.25892541179415e+004	4.74839702534548e-001,5.89467693052333e-002
1.28824955169312e+004	4.75162925006874e-001,5.76440199192152e-002
1.31825673855639e+004	4.75472009334079e-001,5.63683670946246e-002
1.34896288259164e+004	4.75767556553046e-001,5.51193595795960e-002
1.38038426460287e+004	4.76050143662094e-001,5.38965458947873e-002
1.41253754462274e+004	4.76320324449433e-001,5.26994749813285e-002
1.44543977074591e+004	4.76578630305191e-001,5.15276967971618e-002
1.47910838816819e+004	4.76825571016072e-001,5.03807628647962e-002
1.51356124843619e+004	4.77061635541920e-001,4.92582267733579e-002
1.54881661891246e+004	4.77287292773575e-001,4.81596446376927e-002
1.58489319246109e+004	4.77502992271560e-001,4.70845755171481e-002
1.62181009735891e+004	4.77709164985253e-001,4.60325817965537e-002
1.65958690743754e+004	4.77906223952308e-001,4.50032295317617e-002
1.69824365246172e+004	4.78094564978183e-001,4.39960887620322e-002
1.73780082874935e+004	4.78274567295732e-001,4.30107337914049e-002
1.77827941003890e+004	4.78446594204872e-001,4.20467434410927e-002
1.81970085860996e+004	4.78610993692424e-001,4.11037012748280e-002
1.86208713666284e+004	4.78768099032284e-001,4.01811957989952e-002
1.90546071796322e+004	4.78918229366118e-001,3.92788206392555e-002
1.94984459975802e+004	4.79061690264842e-001,3.83961746953147e-002
1.99526231496885e+004	4.79198774271161e-001,3.75328622753535e-002
2.04173794466950e+004	4.79329761423509e-001,3.66884932115722e-002
2.08929613085401e+004	4.79454919761727e-001,3.58626829582217e-002
2.13796208950220e+004	4.79574505814853e-001,3.50550526733905e-002
2.18776162394952e+004	4.79688765071430e-001,3.42652292857589e-002
2.23872113856831e+004	4.79797932432734e-001,3.34928455474633e-002
2.29086765276774e+004	4.79902232649347e-001,3.27375400741139e-002
2.34422881531989e+004	4.80001880741507e-001,3.19989573729841e-002
2.39883291901946e+004	4.80097082403677e-001,3.12767478602955e-002
2.45470891568500e+004	4.80188034393778e-001,3.05705678684774e-002
2.51188643150954e+004	4.80274924907523e-001,2.98800796442242e-002
2.57039578276883e+004	4.80357933938314e-001,2.92049513381130e-002
2.63026799189534e+004	4.80437233623131e-001,2.85448569865033e-002
2.69153480392688e+004	4.80512988574867e-001,2.78994764863964e-002
